"respondent_id","choice","price","type_burger_classic","type_burger_premium","type_bundle_classic","type_bundle_premium","brand_mcdonalds","brand_burger_king","brand_max_burger","brand_wendys","no_choice","past.use_this","brand.recall_this","brand.recognition_this","age","gender","income","location","fast.food.frequency","education","market_awareness"
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","1000-2500","wies","raz-w-tygodniu","w-trakcie-studiow",10
1,0,37,0,0,0,1,0,1,0,0,0,0,1,1,24,"kobieta","1000-2500","wies","raz-w-tygodniu","w-trakcie-studiow",10
1,0,29,0,0,1,0,0,0,0,1,0,0,1,1,24,"kobieta","1000-2500","wies","raz-w-tygodniu","w-trakcie-studiow",10
1,1,23,0,0,1,0,0,0,1,0,0,0,0,1,24,"kobieta","1000-2500","wies","raz-w-tygodniu","w-trakcie-studiow",10
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","1000-2500","wies","raz-w-tygodniu","w-trakcie-studiow",10
1,0,23,0,0,1,0,0,0,1,0,0,0,0,1,24,"kobieta","1000-2500","wies","raz-w-tygodniu","w-trakcie-studiow",10
1,0,23,0,0,1,0,1,0,0,0,0,1,1,1,24,"kobieta","1000-2500","wies","raz-w-tygodniu","w-trakcie-studiow",10
1,0,29,0,0,1,0,0,0,0,1,0,0,1,1,24,"kobieta","1000-2500","wies","raz-w-tygodniu","w-trakcie-studiow",10
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","1000-2500","wies","raz-w-tygodniu","w-trakcie-studiow",10
2,0,29,0,0,1,0,0,1,0,0,0,0,1,1,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",11
2,1,27,0,0,0,1,0,0,1,0,0,0,0,1,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",11
2,0,23,0,0,1,0,1,0,0,0,0,1,1,1,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",11
2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",11
2,0,23,0,0,1,0,1,0,0,0,0,1,1,1,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",11
2,0,29,0,0,1,0,0,1,0,0,0,0,1,1,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",11
2,1,37,0,0,0,1,0,1,0,0,0,0,1,1,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",11
2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",11
2,0,29,0,0,1,0,0,0,0,1,0,0,1,1,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",11
2,0,37,0,0,0,1,0,1,0,0,0,0,1,1,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",11
2,1,27,0,0,0,1,0,0,1,0,0,0,0,1,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",11
2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",11
2,0,27,0,0,0,1,0,0,1,0,0,0,0,1,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",11
2,1,23,0,0,1,0,0,0,1,0,0,0,0,1,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",11
2,0,29,0,0,1,0,0,1,0,0,0,0,1,1,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",11
2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",11
2,0,37,0,0,0,1,0,1,0,0,0,0,1,1,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",11
2,1,29,0,0,1,0,0,0,0,1,0,0,1,1,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",11
2,0,23,0,0,1,0,0,0,1,0,0,0,0,1,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",11
2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",11
2,0,23,0,0,1,0,0,0,1,0,0,0,0,1,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",11
2,1,23,0,0,1,0,1,0,0,0,0,1,1,1,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",11
2,0,29,0,0,1,0,0,0,0,1,0,0,1,1,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",11
2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",11
3,0,29,0,0,1,0,0,1,0,0,0,0,1,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",7
3,0,27,0,0,0,1,0,0,1,0,0,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",7
3,0,23,0,0,1,0,1,0,0,0,0,1,1,1,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",7
3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",7
3,0,23,0,0,1,0,1,0,0,0,0,1,1,1,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",7
3,0,29,0,0,1,0,0,1,0,0,0,0,1,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",7
3,0,37,0,0,0,1,0,1,0,0,0,0,1,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",7
3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",7
3,0,29,0,0,1,0,0,0,0,1,0,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",7
3,0,37,0,0,0,1,0,1,0,0,0,0,1,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",7
3,0,27,0,0,0,1,0,0,1,0,0,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",7
3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",7
3,0,27,0,0,0,1,0,0,1,0,0,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",7
3,0,23,0,0,1,0,0,0,1,0,0,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",7
3,0,29,0,0,1,0,0,1,0,0,0,0,1,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",7
3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",7
3,0,37,0,0,0,1,0,1,0,0,0,0,1,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",7
3,0,29,0,0,1,0,0,0,0,1,0,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",7
3,0,23,0,0,1,0,0,0,1,0,0,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",7
3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",7
3,0,23,0,0,1,0,0,0,1,0,0,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",7
3,0,23,0,0,1,0,1,0,0,0,0,1,1,1,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",7
3,0,29,0,0,1,0,0,0,0,1,0,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",7
3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",7
4,0,29,0,0,1,0,0,1,0,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11
4,0,27,0,0,0,1,0,0,1,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11
4,0,23,0,0,1,0,1,0,0,0,0,1,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11
4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11
4,0,23,0,0,1,0,1,0,0,0,0,1,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11
4,0,29,0,0,1,0,0,1,0,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11
4,1,37,0,0,0,1,0,1,0,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11
4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11
4,0,29,0,0,1,0,0,0,0,1,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11
4,0,37,0,0,0,1,0,1,0,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11
4,0,27,0,0,0,1,0,0,1,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11
4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11
4,0,27,0,0,0,1,0,0,1,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11
4,0,23,0,0,1,0,0,0,1,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11
4,1,29,0,0,1,0,0,1,0,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11
4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11
4,1,37,0,0,0,1,0,1,0,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11
4,0,29,0,0,1,0,0,0,0,1,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11
4,0,23,0,0,1,0,0,0,1,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11
4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11
4,0,23,0,0,1,0,0,0,1,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11
4,1,23,0,0,1,0,1,0,0,0,0,1,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11
4,0,29,0,0,1,0,0,0,0,1,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11
4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11
5,0,29,0,0,1,0,0,1,0,0,0,0,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",11
5,0,27,0,0,0,1,0,0,1,0,0,0,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",11
5,0,23,0,0,1,0,1,0,0,0,0,1,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",11
5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",11
5,0,23,0,0,1,0,1,0,0,0,0,1,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",11
5,0,29,0,0,1,0,0,1,0,0,0,0,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",11
5,0,37,0,0,0,1,0,1,0,0,0,0,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",11
5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",11
5,0,29,0,0,1,0,0,0,0,1,0,0,0,0,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",11
5,0,37,0,0,0,1,0,1,0,0,0,0,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",11
5,0,27,0,0,0,1,0,0,1,0,0,0,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",11
5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",11
5,0,27,0,0,0,1,0,0,1,0,0,0,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",11
5,0,23,0,0,1,0,0,0,1,0,0,0,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",11
5,0,29,0,0,1,0,0,1,0,0,0,0,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",11
5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",11
5,0,37,0,0,0,1,0,1,0,0,0,0,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",11
5,0,29,0,0,1,0,0,0,0,1,0,0,0,0,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",11
5,0,23,0,0,1,0,0,0,1,0,0,0,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",11
5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",11
5,0,23,0,0,1,0,0,0,1,0,0,0,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",11
5,0,23,0,0,1,0,1,0,0,0,0,1,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",11
5,0,29,0,0,1,0,0,0,0,1,0,0,0,0,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",11
5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",11
6,1,29,0,0,1,0,0,1,0,0,0,0,1,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11
6,0,27,0,0,0,1,0,0,1,0,0,0,1,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11
6,0,23,0,0,1,0,1,0,0,0,0,1,1,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11
6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11
6,0,23,0,0,1,0,1,0,0,0,0,1,1,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11
6,0,29,0,0,1,0,0,1,0,0,0,0,1,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11
6,1,37,0,0,0,1,0,1,0,0,0,0,1,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11
6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11
6,1,29,0,0,1,0,0,0,0,1,0,0,0,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11
6,0,37,0,0,0,1,0,1,0,0,0,0,1,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11
6,0,27,0,0,0,1,0,0,1,0,0,0,1,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11
6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11
6,0,27,0,0,0,1,0,0,1,0,0,0,1,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11
6,0,23,0,0,1,0,0,0,1,0,0,0,1,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11
6,1,29,0,0,1,0,0,1,0,0,0,0,1,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11
6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11
6,0,37,0,0,0,1,0,1,0,0,0,0,1,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11
6,0,29,0,0,1,0,0,0,0,1,0,0,0,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11
6,1,23,0,0,1,0,0,0,1,0,0,0,1,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11
6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11
6,0,23,0,0,1,0,0,0,1,0,0,0,1,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11
6,1,23,0,0,1,0,1,0,0,0,0,1,1,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11
6,0,29,0,0,1,0,0,0,0,1,0,0,0,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11
6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11
7,0,29,0,0,1,0,0,1,0,0,0,0,1,0,25,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11
7,0,27,0,0,0,1,0,0,1,0,0,0,1,1,25,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11
7,0,23,0,0,1,0,1,0,0,0,0,1,1,1,25,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11
7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,25,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11
7,0,23,0,0,1,0,1,0,0,0,0,1,1,1,25,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11
7,0,29,0,0,1,0,0,1,0,0,0,0,1,0,25,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11
7,0,37,0,0,0,1,0,1,0,0,0,0,1,0,25,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11
7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,25,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11
7,0,29,0,0,1,0,0,0,0,1,0,0,1,1,25,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11
7,0,37,0,0,0,1,0,1,0,0,0,0,1,0,25,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11
7,0,27,0,0,0,1,0,0,1,0,0,0,1,1,25,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11
7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,25,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11
7,0,27,0,0,0,1,0,0,1,0,0,0,1,1,25,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11
7,0,23,0,0,1,0,0,0,1,0,0,0,1,1,25,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11
7,0,29,0,0,1,0,0,1,0,0,0,0,1,0,25,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11
7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,25,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11
7,0,37,0,0,0,1,0,1,0,0,0,0,1,0,25,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11
7,0,29,0,0,1,0,0,0,0,1,0,0,1,1,25,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11
7,0,23,0,0,1,0,0,0,1,0,0,0,1,1,25,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11
7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,25,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11
7,0,23,0,0,1,0,0,0,1,0,0,0,1,1,25,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11
7,0,23,0,0,1,0,1,0,0,0,0,1,1,1,25,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11
7,0,29,0,0,1,0,0,0,0,1,0,0,1,1,25,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11
7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,25,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11
8,1,29,0,0,1,0,0,1,0,0,0,0,1,1,24,"mezczyzna","1000-2500","miasto-500","raz-w-tygodniu","w-trakcie-studiow",11
8,0,27,0,0,0,1,0,0,1,0,0,0,1,1,24,"mezczyzna","1000-2500","miasto-500","raz-w-tygodniu","w-trakcie-studiow",11
8,0,23,0,0,1,0,1,0,0,0,0,1,1,1,24,"mezczyzna","1000-2500","miasto-500","raz-w-tygodniu","w-trakcie-studiow",11
8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"mezczyzna","1000-2500","miasto-500","raz-w-tygodniu","w-trakcie-studiow",11
8,0,23,0,0,1,0,1,0,0,0,0,1,1,1,24,"mezczyzna","1000-2500","miasto-500","raz-w-tygodniu","w-trakcie-studiow",11
8,0,29,0,0,1,0,0,1,0,0,0,0,1,1,24,"mezczyzna","1000-2500","miasto-500","raz-w-tygodniu","w-trakcie-studiow",11
8,1,37,0,0,0,1,0,1,0,0,0,0,1,1,24,"mezczyzna","1000-2500","miasto-500","raz-w-tygodniu","w-trakcie-studiow",11
8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"mezczyzna","1000-2500","miasto-500","raz-w-tygodniu","w-trakcie-studiow",11
8,0,29,0,0,1,0,0,0,0,1,0,0,1,1,24,"mezczyzna","1000-2500","miasto-500","raz-w-tygodniu","w-trakcie-studiow",11
8,0,37,0,0,0,1,0,1,0,0,0,0,1,1,24,"mezczyzna","1000-2500","miasto-500","raz-w-tygodniu","w-trakcie-studiow",11
8,1,27,0,0,0,1,0,0,1,0,0,0,1,1,24,"mezczyzna","1000-2500","miasto-500","raz-w-tygodniu","w-trakcie-studiow",11
8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"mezczyzna","1000-2500","miasto-500","raz-w-tygodniu","w-trakcie-studiow",11
8,0,27,0,0,0,1,0,0,1,0,0,0,1,1,24,"mezczyzna","1000-2500","miasto-500","raz-w-tygodniu","w-trakcie-studiow",11
