"id","profile_id","respondent_id","question_id","alternative_id","observation_id","block_id","price","type_burger_classic","type_burger_premium","type_bundle_classic","type_bundle_premium","brand_mcdonalds","brand_burger_king","brand_max_burger","brand_wendys","no_choice","kcal","gram"
54,99,3,2,2,14,1,29,0,0,1,0,0,1,0,0,0,556,214
55,134,3,2,3,14,1,37,0,0,0,1,0,1,0,0,0,665,243
56,0,3,2,4,14,0,0,0,0,0,0,0,0,0,0,1,NA,NA
57,103,3,3,1,15,1,29,0,0,1,0,0,0,0,1,0,531,287
58,134,3,3,2,15,1,37,0,0,0,1,0,1,0,0,0,673,199
59,81,3,3,3,15,1,27,0,0,0,1,0,0,1,0,0,697,342
60,0,3,3,4,15,0,0,0,0,0,0,0,0,0,0,1,NA,NA
61,81,3,4,1,16,1,27,0,0,0,1,0,0,1,0,0,687,294
62,46,3,4,2,16,1,23,0,0,1,0,0,0,1,0,0,607,196
63,99,3,4,3,16,1,29,0,0,1,0,0,1,0,0,0,596,299
64,0,3,4,4,16,0,0,0,0,0,0,0,0,0,0,1,NA,NA
65,134,3,5,1,17,1,37,0,0,0,1,0,1,0,0,0,670,209
66,103,3,5,2,17,1,29,0,0,1,0,0,0,0,1,0,452,205
67,46,3,5,3,17,1,23,0,0,1,0,0,0,1,0,0,495,278
68,0,3,5,4,17,0,0,0,0,0,0,0,0,0,0,1,NA,NA
69,46,3,6,1,18,1,23,0,0,1,0,0,0,1,0,0,1082,278
70,42,3,6,2,18,1,23,0,0,1,0,1,0,0,0,0,1015,203
71,103,3,6,3,18,1,29,0,0,1,0,0,0,0,1,0,507,210
72,0,3,6,4,18,0,0,0,0,0,0,0,0,0,0,1,NA,NA
73,99,4,1,1,19,1,29,0,0,1,0,0,1,0,0,0,464,285
74,81,4,1,2,19,1,27,0,0,0,1,0,0,1,0,0,744,274
75,42,4,1,3,19,1,23,0,0,1,0,1,0,0,0,0,1097,252
76,0,4,1,4,19,0,0,0,0,0,0,0,0,0,0,1,NA,NA
77,42,4,2,1,20,1,23,0,0,1,0,1,0,0,0,0,528,203
78,99,4,2,2,20,1,29,0,0,1,0,0,1,0,0,0,546,255
79,134,4,2,3,20,1,37,0,0,0,1,0,1,0,0,0,768,280
80,0,4,2,4,20,0,0,0,0,0,0,0,0,0,0,1,NA,NA
81,103,4,3,1,21,1,29,0,0,1,0,0,0,0,1,0,635,200
82,134,4,3,2,21,1,37,0,0,0,1,0,1,0,0,0,695,337
83,81,4,3,3,21,1,27,0,0,0,1,0,0,1,0,0,548,192
84,0,4,3,4,21,0,0,0,0,0,0,0,0,0,0,1,NA,NA
85,81,4,4,1,22,1,27,0,0,0,1,0,0,1,0,0,779,237
86,46,4,4,2,22,1,23,0,0,1,0,0,0,1,0,0,603,420
87,99,4,4,3,22,1,29,0,0,1,0,0,1,0,0,0,694,414
88,0,4,4,4,22,0,0,0,0,0,0,0,0,0,0,1,NA,NA
89,134,4,5,1,23,1,37,0,0,0,1,0,1,0,0,0,677,253
90,103,4,5,2,23,1,29,0,0,1,0,0,0,0,1,0,522,282
91,46,4,5,3,23,1,23,0,0,1,0,0,0,1,0,0,1016,233
92,0,4,5,4,23,0,0,0,0,0,0,0,0,0,0,1,NA,NA
93,46,4,6,1,24,1,23,0,0,1,0,0,0,1,0,0,1027,405
94,42,4,6,2,24,1,23,0,0,1,0,1,0,0,0,0,1100,183
95,103,4,6,3,24,1,29,0,0,1,0,0,0,0,1,0,597,400
96,0,4,6,4,24,0,0,0,0,0,0,0,0,0,0,1,NA,NA
97,99,5,1,1,25,1,29,0,0,1,0,0,1,0,0,0,550,248
98,81,5,1,2,25,1,27,0,0,0,1,0,0,1,0,0,771,297
99,42,5,1,3,25,1,23,0,0,1,0,1,0,0,0,0,495,199
100,0,5,1,4,25,0,0,0,0,0,0,0,0,0,0,1,NA,NA
101,42,5,2,1,26,1,23,0,0,1,0,1,0,0,0,0,541,300
102,99,5,2,2,26,1,29,0,0,1,0,0,1,0,0,0,580,214
103,134,5,2,3,26,1,37,0,0,0,1,0,1,0,0,0,641,283
104,0,5,2,4,26,0,0,0,0,0,0,0,0,0,0,1,NA,NA
105,103,5,3,1,27,1,29,0,0,1,0,0,0,0,1,0,578,232
106,134,5,3,2,27,1,37,0,0,0,1,0,1,0,0,0,408,187
107,81,5,3,3,27,1,27,0,0,0,1,0,0,1,0,0,419,344
108,0,5,3,4,27,0,0,0,0,0,0,0,0,0,0,1,NA,NA
109,81,5,4,1,28,1,27,0,0,0,1,0,0,1,0,0,470,184
110,46,5,4,2,28,1,23,0,0,1,0,0,0,1,0,0,526,289
111,99,5,4,3,28,1,29,0,0,1,0,0,1,0,0,0,1044,243
112,0,5,4,4,28,0,0,0,0,0,0,0,0,0,0,1,NA,NA
113,134,5,5,1,29,1,37,0,0,0,1,0,1,0,0,0,743,347
114,103,5,5,2,29,1,29,0,0,1,0,0,0,0,1,0,424,251
115,46,5,5,3,29,1,23,0,0,1,0,0,0,1,0,0,551,239
116,0,5,5,4,29,0,0,0,0,0,0,0,0,0,0,1,NA,NA
117,46,5,6,1,30,1,23,0,0,1,0,0,0,1,0,0,561,248
118,42,5,6,2,30,1,23,0,0,1,0,1,0,0,0,0,455,263
119,103,5,6,3,30,1,29,0,0,1,0,0,0,0,1,0,488,207
120,0,5,6,4,30,0,0,0,0,0,0,0,0,0,0,1,NA,NA
121,99,6,1,1,31,1,29,0,0,1,0,0,1,0,0,0,513,208
122,81,6,1,2,31,1,27,0,0,0,1,0,0,1,0,0,708,332
123,42,6,1,3,31,1,23,0,0,1,0,1,0,0,0,0,1079,225
124,0,6,1,4,31,0,0,0,0,0,0,0,0,0,0,1,NA,NA
125,42,6,2,1,32,1,23,0,0,1,0,1,0,0,0,0,412,224
126,99,6,2,2,32,1,29,0,0,1,0,0,1,0,0,0,564,241
127,134,6,2,3,32,1,37,0,0,0,1,0,1,0,0,0,424,313
128,0,6,2,4,32,0,0,0,0,0,0,0,0,0,0,1,NA,NA
129,103,6,3,1,33,1,29,0,0,1,0,0,0,0,1,0,1038,404
130,134,6,3,2,33,1,37,0,0,0,1,0,1,0,0,0,705,275
131,81,6,3,3,33,1,27,0,0,0,1,0,0,1,0,0,478,306
132,0,6,3,4,33,0,0,0,0,0,0,0,0,0,0,1,NA,NA
133,81,6,4,1,34,1,27,0,0,0,1,0,0,1,0,0,608,350
134,46,6,4,2,34,1,23,0,0,1,0,0,0,1,0,0,420,197
135,99,6,4,3,34,1,29,0,0,1,0,0,1,0,0,0,1077,185
136,0,6,4,4,34,0,0,0,0,0,0,0,0,0,0,1,NA,NA
137,134,6,5,1,35,1,37,0,0,0,1,0,1,0,0,0,738,314
138,103,6,5,2,35,1,29,0,0,1,0,0,0,0,1,0,1044,237
139,46,6,5,3,35,1,23,0,0,1,0,0,0,1,0,0,657,264
140,0,6,5,4,35,0,0,0,0,0,0,0,0,0,0,1,NA,NA
141,46,6,6,1,36,1,23,0,0,1,0,0,0,1,0,0,540,202
142,42,6,6,2,36,1,23,0,0,1,0,1,0,0,0,0,1099,277
143,103,6,6,3,36,1,29,0,0,1,0,0,0,0,1,0,1089,249
144,0,6,6,4,36,0,0,0,0,0,0,0,0,0,0,1,NA,NA
145,99,7,1,1,37,1,29,0,0,1,0,0,1,0,0,0,447,234
146,81,7,1,2,37,1,27,0,0,0,1,0,0,1,0,0,613,285
147,42,7,1,3,37,1,23,0,0,1,0,1,0,0,0,0,531,257
148,0,7,1,4,37,0,0,0,0,0,0,0,0,0,0,1,NA,NA
149,42,7,2,1,38,1,23,0,0,1,0,1,0,0,0,0,616,274
150,99,7,2,2,38,1,29,0,0,1,0,0,1,0,0,0,1062,246
151,134,7,2,3,38,1,37,0,0,0,1,0,1,0,0,0,551,254
152,0,7,2,4,38,0,0,0,0,0,0,0,0,0,0,1,NA,NA
153,103,7,3,1,39,1,29,0,0,1,0,0,0,0,1,0,482,402
154,134,7,3,2,39,1,37,0,0,0,1,0,1,0,0,0,406,210
155,81,7,3,3,39,1,27,0,0,0,1,0,0,1,0,0,451,346
156,0,7,3,4,39,0,0,0,0,0,0,0,0,0,0,1,NA,NA
157,81,7,4,1,40,1,27,0,0,0,1,0,0,1,0,0,767,222
158,46,7,4,2,40,1,23,0,0,1,0,0,0,1,0,0,488,251
159,99,7,4,3,40,1,29,0,0,1,0,0,1,0,0,0,1037,220
160,0,7,4,4,40,0,0,0,0,0,0,0,0,0,0,1,NA,NA
161,134,7,5,1,41,1,37,0,0,0,1,0,1,0,0,0,694,320
162,103,7,5,2,41,1,29,0,0,1,0,0,0,0,1,0,582,402
163,46,7,5,3,41,1,23,0,0,1,0,0,0,1,0,0,616,260
164,0,7,5,4,41,0,0,0,0,0,0,0,0,0,0,1,NA,NA
165,46,7,6,1,42,1,23,0,0,1,0,0,0,1,0,0,686,201
166,42,7,6,2,42,1,23,0,0,1,0,1,0,0,0,0,560,210
167,103,7,6,3,42,1,29,0,0,1,0,0,0,0,1,0,433,203
168,0,7,6,4,42,0,0,0,0,0,0,0,0,0,0,1,NA,NA
169,99,8,1,1,43,1,29,0,0,1,0,0,1,0,0,0,1098,273
170,81,8,1,2,43,1,27,0,0,0,1,0,0,1,0,0,400,234
171,42,8,1,3,43,1,23,0,0,1,0,1,0,0,0,0,422,182
172,0,8,1,4,43,0,0,0,0,0,0,0,0,0,0,1,NA,NA
173,42,8,2,1,44,1,23,0,0,1,0,1,0,0,0,0,426,408
174,99,8,2,2,44,1,29,0,0,1,0,0,1,0,0,0,514,183
175,134,8,2,3,44,1,37,0,0,0,1,0,1,0,0,0,735,308
176,0,8,2,4,44,0,0,0,0,0,0,0,0,0,0,1,NA,NA
177,103,8,3,1,45,1,29,0,0,1,0,0,0,0,1,0,1080,291
178,134,8,3,2,45,1,37,0,0,0,1,0,1,0,0,0,606,279
179,81,8,3,3,45,1,27,0,0,0,1,0,0,1,0,0,423,319
180,0,8,3,4,45,0,0,0,0,0,0,0,0,0,0,1,NA,NA
181,81,8,4,1,46,1,27,0,0,0,1,0,0,1,0,0,597,182
182,46,8,4,2,46,1,23,0,0,1,0,0,0,1,0,0,1065,418
183,99,8,4,3,46,1,29,0,0,1,0,0,1,0,0,0,429,203
184,0,8,4,4,46,0,0,0,0,0,0,0,0,0,0,1,NA,NA
185,134,8,5,1,47,1,37,0,0,0,1,0,1,0,0,0,422,287
186,103,8,5,2,47,1,29,0,0,1,0,0,0,0,1,0,1034,231
187,46,8,5,3,47,1,23,0,0,1,0,0,0,1,0,0,1080,211
188,0,8,5,4,47,0,0,0,0,0,0,0,0,0,0,1,NA,NA
189,46,8,6,1,48,1,23,0,0,1,0,0,0,1,0,0,572,209
190,42,8,6,2,48,1,23,0,0,1,0,1,0,0,0,0,468,207
191,103,8,6,3,48,1,29,0,0,1,0,0,0,0,1,0,1080,409
192,0,8,6,4,48,0,0,0,0,0,0,0,0,0,0,1,NA,NA
193,99,9,1,1,49,1,29,0,0,1,0,0,1,0,0,0,489,292
194,81,9,1,2,49,1,27,0,0,0,1,0,0,1,0,0,464,304
195,42,9,1,3,49,1,23,0,0,1,0,1,0,0,0,0,659,401
196,0,9,1,4,49,0,0,0,0,0,0,0,0,0,0,1,NA,NA
197,42,9,2,1,50,1,23,0,0,1,0,1,0,0,0,0,485,412
198,99,9,2,2,50,1,29,0,0,1,0,0,1,0,0,0,668,242
199,134,9,2,3,50,1,37,0,0,0,1,0,1,0,0,0,681,349
200,0,9,2,4,50,0,0,0,0,0,0,0,0,0,0,1,NA,NA
201,103,9,3,1,51,1,29,0,0,1,0,0,0,0,1,0,501,215
202,134,9,3,2,51,1,37,0,0,0,1,0,1,0,0,0,726,241
203,81,9,3,3,51,1,27,0,0,0,1,0,0,1,0,0,599,308
204,0,9,3,4,51,0,0,0,0,0,0,0,0,0,0,1,NA,NA
205,81,9,4,1,52,1,27,0,0,0,1,0,0,1,0,0,464,337
206,46,9,4,2,52,1,23,0,0,1,0,0,0,1,0,0,487,283
207,99,9,4,3,52,1,29,0,0,1,0,0,1,0,0,0,639,257
208,0,9,4,4,52,0,0,0,0,0,0,0,0,0,0,1,NA,NA
209,134,9,5,1,53,1,37,0,0,0,1,0,1,0,0,0,437,225
210,103,9,5,2,53,1,29,0,0,1,0,0,0,0,1,0,596,187
211,46,9,5,3,53,1,23,0,0,1,0,0,0,1,0,0,1067,263
212,0,9,5,4,53,0,0,0,0,0,0,0,0,0,0,1,NA,NA
213,46,9,6,1,54,1,23,0,0,1,0,0,0,1,0,0,586,277
214,42,9,6,2,54,1,23,0,0,1,0,1,0,0,0,0,627,180
215,103,9,6,3,54,1,29,0,0,1,0,0,0,0,1,0,542,408
216,0,9,6,4,54,0,0,0,0,0,0,0,0,0,0,1,NA,NA
217,99,10,1,1,55,1,29,0,0,1,0,0,1,0,0,0,678,416
218,81,10,1,2,55,1,27,0,0,0,1,0,0,1,0,0,448,326
219,42,10,1,3,55,1,23,0,0,1,0,1,0,0,0,0,1020,406
220,0,10,1,4,55,0,0,0,0,0,0,0,0,0,0,1,NA,NA
221,42,10,2,1,56,1,23,0,0,1,0,1,0,0,0,0,1036,198
222,99,10,2,2,56,1,29,0,0,1,0,0,1,0,0,0,1068,192
223,134,10,2,3,56,1,37,0,0,0,1,0,1,0,0,0,690,323
224,0,10,2,4,56,0,0,0,0,0,0,0,0,0,0,1,NA,NA
225,103,10,3,1,57,1,29,0,0,1,0,0,0,0,1,0,547,250
226,134,10,3,2,57,1,37,0,0,0,1,0,1,0,0,0,501,316
227,81,10,3,3,57,1,27,0,0,0,1,0,0,1,0,0,506,271
228,0,10,3,4,57,0,0,0,0,0,0,0,0,0,0,1,NA,NA
229,81,10,4,1,58,1,27,0,0,0,1,0,0,1,0,0,775,228
230,46,10,4,2,58,1,23,0,0,1,0,0,0,1,0,0,684,403
231,99,10,4,3,58,1,29,0,0,1,0,0,1,0,0,0,451,285
232,0,10,4,4,58,0,0,0,0,0,0,0,0,0,0,1,NA,NA
233,134,10,5,1,59,1,37,0,0,0,1,0,1,0,0,0,546,182
234,103,10,5,2,59,1,29,0,0,1,0,0,0,0,1,0,1022,224
235,46,10,5,3,59,1,23,0,0,1,0,0,0,1,0,0,1003,262
236,0,10,5,4,59,0,0,0,0,0,0,0,0,0,0,1,NA,NA
237,46,10,6,1,60,1,23,0,0,1,0,0,0,1,0,0,690,290
238,42,10,6,2,60,1,23,0,0,1,0,1,0,0,0,0,403,249
239,103,10,6,3,60,1,29,0,0,1,0,0,0,0,1,0,687,420
240,0,10,6,4,60,0,0,0,0,0,0,0,0,0,0,1,NA,NA
241,99,11,1,1,61,1,29,0,0,1,0,0,1,0,0,0,470,286
242,81,11,1,2,61,1,27,0,0,0,1,0,0,1,0,0,448,235
243,42,11,1,3,61,1,23,0,0,1,0,1,0,0,0,0,530,420
244,0,11,1,4,61,0,0,0,0,0,0,0,0,0,0,1,NA,NA
245,42,11,2,1,62,1,23,0,0,1,0,1,0,0,0,0,632,289
246,99,11,2,2,62,1,29,0,0,1,0,0,1,0,0,0,437,277
247,134,11,2,3,62,1,37,0,0,0,1,0,1,0,0,0,656,198
248,0,11,2,4,62,0,0,0,0,0,0,0,0,0,0,1,NA,NA
249,103,11,3,1,63,1,29,0,0,1,0,0,0,0,1,0,538,214
250,134,11,3,2,63,1,37,0,0,0,1,0,1,0,0,0,683,311
251,81,11,3,3,63,1,27,0,0,0,1,0,0,1,0,0,489,293
252,0,11,3,4,63,0,0,0,0,0,0,0,0,0,0,1,NA,NA
253,81,11,4,1,64,1,27,0,0,0,1,0,0,1,0,0,649,188
254,46,11,4,2,64,1,23,0,0,1,0,0,0,1,0,0,606,218
255,99,11,4,3,64,1,29,0,0,1,0,0,1,0,0,0,458,277
256,0,11,4,4,64,0,0,0,0,0,0,0,0,0,0,1,NA,NA
257,134,11,5,1,65,1,37,0,0,0,1,0,1,0,0,0,595,204
258,103,11,5,2,65,1,29,0,0,1,0,0,0,0,1,0,426,268
259,46,11,5,3,65,1,23,0,0,1,0,0,0,1,0,0,593,228
260,0,11,5,4,65,0,0,0,0,0,0,0,0,0,0,1,NA,NA
261,46,11,6,1,66,1,23,0,0,1,0,0,0,1,0,0,1048,406
262,42,11,6,2,66,1,23,0,0,1,0,1,0,0,0,0,1020,232
263,103,11,6,3,66,1,29,0,0,1,0,0,0,0,1,0,414,251
264,0,11,6,4,66,0,0,0,0,0,0,0,0,0,0,1,NA,NA
265,99,12,1,1,67,1,29,0,0,1,0,0,1,0,0,0,1084,247
266,81,12,1,2,67,1,27,0,0,0,1,0,0,1,0,0,787,259
267,42,12,1,3,67,1,23,0,0,1,0,1,0,0,0,0,1051,415
268,0,12,1,4,67,0,0,0,0,0,0,0,0,0,0,1,NA,NA
269,42,12,2,1,68,1,23,0,0,1,0,1,0,0,0,0,529,286
270,99,12,2,2,68,1,29,0,0,1,0,0,1,0,0,0,656,239
271,134,12,2,3,68,1,37,0,0,0,1,0,1,0,0,0,579,333
272,0,12,2,4,68,0,0,0,0,0,0,0,0,0,0,1,NA,NA
273,103,12,3,1,69,1,29,0,0,1,0,0,0,0,1,0,1083,265
274,134,12,3,2,69,1,37,0,0,0,1,0,1,0,0,0,790,224
275,81,12,3,3,69,1,27,0,0,0,1,0,0,1,0,0,796,196
276,0,12,3,4,69,0,0,0,0,0,0,0,0,0,0,1,NA,NA
277,81,12,4,1,70,1,27,0,0,0,1,0,0,1,0,0,705,229
278,46,12,4,2,70,1,23,0,0,1,0,0,0,1,0,0,571,281
279,99,12,4,3,70,1,29,0,0,1,0,0,1,0,0,0,409,277
280,0,12,4,4,70,0,0,0,0,0,0,0,0,0,0,1,NA,NA
281,134,12,5,1,71,1,37,0,0,0,1,0,1,0,0,0,585,300
282,103,12,5,2,71,1,29,0,0,1,0,0,0,0,1,0,1048,409
283,46,12,5,3,71,1,23,0,0,1,0,0,0,1,0,0,481,246
284,0,12,5,4,71,0,0,0,0,0,0,0,0,0,0,1,NA,NA
285,46,12,6,1,72,1,23,0,0,1,0,0,0,1,0,0,1082,204
286,42,12,6,2,72,1,23,0,0,1,0,1,0,0,0,0,621,238
287,103,12,6,3,72,1,29,0,0,1,0,0,0,0,1,0,1042,268
288,0,12,6,4,72,0,0,0,0,0,0,0,0,0,0,1,NA,NA
289,99,13,1,1,73,1,29,0,0,1,0,0,1,0,0,0,422,265
290,81,13,1,2,73,1,27,0,0,0,1,0,0,1,0,0,557,194
291,42,13,1,3,73,1,23,0,0,1,0,1,0,0,0,0,673,222
292,0,13,1,4,73,0,0,0,0,0,0,0,0,0,0,1,NA,NA
293,42,13,2,1,74,1,23,0,0,1,0,1,0,0,0,0,499,411
294,99,13,2,2,74,1,29,0,0,1,0,0,1,0,0,0,682,288
295,134,13,2,3,74,1,37,0,0,0,1,0,1,0,0,0,517,340
296,0,13,2,4,74,0,0,0,0,0,0,0,0,0,0,1,NA,NA
297,103,13,3,1,75,1,29,0,0,1,0,0,0,0,1,0,1030,197
298,134,13,3,2,75,1,37,0,0,0,1,0,1,0,0,0,435,294
299,81,13,3,3,75,1,27,0,0,0,1,0,0,1,0,0,738,183
300,0,13,3,4,75,0,0,0,0,0,0,0,0,0,0,1,NA,NA
301,81,13,4,1,76,1,27,0,0,0,1,0,0,1,0,0,622,198
302,46,13,4,2,76,1,23,0,0,1,0,0,0,1,0,0,556,400
303,99,13,4,3,76,1,29,0,0,1,0,0,1,0,0,0,514,238
304,0,13,4,4,76,0,0,0,0,0,0,0,0,0,0,1,NA,NA
305,134,13,5,1,77,1,37,0,0,0,1,0,1,0,0,0,695,217
306,103,13,5,2,77,1,29,0,0,1,0,0,0,0,1,0,422,412
307,46,13,5,3,77,1,23,0,0,1,0,0,0,1,0,0,518,193
308,0,13,5,4,77,0,0,0,0,0,0,0,0,0,0,1,NA,NA
309,46,13,6,1,78,1,23,0,0,1,0,0,0,1,0,0,515,226
310,42,13,6,2,78,1,23,0,0,1,0,1,0,0,0,0,622,411
311,103,13,6,3,78,1,29,0,0,1,0,0,0,0,1,0,669,287
312,0,13,6,4,78,0,0,0,0,0,0,0,0,0,0,1,NA,NA
313,99,14,1,1,79,1,29,0,0,1,0,0,1,0,0,0,600,260
314,81,14,1,2,79,1,27,0,0,0,1,0,0,1,0,0,734,226
315,42,14,1,3,79,1,23,0,0,1,0,1,0,0,0,0,638,237
316,0,14,1,4,79,0,0,0,0,0,0,0,0,0,0,1,NA,NA
317,42,14,2,1,80,1,23,0,0,1,0,1,0,0,0,0,1055,267
318,99,14,2,2,80,1,29,0,0,1,0,0,1,0,0,0,559,204
319,134,14,2,3,80,1,37,0,0,0,1,0,1,0,0,0,474,228
320,0,14,2,4,80,0,0,0,0,0,0,0,0,0,0,1,NA,NA
321,103,14,3,1,81,1,29,0,0,1,0,0,0,0,1,0,1075,210
322,134,14,3,2,81,1,37,0,0,0,1,0,1,0,0,0,509,296
323,81,14,3,3,81,1,27,0,0,0,1,0,0,1,0,0,712,275
324,0,14,3,4,81,0,0,0,0,0,0,0,0,0,0,1,NA,NA
325,81,14,4,1,82,1,27,0,0,0,1,0,0,1,0,0,766,302
326,46,14,4,2,82,1,23,0,0,1,0,0,0,1,0,0,1096,251
327,99,14,4,3,82,1,29,0,0,1,0,0,1,0,0,0,446,299
328,0,14,4,4,82,0,0,0,0,0,0,0,0,0,0,1,NA,NA
329,134,14,5,1,83,1,37,0,0,0,1,0,1,0,0,0,431,222
330,103,14,5,2,83,1,29,0,0,1,0,0,0,0,1,0,424,237
331,46,14,5,3,83,1,23,0,0,1,0,0,0,1,0,0,623,259
332,0,14,5,4,83,0,0,0,0,0,0,0,0,0,0,1,NA,NA
333,46,14,6,1,84,1,23,0,0,1,0,0,0,1,0,0,680,253
334,42,14,6,2,84,1,23,0,0,1,0,1,0,0,0,0,587,193
335,103,14,6,3,84,1,29,0,0,1,0,0,0,0,1,0,684,197
336,0,14,6,4,84,0,0,0,0,0,0,0,0,0,0,1,NA,NA
337,99,15,1,1,85,1,29,0,0,1,0,0,1,0,0,0,579,209
338,81,15,1,2,85,1,27,0,0,0,1,0,0,1,0,0,564,345
339,42,15,1,3,85,1,23,0,0,1,0,1,0,0,0,0,486,298
340,0,15,1,4,85,0,0,0,0,0,0,0,0,0,0,1,NA,NA
341,42,15,2,1,86,1,23,0,0,1,0,1,0,0,0,0,1003,215
342,99,15,2,2,86,1,29,0,0,1,0,0,1,0,0,0,565,241
343,134,15,2,3,86,1,37,0,0,0,1,0,1,0,0,0,728,235
344,0,15,2,4,86,0,0,0,0,0,0,0,0,0,0,1,NA,NA
345,103,15,3,1,87,1,29,0,0,1,0,0,0,0,1,0,659,402
346,134,15,3,2,87,1,37,0,0,0,1,0,1,0,0,0,730,306
347,81,15,3,3,87,1,27,0,0,0,1,0,0,1,0,0,784,188
348,0,15,3,4,87,0,0,0,0,0,0,0,0,0,0,1,NA,NA
349,81,15,4,1,88,1,27,0,0,0,1,0,0,1,0,0,739,328
350,46,15,4,2,88,1,23,0,0,1,0,0,0,1,0,0,457,295
351,99,15,4,3,88,1,29,0,0,1,0,0,1,0,0,0,1053,194
352,0,15,4,4,88,0,0,0,0,0,0,0,0,0,0,1,NA,NA
353,134,15,5,1,89,1,37,0,0,0,1,0,1,0,0,0,539,232
354,103,15,5,2,89,1,29,0,0,1,0,0,0,0,1,0,1046,223
355,46,15,5,3,89,1,23,0,0,1,0,0,0,1,0,0,1088,183
356,0,15,5,4,89,0,0,0,0,0,0,0,0,0,0,1,NA,NA
