"respondent_id","question_id","choice","price","type_burger_classic","type_burger_premium","type_bundle_classic","type_bundle_premium","brand_mcdonalds","brand_burger_king","brand_max_burger","brand_wendys","is_well_known","no_choice","brand.past_use_this","brand.recall_this","brand.recognition_this","age","gender","income","location","fast.food.frequency","education","market_awareness","total_recalled","total_recognized","total_price_guess_diff"
2,6,0,29,0,0,1,0,0,0,0,1,0,0,0,1,1,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",11,12,8,18.9
2,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",11,12,8,18.9
4,1,0,29,0,0,1,0,0,1,0,0,1,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11,9,7,12.31
4,1,0,27,0,0,0,1,0,0,1,0,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11,9,7,12.31
4,1,0,23,0,0,1,0,1,0,0,0,1,0,1,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11,9,7,12.31
4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11,9,7,12.31
4,2,0,23,0,0,1,0,1,0,0,0,1,0,1,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11,9,7,12.31
4,2,0,29,0,0,1,0,0,1,0,0,1,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11,9,7,12.31
4,2,1,37,0,0,0,1,0,1,0,0,1,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11,9,7,12.31
4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11,9,7,12.31
4,3,0,29,0,0,1,0,0,0,0,1,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11,9,7,12.31
4,3,0,37,0,0,0,1,0,1,0,0,1,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11,9,7,12.31
4,3,0,27,0,0,0,1,0,0,1,0,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11,9,7,12.31
4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11,9,7,12.31
4,4,0,27,0,0,0,1,0,0,1,0,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11,9,7,12.31
4,4,0,23,0,0,1,0,0,0,1,0,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11,9,7,12.31
4,4,1,29,0,0,1,0,0,1,0,0,1,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11,9,7,12.31
4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11,9,7,12.31
4,5,1,37,0,0,0,1,0,1,0,0,1,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11,9,7,12.31
4,5,0,29,0,0,1,0,0,0,0,1,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11,9,7,12.31
4,5,0,23,0,0,1,0,0,0,1,0,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11,9,7,12.31
4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11,9,7,12.31
4,6,0,23,0,0,1,0,0,0,1,0,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11,9,7,12.31
4,6,1,23,0,0,1,0,1,0,0,0,1,0,1,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11,9,7,12.31
4,6,0,29,0,0,1,0,0,0,0,1,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11,9,7,12.31
4,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",11,9,7,12.31
6,1,1,29,0,0,1,0,0,1,0,0,1,0,0,1,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11,5,8,3.31
6,1,0,27,0,0,0,1,0,0,1,0,0,0,0,1,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11,5,8,3.31
6,1,0,23,0,0,1,0,1,0,0,0,1,0,1,1,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11,5,8,3.31
6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11,5,8,3.31
6,2,0,23,0,0,1,0,1,0,0,0,1,0,1,1,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11,5,8,3.31
6,2,0,29,0,0,1,0,0,1,0,0,1,0,0,1,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11,5,8,3.31
6,2,1,37,0,0,0,1,0,1,0,0,1,0,0,1,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11,5,8,3.31
6,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11,5,8,3.31
6,3,1,29,0,0,1,0,0,0,0,1,0,0,0,0,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11,5,8,3.31
6,3,0,37,0,0,0,1,0,1,0,0,1,0,0,1,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11,5,8,3.31
6,3,0,27,0,0,0,1,0,0,1,0,0,0,0,1,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11,5,8,3.31
6,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11,5,8,3.31
6,4,0,27,0,0,0,1,0,0,1,0,0,0,0,1,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11,5,8,3.31
6,4,0,23,0,0,1,0,0,0,1,0,0,0,0,1,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11,5,8,3.31
6,4,1,29,0,0,1,0,0,1,0,0,1,0,0,1,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11,5,8,3.31
6,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11,5,8,3.31
6,5,0,37,0,0,0,1,0,1,0,0,1,0,0,1,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11,5,8,3.31
6,5,0,29,0,0,1,0,0,0,0,1,0,0,0,0,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11,5,8,3.31
6,5,1,23,0,0,1,0,0,0,1,0,0,0,0,1,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11,5,8,3.31
6,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11,5,8,3.31
6,6,0,23,0,0,1,0,0,0,1,0,0,0,0,1,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11,5,8,3.31
6,6,1,23,0,0,1,0,1,0,0,0,1,0,1,1,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11,5,8,3.31
6,6,0,29,0,0,1,0,0,0,0,1,0,0,0,0,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11,5,8,3.31
6,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",11,5,8,3.31
8,1,1,29,0,0,1,0,0,1,0,0,1,0,0,1,1,24,"mezczyzna","1000-2500","miasto-500","raz-w-tygodniu","w-trakcie-studiow",11,8,7,13.69
8,1,0,27,0,0,0,1,0,0,1,0,0,0,0,0,1,24,"mezczyzna","1000-2500","miasto-500","raz-w-tygodniu","w-trakcie-studiow",11,8,7,13.69
8,1,0,23,0,0,1,0,1,0,0,0,1,0,1,1,1,24,"mezczyzna","1000-2500","miasto-500","raz-w-tygodniu","w-trakcie-studiow",11,8,7,13.69
8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"mezczyzna","1000-2500","miasto-500","raz-w-tygodniu","w-trakcie-studiow",11,8,7,13.69
8,2,0,23,0,0,1,0,1,0,0,0,1,0,1,1,1,24,"mezczyzna","1000-2500","miasto-500","raz-w-tygodniu","w-trakcie-studiow",11,8,7,13.69
8,2,0,29,0,0,1,0,0,1,0,0,1,0,0,1,1,24,"mezczyzna","1000-2500","miasto-500","raz-w-tygodniu","w-trakcie-studiow",11,8,7,13.69
8,2,1,37,0,0,0,1,0,1,0,0,1,0,0,1,1,24,"mezczyzna","1000-2500","miasto-500","raz-w-tygodniu","w-trakcie-studiow",11,8,7,13.69
8,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"mezczyzna","1000-2500","miasto-500","raz-w-tygodniu","w-trakcie-studiow",11,8,7,13.69
8,3,0,29,0,0,1,0,0,0,0,1,0,0,0,1,1,24,"mezczyzna","1000-2500","miasto-500","raz-w-tygodniu","w-trakcie-studiow",11,8,7,13.69
8,3,0,37,0,0,0,1,0,1,0,0,1,0,0,1,1,24,"mezczyzna","1000-2500","miasto-500","raz-w-tygodniu","w-trakcie-studiow",11,8,7,13.69
8,3,1,27,0,0,0,1,0,0,1,0,0,0,0,0,1,24,"mezczyzna","1000-2500","miasto-500","raz-w-tygodniu","w-trakcie-studiow",11,8,7,13.69
8,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"mezczyzna","1000-2500","miasto-500","raz-w-tygodniu","w-trakcie-studiow",11,8,7,13.69
8,4,0,27,0,0,0,1,0,0,1,0,0,0,0,0,1,24,"mezczyzna","1000-2500","miasto-500","raz-w-tygodniu","w-trakcie-studiow",11,8,7,13.69
8,4,1,23,0,0,1,0,0,0,1,0,0,0,0,0,1,24,"mezczyzna","1000-2500","miasto-500","raz-w-tygodniu","w-trakcie-studiow",11,8,7,13.69
8,4,0,29,0,0,1,0,0,1,0,0,1,0,0,1,1,24,"mezczyzna","1000-2500","miasto-500","raz-w-tygodniu","w-trakcie-studiow",11,8,7,13.69
8,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"mezczyzna","1000-2500","miasto-500","raz-w-tygodniu","w-trakcie-studiow",11,8,7,13.69
8,5,1,37,0,0,0,1,0,1,0,0,1,0,0,1,1,24,"mezczyzna","1000-2500","miasto-500","raz-w-tygodniu","w-trakcie-studiow",11,8,7,13.69
8,5,0,29,0,0,1,0,0,0,0,1,0,0,0,1,1,24,"mezczyzna","1000-2500","miasto-500","raz-w-tygodniu","w-trakcie-studiow",11,8,7,13.69
8,5,0,23,0,0,1,0,0,0,1,0,0,0,0,0,1,24,"mezczyzna","1000-2500","miasto-500","raz-w-tygodniu","w-trakcie-studiow",11,8,7,13.69
8,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"mezczyzna","1000-2500","miasto-500","raz-w-tygodniu","w-trakcie-studiow",11,8,7,13.69
8,6,0,23,0,0,1,0,0,0,1,0,0,0,0,0,1,24,"mezczyzna","1000-2500","miasto-500","raz-w-tygodniu","w-trakcie-studiow",11,8,7,13.69
8,6,0,23,0,0,1,0,1,0,0,0,1,0,1,1,1,24,"mezczyzna","1000-2500","miasto-500","raz-w-tygodniu","w-trakcie-studiow",11,8,7,13.69
8,6,1,29,0,0,1,0,0,0,0,1,0,0,0,1,1,24,"mezczyzna","1000-2500","miasto-500","raz-w-tygodniu","w-trakcie-studiow",11,8,7,13.69
8,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"mezczyzna","1000-2500","miasto-500","raz-w-tygodniu","w-trakcie-studiow",11,8,7,13.69
9,1,0,29,0,0,1,0,0,1,0,0,1,0,0,1,1,27,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11,6,5,1.69
9,1,1,27,0,0,0,1,0,0,1,0,0,0,0,0,1,27,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11,6,5,1.69
9,1,0,23,0,0,1,0,1,0,0,0,1,0,1,1,1,27,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11,6,5,1.69
9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11,6,5,1.69
9,2,0,23,0,0,1,0,1,0,0,0,1,0,1,1,1,27,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11,6,5,1.69
9,2,0,29,0,0,1,0,0,1,0,0,1,0,0,1,1,27,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11,6,5,1.69
9,2,0,37,0,0,0,1,0,1,0,0,1,0,0,1,1,27,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11,6,5,1.69
9,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11,6,5,1.69
9,3,0,29,0,0,1,0,0,0,0,1,0,0,0,0,0,27,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11,6,5,1.69
9,3,1,37,0,0,0,1,0,1,0,0,1,0,0,1,1,27,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11,6,5,1.69
9,3,0,27,0,0,0,1,0,0,1,0,0,0,0,0,1,27,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11,6,5,1.69
9,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11,6,5,1.69
9,4,1,27,0,0,0,1,0,0,1,0,0,0,0,0,1,27,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11,6,5,1.69
9,4,0,23,0,0,1,0,0,0,1,0,0,0,0,0,1,27,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11,6,5,1.69
9,4,0,29,0,0,1,0,0,1,0,0,1,0,0,1,1,27,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11,6,5,1.69
9,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11,6,5,1.69
9,5,0,37,0,0,0,1,0,1,0,0,1,0,0,1,1,27,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11,6,5,1.69
9,5,0,29,0,0,1,0,0,0,0,1,0,0,0,0,0,27,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11,6,5,1.69
9,5,1,23,0,0,1,0,0,0,1,0,0,0,0,0,1,27,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11,6,5,1.69
9,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11,6,5,1.69
9,6,0,23,0,0,1,0,0,0,1,0,0,0,0,0,1,27,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11,6,5,1.69
9,6,1,23,0,0,1,0,1,0,0,0,1,0,1,1,1,27,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11,6,5,1.69
9,6,0,29,0,0,1,0,0,0,0,1,0,0,0,0,0,27,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11,6,5,1.69
9,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,"kobieta","2500-5000","miasto-500","raz-w-miesiacu","wyzsze",11,6,5,1.69
10,1,0,29,0,0,1,0,0,1,0,0,1,0,0,1,0,23,"kobieta","ponizej-1000","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,4,3,18.69
10,1,0,27,0,0,0,1,0,0,1,0,0,0,0,0,0,23,"kobieta","ponizej-1000","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,4,3,18.69
10,1,0,23,0,0,1,0,1,0,0,0,1,0,1,1,1,23,"kobieta","ponizej-1000","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,4,3,18.69
10,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,"kobieta","ponizej-1000","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,4,3,18.69
10,2,0,23,0,0,1,0,1,0,0,0,1,0,1,1,1,23,"kobieta","ponizej-1000","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,4,3,18.69
10,2,0,29,0,0,1,0,0,1,0,0,1,0,0,1,0,23,"kobieta","ponizej-1000","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,4,3,18.69
10,2,0,37,0,0,0,1,0,1,0,0,1,0,0,1,0,23,"kobieta","ponizej-1000","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,4,3,18.69
10,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,"kobieta","ponizej-1000","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,4,3,18.69
10,3,0,29,0,0,1,0,0,0,0,1,0,0,0,0,0,23,"kobieta","ponizej-1000","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,4,3,18.69
10,3,0,37,0,0,0,1,0,1,0,0,1,0,0,1,0,23,"kobieta","ponizej-1000","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,4,3,18.69
10,3,0,27,0,0,0,1,0,0,1,0,0,0,0,0,0,23,"kobieta","ponizej-1000","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,4,3,18.69
10,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,"kobieta","ponizej-1000","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,4,3,18.69
