"respondent_id","question_id","respondent_question_id","alternative_id","choice","price","gram","kcal","type_burger_classic","type_burger_premium","type_bundle_classic","type_bundle_premium","brand_mcdonalds","brand_burger_king","brand_max_burger","brand_wendys","is_well_known","is_bundle","is_premium","no_choice","past.use_this","brand.recall_this","brand.recognition_this","age","total_recalled","total_recognized","avg_price_guess_diff","norm_total_recalled","norm_total_recognized","norm_avg_price_guess_diff","price_accuracy_score","market_awareness","city_50_500","city_over_500","rural_or_small_city","is_female","is_graduated","income_low","income_mid","income_high","eats_fastfood_weekly","eats_fastfood_rarely","log_age","log_total_recalled","log_total_recognized","log_avg_price_guess_diff","log_price","norm_age","norm_kcal","norm_gram","norm_price","income_aware_enthusiasts","low_awareness_explorers","low_income_youngsters","average_aware_consumers"
2,3,"2_3",3,0,25,300,600,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,24,4,8,6.23,0.1875,1,0.585562477097838,0.414437522902162,0.533979174300721,0,0,1,1,1,1,0,0,0,1,3.2188758248682,1.6094379124341,2.19722457733622,1.97823903617067,3.25809653802148,0.352941176470588,0.6,0.714285714285714,0.714285714285714,0,0,1,0
2,3,"2_3",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,4,8,6.23,0.1875,1,0.585562477097838,0.414437522902162,0.533979174300721,0,0,1,1,1,1,0,0,0,1,3.2188758248682,1.6094379124341,2.19722457733622,1.97823903617067,0,0.352941176470588,0,0,0,0,0,1,0
2,4,"2_4",1,1,17,220,900,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,24,4,8,6.23,0.1875,1,0.585562477097838,0.414437522902162,0.533979174300721,0,0,1,1,1,1,0,0,0,1,3.2188758248682,1.6094379124341,2.19722457733622,1.97823903617067,2.89037175789616,0.352941176470588,0.9,0.523809523809524,0.485714285714286,0,0,1,0
2,4,"2_4",2,0,22,420,400,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,24,4,8,6.23,0.1875,1,0.585562477097838,0.414437522902162,0.533979174300721,0,0,1,1,1,1,0,0,0,1,3.2188758248682,1.6094379124341,2.19722457733622,1.97823903617067,3.13549421592915,0.352941176470588,0.4,1,0.628571428571429,0,0,1,0
2,4,"2_4",3,0,27,340,700,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,24,4,8,6.23,0.1875,1,0.585562477097838,0.414437522902162,0.533979174300721,0,0,1,1,1,1,0,0,0,1,3.2188758248682,1.6094379124341,2.19722457733622,1.97823903617067,3.3322045101752,0.352941176470588,0.7,0.80952380952381,0.771428571428571,0,0,1,0
2,4,"2_4",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,4,8,6.23,0.1875,1,0.585562477097838,0.414437522902162,0.533979174300721,0,0,1,1,1,1,0,0,0,1,3.2188758248682,1.6094379124341,2.19722457733622,1.97823903617067,0,0.352941176470588,0,0,0,0,0,1,0
2,5,"2_5",1,0,35,380,600,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,24,4,8,6.23,0.1875,1,0.585562477097838,0.414437522902162,0.533979174300721,0,0,1,1,1,1,0,0,0,1,3.2188758248682,1.6094379124341,2.19722457733622,1.97823903617067,3.58351893845611,0.352941176470588,0.6,0.904761904761905,1,0,0,1,0
2,5,"2_5",2,0,32,380,600,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,24,4,8,6.23,0.1875,1,0.585562477097838,0.414437522902162,0.533979174300721,0,0,1,1,1,1,0,0,0,1,3.2188758248682,1.6094379124341,2.19722457733622,1.97823903617067,3.49650756146648,0.352941176470588,0.6,0.904761904761905,0.914285714285714,0,0,1,0
2,5,"2_5",3,0,12,260,900,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,24,4,8,6.23,0.1875,1,0.585562477097838,0.414437522902162,0.533979174300721,0,0,1,1,1,1,0,0,0,1,3.2188758248682,1.6094379124341,2.19722457733622,1.97823903617067,2.56494935746154,0.352941176470588,0.9,0.619047619047619,0.342857142857143,0,0,1,0
2,5,"2_5",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,4,8,6.23,0.1875,1,0.585562477097838,0.414437522902162,0.533979174300721,0,0,1,1,1,1,0,0,0,1,3.2188758248682,1.6094379124341,2.19722457733622,1.97823903617067,0,0.352941176470588,0,0,0,0,0,1,0
2,6,"2_6",1,0,25,220,1000,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,24,4,8,6.23,0.1875,1,0.585562477097838,0.414437522902162,0.533979174300721,0,0,1,1,1,1,0,0,0,1,3.2188758248682,1.6094379124341,2.19722457733622,1.97823903617067,3.25809653802148,0.352941176470588,1,0.523809523809524,0.714285714285714,0,0,1,0
2,6,"2_6",2,1,15,420,500,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,24,4,8,6.23,0.1875,1,0.585562477097838,0.414437522902162,0.533979174300721,0,0,1,1,1,1,0,0,0,1,3.2188758248682,1.6094379124341,2.19722457733622,1.97823903617067,2.77258872223978,0.352941176470588,0.5,1,0.428571428571429,0,0,1,0
2,6,"2_6",3,0,25,340,600,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,4,8,6.23,0.1875,1,0.585562477097838,0.414437522902162,0.533979174300721,0,0,1,1,1,1,0,0,0,1,3.2188758248682,1.6094379124341,2.19722457733622,1.97823903617067,3.25809653802148,0.352941176470588,0.6,0.80952380952381,0.714285714285714,0,0,1,0
2,6,"2_6",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,4,8,6.23,0.1875,1,0.585562477097838,0.414437522902162,0.533979174300721,0,0,1,1,1,1,0,0,0,1,3.2188758248682,1.6094379124341,2.19722457733622,1.97823903617067,0,0.352941176470588,0,0,0,0,0,1,0
4,1,"4_1",1,0,35,300,800,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,33,4,8,2.69666666666667,0.1875,1,0.197141810186882,0.802858189813118,0.663452729937706,0,1,0,0,1,0,0,1,0,1,3.52636052461616,1.6094379124341,2.19722457733622,1.30743151269417,3.58351893845611,0.882352941176471,0.8,0.714285714285714,1,1,0,0,0
4,1,"4_1",2,1,20,300,600,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,33,4,8,2.69666666666667,0.1875,1,0.197141810186882,0.802858189813118,0.663452729937706,0,1,0,0,1,0,0,1,0,1,3.52636052461616,1.6094379124341,2.19722457733622,1.30743151269417,3.04452243772342,0.882352941176471,0.6,0.714285714285714,0.571428571428571,1,0,0,0
4,1,"4_1",3,0,20,340,800,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,33,4,8,2.69666666666667,0.1875,1,0.197141810186882,0.802858189813118,0.663452729937706,0,1,0,0,1,0,0,1,0,1,3.52636052461616,1.6094379124341,2.19722457733622,1.30743151269417,3.04452243772342,0.882352941176471,0.8,0.80952380952381,0.571428571428571,1,0,0,0
4,1,"4_1",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,4,8,2.69666666666667,0.1875,1,0.197141810186882,0.802858189813118,0.663452729937706,0,1,0,0,1,0,0,1,0,1,3.52636052461616,1.6094379124341,2.19722457733622,1.30743151269417,0,0.882352941176471,0,0,0,1,0,0,0
4,2,"4_2",1,1,12,260,800,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,33,4,8,2.69666666666667,0.1875,1,0.197141810186882,0.802858189813118,0.663452729937706,0,1,0,0,1,0,0,1,0,1,3.52636052461616,1.6094379124341,2.19722457733622,1.30743151269417,2.56494935746154,0.882352941176471,0.8,0.619047619047619,0.342857142857143,1,0,0,0
4,2,"4_2",2,0,30,300,800,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,33,4,8,2.69666666666667,0.1875,1,0.197141810186882,0.802858189813118,0.663452729937706,0,1,0,0,1,0,0,1,0,1,3.52636052461616,1.6094379124341,2.19722457733622,1.30743151269417,3.43398720448515,0.882352941176471,0.8,0.714285714285714,0.857142857142857,1,0,0,0
4,2,"4_2",3,0,35,380,500,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,33,4,8,2.69666666666667,0.1875,1,0.197141810186882,0.802858189813118,0.663452729937706,0,1,0,0,1,0,0,1,0,1,3.52636052461616,1.6094379124341,2.19722457733622,1.30743151269417,3.58351893845611,0.882352941176471,0.5,0.904761904761905,1,1,0,0,0
4,2,"4_2",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,4,8,2.69666666666667,0.1875,1,0.197141810186882,0.802858189813118,0.663452729937706,0,1,0,0,1,0,0,1,0,1,3.52636052461616,1.6094379124341,2.19722457733622,1.30743151269417,0,0.882352941176471,0,0,0,1,0,0,0
4,3,"4_3",1,0,25,420,400,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,33,4,8,2.69666666666667,0.1875,1,0.197141810186882,0.802858189813118,0.663452729937706,0,1,0,0,1,0,0,1,0,1,3.52636052461616,1.6094379124341,2.19722457733622,1.30743151269417,3.25809653802148,0.882352941176471,0.4,1,0.714285714285714,1,0,0,0
4,3,"4_3",2,1,17,220,1000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,33,4,8,2.69666666666667,0.1875,1,0.197141810186882,0.802858189813118,0.663452729937706,0,1,0,0,1,0,0,1,0,1,3.52636052461616,1.6094379124341,2.19722457733622,1.30743151269417,2.89037175789616,0.882352941176471,1,0.523809523809524,0.485714285714286,1,0,0,0
4,3,"4_3",3,0,25,300,600,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,33,4,8,2.69666666666667,0.1875,1,0.197141810186882,0.802858189813118,0.663452729937706,0,1,0,0,1,0,0,1,0,1,3.52636052461616,1.6094379124341,2.19722457733622,1.30743151269417,3.25809653802148,0.882352941176471,0.6,0.714285714285714,0.714285714285714,1,0,0,0
4,3,"4_3",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,4,8,2.69666666666667,0.1875,1,0.197141810186882,0.802858189813118,0.663452729937706,0,1,0,0,1,0,0,1,0,1,3.52636052461616,1.6094379124341,2.19722457733622,1.30743151269417,0,0.882352941176471,0,0,0,1,0,0,0
4,4,"4_4",1,0,17,220,900,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,33,4,8,2.69666666666667,0.1875,1,0.197141810186882,0.802858189813118,0.663452729937706,0,1,0,0,1,0,0,1,0,1,3.52636052461616,1.6094379124341,2.19722457733622,1.30743151269417,2.89037175789616,0.882352941176471,0.9,0.523809523809524,0.485714285714286,1,0,0,0
4,4,"4_4",2,1,22,420,400,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,33,4,8,2.69666666666667,0.1875,1,0.197141810186882,0.802858189813118,0.663452729937706,0,1,0,0,1,0,0,1,0,1,3.52636052461616,1.6094379124341,2.19722457733622,1.30743151269417,3.13549421592915,0.882352941176471,0.4,1,0.628571428571429,1,0,0,0
4,4,"4_4",3,0,27,340,700,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,33,4,8,2.69666666666667,0.1875,1,0.197141810186882,0.802858189813118,0.663452729937706,0,1,0,0,1,0,0,1,0,1,3.52636052461616,1.6094379124341,2.19722457733622,1.30743151269417,3.3322045101752,0.882352941176471,0.7,0.80952380952381,0.771428571428571,1,0,0,0
4,4,"4_4",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,4,8,2.69666666666667,0.1875,1,0.197141810186882,0.802858189813118,0.663452729937706,0,1,0,0,1,0,0,1,0,1,3.52636052461616,1.6094379124341,2.19722457733622,1.30743151269417,0,0.882352941176471,0,0,0,1,0,0,0
4,5,"4_5",1,0,35,380,600,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,33,4,8,2.69666666666667,0.1875,1,0.197141810186882,0.802858189813118,0.663452729937706,0,1,0,0,1,0,0,1,0,1,3.52636052461616,1.6094379124341,2.19722457733622,1.30743151269417,3.58351893845611,0.882352941176471,0.6,0.904761904761905,1,1,0,0,0
4,5,"4_5",2,0,32,380,600,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,33,4,8,2.69666666666667,0.1875,1,0.197141810186882,0.802858189813118,0.663452729937706,0,1,0,0,1,0,0,1,0,1,3.52636052461616,1.6094379124341,2.19722457733622,1.30743151269417,3.49650756146648,0.882352941176471,0.6,0.904761904761905,0.914285714285714,1,0,0,0
4,5,"4_5",3,1,12,260,900,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,33,4,8,2.69666666666667,0.1875,1,0.197141810186882,0.802858189813118,0.663452729937706,0,1,0,0,1,0,0,1,0,1,3.52636052461616,1.6094379124341,2.19722457733622,1.30743151269417,2.56494935746154,0.882352941176471,0.9,0.619047619047619,0.342857142857143,1,0,0,0
4,5,"4_5",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,4,8,2.69666666666667,0.1875,1,0.197141810186882,0.802858189813118,0.663452729937706,0,1,0,0,1,0,0,1,0,1,3.52636052461616,1.6094379124341,2.19722457733622,1.30743151269417,0,0.882352941176471,0,0,0,1,0,0,0
4,6,"4_6",1,0,25,220,1000,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,33,4,8,2.69666666666667,0.1875,1,0.197141810186882,0.802858189813118,0.663452729937706,0,1,0,0,1,0,0,1,0,1,3.52636052461616,1.6094379124341,2.19722457733622,1.30743151269417,3.25809653802148,0.882352941176471,1,0.523809523809524,0.714285714285714,1,0,0,0
4,6,"4_6",2,1,15,420,500,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,33,4,8,2.69666666666667,0.1875,1,0.197141810186882,0.802858189813118,0.663452729937706,0,1,0,0,1,0,0,1,0,1,3.52636052461616,1.6094379124341,2.19722457733622,1.30743151269417,2.77258872223978,0.882352941176471,0.5,1,0.428571428571429,1,0,0,0
4,6,"4_6",3,0,25,340,600,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33,4,8,2.69666666666667,0.1875,1,0.197141810186882,0.802858189813118,0.663452729937706,0,1,0,0,1,0,0,1,0,1,3.52636052461616,1.6094379124341,2.19722457733622,1.30743151269417,3.25809653802148,0.882352941176471,0.6,0.80952380952381,0.714285714285714,1,0,0,0
4,6,"4_6",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,4,8,2.69666666666667,0.1875,1,0.197141810186882,0.802858189813118,0.663452729937706,0,1,0,0,1,0,0,1,0,1,3.52636052461616,1.6094379124341,2.19722457733622,1.30743151269417,0,0.882352941176471,0,0,0,1,0,0,0
14,1,"14_1",1,1,35,300,800,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,25,5,8,4.69666666666667,0.25,1,0.41700256504214,0.582997434957859,0.610999144985953,0,1,0,1,1,0,0,1,0,1,3.25809653802148,1.79175946922805,2.19722457733622,1.73988120845939,3.58351893845611,0.411764705882353,0.8,0.714285714285714,1,1,0,0,0
14,1,"14_1",2,0,20,300,600,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,25,5,8,4.69666666666667,0.25,1,0.41700256504214,0.582997434957859,0.610999144985953,0,1,0,1,1,0,0,1,0,1,3.25809653802148,1.79175946922805,2.19722457733622,1.73988120845939,3.04452243772342,0.411764705882353,0.6,0.714285714285714,0.571428571428571,1,0,0,0
14,1,"14_1",3,0,20,340,800,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,25,5,8,4.69666666666667,0.25,1,0.41700256504214,0.582997434957859,0.610999144985953,0,1,0,1,1,0,0,1,0,1,3.25809653802148,1.79175946922805,2.19722457733622,1.73988120845939,3.04452243772342,0.411764705882353,0.8,0.80952380952381,0.571428571428571,1,0,0,0
14,1,"14_1",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,5,8,4.69666666666667,0.25,1,0.41700256504214,0.582997434957859,0.610999144985953,0,1,0,1,1,0,0,1,0,1,3.25809653802148,1.79175946922805,2.19722457733622,1.73988120845939,0,0.411764705882353,0,0,0,1,0,0,0
14,2,"14_2",1,0,12,260,800,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,25,5,8,4.69666666666667,0.25,1,0.41700256504214,0.582997434957859,0.610999144985953,0,1,0,1,1,0,0,1,0,1,3.25809653802148,1.79175946922805,2.19722457733622,1.73988120845939,2.56494935746154,0.411764705882353,0.8,0.619047619047619,0.342857142857143,1,0,0,0
14,2,"14_2",2,0,30,300,800,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,25,5,8,4.69666666666667,0.25,1,0.41700256504214,0.582997434957859,0.610999144985953,0,1,0,1,1,0,0,1,0,1,3.25809653802148,1.79175946922805,2.19722457733622,1.73988120845939,3.43398720448515,0.411764705882353,0.8,0.714285714285714,0.857142857142857,1,0,0,0
14,2,"14_2",3,1,35,380,500,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,25,5,8,4.69666666666667,0.25,1,0.41700256504214,0.582997434957859,0.610999144985953,0,1,0,1,1,0,0,1,0,1,3.25809653802148,1.79175946922805,2.19722457733622,1.73988120845939,3.58351893845611,0.411764705882353,0.5,0.904761904761905,1,1,0,0,0
14,2,"14_2",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,5,8,4.69666666666667,0.25,1,0.41700256504214,0.582997434957859,0.610999144985953,0,1,0,1,1,0,0,1,0,1,3.25809653802148,1.79175946922805,2.19722457733622,1.73988120845939,0,0.411764705882353,0,0,0,1,0,0,0
14,3,"14_3",1,1,25,420,400,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,25,5,8,4.69666666666667,0.25,1,0.41700256504214,0.582997434957859,0.610999144985953,0,1,0,1,1,0,0,1,0,1,3.25809653802148,1.79175946922805,2.19722457733622,1.73988120845939,3.25809653802148,0.411764705882353,0.4,1,0.714285714285714,1,0,0,0
14,3,"14_3",2,0,17,220,1000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,25,5,8,4.69666666666667,0.25,1,0.41700256504214,0.582997434957859,0.610999144985953,0,1,0,1,1,0,0,1,0,1,3.25809653802148,1.79175946922805,2.19722457733622,1.73988120845939,2.89037175789616,0.411764705882353,1,0.523809523809524,0.485714285714286,1,0,0,0
14,3,"14_3",3,0,25,300,600,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,5,8,4.69666666666667,0.25,1,0.41700256504214,0.582997434957859,0.610999144985953,0,1,0,1,1,0,0,1,0,1,3.25809653802148,1.79175946922805,2.19722457733622,1.73988120845939,3.25809653802148,0.411764705882353,0.6,0.714285714285714,0.714285714285714,1,0,0,0
14,3,"14_3",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,5,8,4.69666666666667,0.25,1,0.41700256504214,0.582997434957859,0.610999144985953,0,1,0,1,1,0,0,1,0,1,3.25809653802148,1.79175946922805,2.19722457733622,1.73988120845939,0,0.411764705882353,0,0,0,1,0,0,0
14,4,"14_4",1,1,17,220,900,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,25,5,8,4.69666666666667,0.25,1,0.41700256504214,0.582997434957859,0.610999144985953,0,1,0,1,1,0,0,1,0,1,3.25809653802148,1.79175946922805,2.19722457733622,1.73988120845939,2.89037175789616,0.411764705882353,0.9,0.523809523809524,0.485714285714286,1,0,0,0
14,4,"14_4",2,0,22,420,400,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,25,5,8,4.69666666666667,0.25,1,0.41700256504214,0.582997434957859,0.610999144985953,0,1,0,1,1,0,0,1,0,1,3.25809653802148,1.79175946922805,2.19722457733622,1.73988120845939,3.13549421592915,0.411764705882353,0.4,1,0.628571428571429,1,0,0,0
14,4,"14_4",3,0,27,340,700,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,25,5,8,4.69666666666667,0.25,1,0.41700256504214,0.582997434957859,0.610999144985953,0,1,0,1,1,0,0,1,0,1,3.25809653802148,1.79175946922805,2.19722457733622,1.73988120845939,3.3322045101752,0.411764705882353,0.7,0.80952380952381,0.771428571428571,1,0,0,0
14,4,"14_4",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,5,8,4.69666666666667,0.25,1,0.41700256504214,0.582997434957859,0.610999144985953,0,1,0,1,1,0,0,1,0,1,3.25809653802148,1.79175946922805,2.19722457733622,1.73988120845939,0,0.411764705882353,0,0,0,1,0,0,0
14,5,"14_5",1,0,35,380,600,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,25,5,8,4.69666666666667,0.25,1,0.41700256504214,0.582997434957859,0.610999144985953,0,1,0,1,1,0,0,1,0,1,3.25809653802148,1.79175946922805,2.19722457733622,1.73988120845939,3.58351893845611,0.411764705882353,0.6,0.904761904761905,1,1,0,0,0
14,5,"14_5",2,0,32,380,600,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,25,5,8,4.69666666666667,0.25,1,0.41700256504214,0.582997434957859,0.610999144985953,0,1,0,1,1,0,0,1,0,1,3.25809653802148,1.79175946922805,2.19722457733622,1.73988120845939,3.49650756146648,0.411764705882353,0.6,0.904761904761905,0.914285714285714,1,0,0,0
14,5,"14_5",3,0,12,260,900,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,25,5,8,4.69666666666667,0.25,1,0.41700256504214,0.582997434957859,0.610999144985953,0,1,0,1,1,0,0,1,0,1,3.25809653802148,1.79175946922805,2.19722457733622,1.73988120845939,2.56494935746154,0.411764705882353,0.9,0.619047619047619,0.342857142857143,1,0,0,0
14,5,"14_5",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,5,8,4.69666666666667,0.25,1,0.41700256504214,0.582997434957859,0.610999144985953,0,1,0,1,1,0,0,1,0,1,3.25809653802148,1.79175946922805,2.19722457733622,1.73988120845939,0,0.411764705882353,0,0,0,1,0,0,0
14,6,"14_6",1,0,25,220,1000,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,25,5,8,4.69666666666667,0.25,1,0.41700256504214,0.582997434957859,0.610999144985953,0,1,0,1,1,0,0,1,0,1,3.25809653802148,1.79175946922805,2.19722457733622,1.73988120845939,3.25809653802148,0.411764705882353,1,0.523809523809524,0.714285714285714,1,0,0,0
14,6,"14_6",2,1,15,420,500,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,25,5,8,4.69666666666667,0.25,1,0.41700256504214,0.582997434957859,0.610999144985953,0,1,0,1,1,0,0,1,0,1,3.25809653802148,1.79175946922805,2.19722457733622,1.73988120845939,2.77258872223978,0.411764705882353,0.5,1,0.428571428571429,1,0,0,0
14,6,"14_6",3,0,25,340,600,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,5,8,4.69666666666667,0.25,1,0.41700256504214,0.582997434957859,0.610999144985953,0,1,0,1,1,0,0,1,0,1,3.25809653802148,1.79175946922805,2.19722457733622,1.73988120845939,3.25809653802148,0.411764705882353,0.6,0.80952380952381,0.714285714285714,1,0,0,0
14,6,"14_6",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,5,8,4.69666666666667,0.25,1,0.41700256504214,0.582997434957859,0.610999144985953,0,1,0,1,1,0,0,1,0,1,3.25809653802148,1.79175946922805,2.19722457733622,1.73988120845939,0,0.411764705882353,0,0,0,1,0,0,0
