"respondent_id","question_id","alternative_id","choice","price","gram","kcal","type_burger_classic","type_burger_premium","type_bundle_classic","type_bundle_premium","brand_mcdonalds","brand_burger_king","brand_max_burger","brand_wendys","is_well_known","is_bundle","is_premium","no_choice","past.use_this","brand.recall_this","brand.recognition_this","age","gender","income","location","fast.food.frequency","education","total_recalled","total_recognized","avg_price_guess_diff","respondent_question_id"
2002,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",12,8,9.09333333333333,"2002_5"
2002,6,1,0,23,186,438,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",12,8,9.09333333333333,"2002_6"
2002,6,2,1,23,224,1097,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",12,8,9.09333333333333,"2002_6"
2002,6,3,0,29,404,1020,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",12,8,9.09333333333333,"2002_6"
2002,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",12,8,9.09333333333333,"2002_6"
2003,1,1,0,29,294,1052,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03,"2003_1"
2003,1,2,0,27,252,637,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03,"2003_1"
2003,1,3,0,23,265,482,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03,"2003_1"
2003,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03,"2003_1"
2003,2,1,0,23,182,1073,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03,"2003_2"
2003,2,2,0,29,214,556,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03,"2003_2"
2003,2,3,0,37,243,665,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03,"2003_2"
2003,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03,"2003_2"
2003,3,1,0,29,287,531,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03,"2003_3"
2003,3,2,0,37,199,673,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03,"2003_3"
2003,3,3,0,27,342,697,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03,"2003_3"
2003,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03,"2003_3"
2003,4,1,0,27,294,687,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03,"2003_4"
2003,4,2,0,23,196,607,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03,"2003_4"
2003,4,3,0,29,299,596,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03,"2003_4"
2003,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03,"2003_4"
2003,5,1,0,37,209,670,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03,"2003_5"
2003,5,2,0,29,205,452,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03,"2003_5"
2003,5,3,0,23,278,495,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03,"2003_5"
2003,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03,"2003_5"
2003,6,1,0,23,278,1082,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03,"2003_6"
2003,6,2,0,23,203,1015,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03,"2003_6"
2003,6,3,0,29,210,507,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03,"2003_6"
2003,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03,"2003_6"
2004,1,1,0,29,285,464,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334,"2004_1"
2004,1,2,0,27,274,744,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334,"2004_1"
2004,1,3,0,23,252,1097,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334,"2004_1"
2004,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334,"2004_1"
2004,2,1,0,23,203,528,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334,"2004_2"
2004,2,2,0,29,255,546,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334,"2004_2"
2004,2,3,1,37,280,768,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334,"2004_2"
2004,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334,"2004_2"
2004,3,1,0,29,200,635,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334,"2004_3"
2004,3,2,0,37,337,695,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334,"2004_3"
2004,3,3,0,27,192,548,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334,"2004_3"
2004,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334,"2004_3"
2004,4,1,0,27,237,779,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334,"2004_4"
2004,4,2,0,23,420,603,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334,"2004_4"
2004,4,3,1,29,414,694,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334,"2004_4"
2004,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334,"2004_4"
2004,5,1,1,37,253,677,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334,"2004_5"
2004,5,2,0,29,282,522,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334,"2004_5"
2004,5,3,0,23,233,1016,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334,"2004_5"
2004,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334,"2004_5"
2004,6,1,0,23,405,1027,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334,"2004_6"
2004,6,2,1,23,183,1100,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334,"2004_6"
2004,6,3,0,29,400,597,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334,"2004_6"
2004,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334,"2004_6"
2005,1,1,0,29,248,550,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333,"2005_1"
2005,1,2,0,27,297,771,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333,"2005_1"
2005,1,3,0,23,199,495,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333,"2005_1"
2005,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333,"2005_1"
2005,2,1,0,23,300,541,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333,"2005_2"
2005,2,2,0,29,214,580,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333,"2005_2"
2005,2,3,0,37,283,641,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333,"2005_2"
2005,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333,"2005_2"
2005,3,1,0,29,232,578,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333,"2005_3"
2005,3,2,0,37,187,408,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333,"2005_3"
2005,3,3,0,27,344,419,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333,"2005_3"
2005,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333,"2005_3"
2005,4,1,0,27,184,470,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333,"2005_4"
2005,4,2,0,23,289,526,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333,"2005_4"
2005,4,3,0,29,243,1044,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333,"2005_4"
2005,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333,"2005_4"
2005,5,1,0,37,347,743,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333,"2005_5"
2005,5,2,0,29,251,424,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333,"2005_5"
2005,5,3,0,23,239,551,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333,"2005_5"
2005,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333,"2005_5"
2005,6,1,0,23,248,561,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333,"2005_6"
2005,6,2,0,23,263,455,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333,"2005_6"
2005,6,3,0,29,207,488,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333,"2005_6"
2005,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333,"2005_6"
2006,1,1,1,29,208,513,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",5,8,3.03666666666667,"2006_1"
2006,1,2,0,27,332,708,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",5,8,3.03666666666667,"2006_1"
2006,1,3,0,23,225,1079,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",5,8,3.03666666666667,"2006_1"
2006,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",5,8,3.03666666666667,"2006_1"
2006,2,1,0,23,224,412,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",5,8,3.03666666666667,"2006_2"
