"respondent_id","question_id","respondent_question_id","alternative_id","choice","price","gram","kcal","type_burger_classic","type_burger_premium","type_bundle_classic","type_bundle_premium","brand_mcdonalds","brand_burger_king","brand_max_burger","brand_wendys","is_well_known","is_bundle","is_premium","no_choice","past.use_this","brand.recall_this","brand.recognition_this","age","gender","income","location","fast.food.frequency","education","total_recalled","total_recognized","avg_price_guess_diff"
1,3,"1_3",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","1000-2500","wies","raz-w-tygodniu","w-trakcie-studiow",7,8,8.23
1,4,"1_4",1,1,27,296,550,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,24,"kobieta","1000-2500","wies","raz-w-tygodniu","w-trakcie-studiow",7,8,8.23
1,4,"1_4",2,0,23,209,404,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,24,"kobieta","1000-2500","wies","raz-w-tygodniu","w-trakcie-studiow",7,8,8.23
1,4,"1_4",3,0,29,269,645,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,24,"kobieta","1000-2500","wies","raz-w-tygodniu","w-trakcie-studiow",7,8,8.23
1,4,"1_4",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","1000-2500","wies","raz-w-tygodniu","w-trakcie-studiow",7,8,8.23
1,5,"1_5",1,0,37,282,570,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,24,"kobieta","1000-2500","wies","raz-w-tygodniu","w-trakcie-studiow",7,8,8.23
1,5,"1_5",2,0,29,183,690,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,24,"kobieta","1000-2500","wies","raz-w-tygodniu","w-trakcie-studiow",7,8,8.23
1,5,"1_5",3,1,23,234,1048,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,24,"kobieta","1000-2500","wies","raz-w-tygodniu","w-trakcie-studiow",7,8,8.23
1,5,"1_5",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","1000-2500","wies","raz-w-tygodniu","w-trakcie-studiow",7,8,8.23
1,6,"1_6",1,0,23,180,520,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,24,"kobieta","1000-2500","wies","raz-w-tygodniu","w-trakcie-studiow",7,8,8.23
1,6,"1_6",2,0,23,406,640,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,24,"kobieta","1000-2500","wies","raz-w-tygodniu","w-trakcie-studiow",7,8,8.23
1,6,"1_6",3,0,29,214,452,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,24,"kobieta","1000-2500","wies","raz-w-tygodniu","w-trakcie-studiow",7,8,8.23
1,6,"1_6",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","1000-2500","wies","raz-w-tygodniu","w-trakcie-studiow",7,8,8.23
2,1,"2_1",1,0,29,231,1078,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",12,8,9.09333333333333
2,1,"2_1",2,1,27,322,551,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",12,8,9.09333333333333
2,1,"2_1",3,0,23,214,468,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",12,8,9.09333333333333
2,1,"2_1",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",12,8,9.09333333333333
2,2,"2_2",1,0,23,261,640,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",12,8,9.09333333333333
2,2,"2_2",2,0,29,250,1033,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",12,8,9.09333333333333
2,2,"2_2",3,1,37,234,777,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",12,8,9.09333333333333
2,2,"2_2",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",12,8,9.09333333333333
2,3,"2_3",1,0,29,239,649,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",12,8,9.09333333333333
2,3,"2_3",2,0,37,228,401,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",12,8,9.09333333333333
2,3,"2_3",3,1,27,284,613,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",12,8,9.09333333333333
2,3,"2_3",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",12,8,9.09333333333333
2,4,"2_4",1,0,27,207,507,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",12,8,9.09333333333333
2,4,"2_4",2,1,23,266,1043,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",12,8,9.09333333333333
2,4,"2_4",3,0,29,235,473,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",12,8,9.09333333333333
2,4,"2_4",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",12,8,9.09333333333333
2,5,"2_5",1,0,37,286,444,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",12,8,9.09333333333333
2,5,"2_5",2,1,29,414,531,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",12,8,9.09333333333333
2,5,"2_5",3,0,23,226,1079,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",12,8,9.09333333333333
2,5,"2_5",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",12,8,9.09333333333333
2,6,"2_6",1,0,23,186,438,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",12,8,9.09333333333333
2,6,"2_6",2,1,23,224,1097,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",12,8,9.09333333333333
2,6,"2_6",3,0,29,404,1020,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",12,8,9.09333333333333
2,6,"2_6",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,"mezczyzna","2500-5000","miasto-500","czesciej-niz-raz-w-tygodniu","wyzsze",12,8,9.09333333333333
3,1,"3_1",1,0,29,294,1052,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03
3,1,"3_1",2,0,27,252,637,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03
3,1,"3_1",3,0,23,265,482,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03
3,1,"3_1",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03
3,2,"3_2",1,0,23,182,1073,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03
3,2,"3_2",2,0,29,214,556,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03
3,2,"3_2",3,0,37,243,665,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03
3,2,"3_2",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03
3,3,"3_3",1,0,29,287,531,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03
3,3,"3_3",2,0,37,199,673,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03
3,3,"3_3",3,0,27,342,697,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03
3,3,"3_3",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03
3,4,"3_4",1,0,27,294,687,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03
3,4,"3_4",2,0,23,196,607,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03
3,4,"3_4",3,0,29,299,596,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03
3,4,"3_4",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03
3,5,"3_5",1,0,37,209,670,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03
3,5,"3_5",2,0,29,205,452,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03
3,5,"3_5",3,0,23,278,495,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03
3,5,"3_5",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03
3,6,"3_6",1,0,23,278,1082,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03
3,6,"3_6",2,0,23,203,1015,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03
3,6,"3_6",3,0,29,210,507,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03
3,6,"3_6",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,"kobieta","5000-7500","miasto-500","rzadziej-niz-raz-w-miesiacu","wyzsze",4,3,3.03
4,1,"4_1",1,0,29,285,464,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334
4,1,"4_1",2,0,27,274,744,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334
4,1,"4_1",3,0,23,252,1097,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334
4,1,"4_1",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334
4,2,"4_2",1,0,23,203,528,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334
4,2,"4_2",2,0,29,255,546,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334
4,2,"4_2",3,1,37,280,768,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334
4,2,"4_2",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334
4,3,"4_3",1,0,29,200,635,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334
4,3,"4_3",2,0,37,337,695,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334
4,3,"4_3",3,0,27,192,548,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334
4,3,"4_3",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334
4,4,"4_4",1,0,27,237,779,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334
4,4,"4_4",2,0,23,420,603,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334
4,4,"4_4",3,1,29,414,694,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334
4,4,"4_4",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334
4,5,"4_5",1,1,37,253,677,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334
4,5,"4_5",2,0,29,282,522,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334
4,5,"4_5",3,0,23,233,1016,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334
4,5,"4_5",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334
4,6,"4_6",1,0,23,405,1027,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334
4,6,"4_6",2,1,23,183,1100,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334
4,6,"4_6",3,0,29,400,597,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334
4,6,"4_6",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,"kobieta","ponizej-1000","miasto-50-150","rzadziej-niz-raz-w-miesiacu","wyzsze",9,7,4.10333333333334
5,1,"5_1",1,0,29,248,550,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333
5,1,"5_1",2,0,27,297,771,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333
5,1,"5_1",3,0,23,199,495,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333
5,1,"5_1",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333
5,2,"5_2",1,0,23,300,541,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333
5,2,"5_2",2,0,29,214,580,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333
5,2,"5_2",3,0,37,283,641,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333
5,2,"5_2",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333
5,3,"5_3",1,0,29,232,578,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333
5,3,"5_3",2,0,37,187,408,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333
5,3,"5_3",3,0,27,344,419,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333
5,3,"5_3",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333
5,4,"5_4",1,0,27,184,470,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333
5,4,"5_4",2,0,23,289,526,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333
5,4,"5_4",3,0,29,243,1044,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333
5,4,"5_4",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333
5,5,"5_5",1,0,37,347,743,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333
5,5,"5_5",2,0,29,251,424,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333
5,5,"5_5",3,0,23,239,551,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333
5,5,"5_5",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333
5,6,"5_6",1,0,23,248,561,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333
5,6,"5_6",2,0,23,263,455,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333
5,6,"5_6",3,0,29,207,488,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333
5,6,"5_6",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","1000-2500","miasto-500","rzadziej-niz-raz-w-miesiacu","w-trakcie-studiow",5,5,3.30333333333333
6,1,"6_1",1,1,29,208,513,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",5,8,3.03666666666667
6,1,"6_1",2,0,27,332,708,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",5,8,3.03666666666667
6,1,"6_1",3,0,23,225,1079,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",5,8,3.03666666666667
6,1,"6_1",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",5,8,3.03666666666667
6,2,"6_2",1,0,23,224,412,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",5,8,3.03666666666667
6,2,"6_2",2,0,29,241,564,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",5,8,3.03666666666667
6,2,"6_2",3,1,37,313,424,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",5,8,3.03666666666667
6,2,"6_2",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,"kobieta","5000-7500","miasto-500","raz-w-miesiacu","wyzsze",5,8,3.03666666666667
