"respondent_id","brand.recall","brand.recognition"
29,"mcdonalds; popeyes; kfc; tacobell","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers; popeyes"
38,"mcdonalds; kfc; burgerking; maxburgers; northfish; pasibus; saladstory; thaiwok; silverdragon","kfc; burgerking; mcdonalds; subway; maxburgers"
7,"maxburgers; mcdonalds; kfc; tacobell; burgerking; wendys","kfc; mcdonalds; subway; tacobell; wendys; maxburgers"
9,"mcdonalds; kfc; burgerking; subway; kebabking; amirkebab","kfc; burgerking; mcdonalds; subway; maxburgers"
25,"mcdonalds; kfc; wendys; burgerking; subway; maxburgers; matsuya","kfc; mcdonalds; subway; tacobell; wendys; maxburgers"
175,"mcdonalds; kfc; burgerking; subway","kfc; mcdonalds; subway"
136,"mcdonalds; burgerking; subway; pizzahut; dominospizza; kfc; wendys; tacobell; popeyes","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers"
169,"mcdonalds; kfc; burgerking","kfc; burgerking; mcdonalds; subway"
90,"mcdonalds; kfc; pizzahut; subway; burgerking","kfc; burgerking; mcdonalds; subway; maxburgers"
172,"mcdonalds; burgerking; kfc; popeyes; pasibus","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers; popeyes"
86,"kfc; mcdonalds; burgerking; kebabking","kfc; burgerking; mcdonalds; subway"
64,"mcdonalds; kfc; popeyes; pizzahut; burgerking; tacobell; wendys; kebabking; subway; pandaexpress; thaiwok; dagrasso; maxburgers","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers; popeyes"
153,"mcdonalds; kfc; popeyes; burgerking; pizzahut; tacobell; maxburgers","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers; popeyes"
179,"kfc","kfc; burgerking; mcdonalds; subway; maxburgers; popeyes"
100,"kfc; mcdonalds","kfc; burgerking; mcdonalds; subway; maxburgers"
146,"mcdonalds; wendys; kfc; burgerking; innout; kebabking; raisingcanes; pizzahut; dairyqueen; dominospizza; dunkindonuts; fiveguys; jollibee; maxburgers; northfish; pasibus; popeyes; subway; tacobell; dagrasso; pandaexpress","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers; popeyes"
12,"mcdonalds; kfc; burgerking; maxburgers; subway","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers"
62,"mcdonalds; kfc; popeyes; wendys; sonic; tacobell; fiveguys; innout; shakeshack; pandaexpress; raisingcanes; loteria; arbys; chipotle; whataburger; jollibee; whitecastle; maxburgers; kebabking; pizzahut; dominospizza; littleceaser; dodopizza; zahirkebab; chickfila; wingstop; burgerking","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers; popeyes"
57,"mcdonalds; maxburgers; burgerking; kfc; kebabking; pizzahut; popeyes; pasibus; dominospizza; telepizza; subway; 5guys; tacobell; wendys; innout; dunkindonuts","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers; popeyes"
27,"mcdonalds; burgerking; subway; tacobell; kfc; pizzahut","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers"
10,"mcdonalds; kfc; burgerking; subway","kfc; mcdonalds; subway"
152,"mcdonalds; burgerking; kfc; subway","kfc; mcdonalds; subway; maxburgers"
188,"mcdonalds; kfc; popeyes; jollibee; burgerking; kebabking","kfc; burgerking; mcdonalds; subway; wendys; maxburgers; popeyes"
60,"kfc; mcdonalds; burgerking; pizzahut; maxburgers; popeyes","kfc; burgerking; mcdonalds; subway; maxburgers; popeyes"
167,"mcdonalds; kfc; burgerking; popeyes; tacobell; wendys; subway; chipotle; pizzahut; dominospizza; dunkindonuts; fiveguys; papajohns","kfc; mcdonalds; subway; tacobell; wendys; maxburgers; popeyes"
46,"mcdonalds; burgerking; innout; pandaexpress; kfc; maxburgers; popeyes; tacobell","kfc; burgerking; mcdonalds; subway; tacobell; maxburgers; popeyes"
149,"mcdonalds; kfc; wendys; whitecastle; tacobell; burgerking; maxburgers","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers"
162,"mcdonalds; kfc; pizzahut","kfc; burgerking; mcdonalds; subway"
123,"mcdonalds; kfc; pizzahut; telepizza; dominospizza; dagrasso; popeyes; chickfila; kebabking; donerkebab; amirkebab; subway; tacobell; pandaexpress; sonic; burgerking","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers; popeyes"
72,"mcdonalds; kfc; pizzahut; bobbyburger; maxburgers","kfc; mcdonalds; subway; maxburgers"
155,"mcdonalds; subway; kfc","kfc; burgerking; mcdonalds; subway; maxburgers"
114,"mcdonalds; kfc; kebabking; burgerking; wendys; bobbyburger; popeyes; tacobell","kfc; burgerking; mcdonalds; tacobell; wendys; maxburgers"
1,"kfc; mcdonalds; wendys; popeyes; burgerking; northfish; pasibus","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers; popeyes"
71,"mcdonalds; kfc","kfc; mcdonalds; subway; maxburgers"
80,"mcdonalds; kfc; burgerking; subway; silverdragon; tacobell","kfc; mcdonalds; subway; tacobell; maxburgers"
161,"mcdonalds; kfc; popeyes; burgerking; subway","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers; popeyes"
31,"mcdonalds; kfc; burgerking; popeyes; subway; pizzahut; dominospizza; northfish; donerkebab","kfc; burgerking; mcdonalds; subway; maxburgers"
154,"mcdonalds; kfc","kfc; mcdonalds; subway"
40,"mcdonalds; kfc; burgerking; subway","kfc; burgerking; mcdonalds; subway; maxburgers"
52,"mcdonalds; tacobell; wendys; popeyes; kebabking; burgerking; saladstory; subway","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers"
108,"mcdonalds; kfc; popeyes; maxburgers","kfc; mcdonalds; subway; tacobell; maxburgers; popeyes"
95,"mcdonalds; kfc; subway","kfc; burgerking; mcdonalds; subway; tacobell; wendys"
19,"mcdonalds; kfc; subway; burgerking","kfc; mcdonalds; subway"
111,"mcdonalds; kfc; popeyes; subway; burgerking; maxburgers; tacobell; pizzahut","kfc; burgerking; mcdonalds; subway; wendys; maxburgers"
176,"mcdonalds; subway; burgerking; kfc","kfc; burgerking; mcdonalds; subway; tacobell; wendys"
14,"mcdonalds; kfc; hesburger; subway; burgerking; chipotle; maxburgers; tacobell; saladstory","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers"
109,"mcdonalds; kfc; burgerking; subway; pizzahut; tacobell","kfc; burgerking; mcdonalds; subway; tacobell; wendys"
32,"mcdonalds; kfc; subway; burgerking; northfish","kfc; burgerking; mcdonalds; subway"
55,"mcdonalds","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers"
119,"pizzahut; mcdonalds; kfc; subway; burgerking; tacobell","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers"
198,"mcdonalds; kfc; burgerking; kebabking; amirkebab","kfc; mcdonalds; maxburgers"
22,"mcdonalds; kfc; burgerking; maxburgers; kebabking; arbys; fiveguys","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers; popeyes"
67,"mcdonalds; kfc; fiveguys; otacos; subway; burgerking","kfc; burgerking; mcdonalds; maxburgers"
70,"mcdonalds; popeyes; kfc; burgerking; wendys; tacobell; jollibee; dairyqueen; dominospizza; dunkindonuts; pizzahut","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers; popeyes"
173,"mcdonalds; kfc; tacobell; maxburgers; burgerking; pizzahut; dominospizza; subway; wendys; papajohns","kfc; mcdonalds; subway; wendys; maxburgers"
93,"kfc; burgerking; mcdonalds","kfc; burgerking; mcdonalds; subway; popeyes"
194,"mcdonalds; kfc; burgerking; subway; pizzahut","kfc; mcdonalds; subway; maxburgers"
115,"mcdonalds; kfc; burgerking; wendys; maxburgers; chipotle; tacobell; dunkindonuts","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers"
103,"kebabking; mcdonalds; pizzahut; kfc; dagrasso; burgerking","kfc; mcdonalds; subway; tacobell; maxburgers"
177,"mcdonalds; kfc; pasibus; pizzahut; burgerking; subway; maxburgers","kfc; burgerking; mcdonalds; subway; wendys; maxburgers"
121,"arbys; tacobell; chipotle; whataburger; littleceaser; wendys; hooters; fiveguys","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers; popeyes"
63,"mcdonalds; kfc; subway; burgerking; maxburgers; northfish; thaiwok","kfc; burgerking; mcdonalds; subway; tacobell; maxburgers"
150,"mcdonalds; kfc; maxburgers; burgerking","kfc; mcdonalds; subway; tacobell; maxburgers"
17,"mcdonalds; subway","kfc; mcdonalds; subway; tacobell; wendys; maxburgers"
107,"saladstory; mcdonalds; fiveguys; pandaexpress; maxburgers; burgerking; innout","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers; popeyes"
101,"mcdonalds; kfc; thaiwok; saladstory; wrapme; subway; popeyes; northfish; kebabking; dominospizza; pizzahut; dagrasso","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers; popeyes"
94,"mcdonalds; kfc; dunkindonuts; maxburgers; popeyes; northfish","kfc; burgerking; mcdonalds; subway; wendys; maxburgers"
92,"mcdonalds; kfc; burgerking; popeyes; maxburgers; pizzahut; tacobell","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers; popeyes"
78,"mcdonalds; kebabking; burgerking; kfc; saladstory; northfish; telepizza; dominospizza","kfc; burgerking; mcdonalds; subway; maxburgers"
45,"mcdonalds; kfc; burgerking; subway; popeyes; innout; wendys; tacobell; chickfila; dominospizza; chipotle; pizzahut; dunkindonuts; dairyqueen; applebees","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers; popeyes"
30,"mcdonalds; burgerking; subway; tacobell; kfc; papajohns; maxburgers; telepizza; dominospizza; northfish; kebabking","kfc; burgerking; mcdonalds; subway; tacobell; maxburgers"
160,"mcdonalds","kfc; mcdonalds"
113,"mcdonalds; kfc; kebabking; subway; tacobell; burgerking","kfc; mcdonalds; subway; tacobell; wendys"
6,"mcdonalds; kfc; burgerking; subway; maxburgers","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers; popeyes"
49,"mcdonalds; kfc; burgerking","kfc; mcdonalds; maxburgers; popeyes"
131,"mcdonalds; kfc; burgerking; subway; amirkebab; pizzahut; donerkebab","kfc; burgerking; mcdonalds; subway; maxburgers"
77,"dominospizza; mcdonalds; pizzahut; kfc; dagrasso","kfc; burgerking; mcdonalds; subway"
28,"mcdonalds; kfc; burgerking","kfc; burgerking; mcdonalds; subway"
170,"mcdonalds; kfc; burgerking; pizzahut; dominospizza; kebabking","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers; popeyes"
168,"mcdonalds; kfc; subway; saladstory","kfc; mcdonalds; subway; maxburgers"
200,"mcdonalds; kfc; burgerking","kfc; burgerking; mcdonalds; subway; maxburgers"
145,"kfc; mcdonalds; subway; burgerking; pizzahut","kfc; mcdonalds; subway"
129,"mcdonalds; kfc; maxburgers; burgerking","kfc; burgerking; mcdonalds; subway; tacobell; maxburgers"
182,"mcdonalds; kfc; subway; burgerking; maxburgers; pasibus; wendys; dunkindonuts; innout; pandaexpress","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers"
97,"mcdonalds; kfc; burgerking; subway; popeyes; wendys; innout; pizzahut; dominospizza; tacobell; hesburger; dunkindonuts","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers"
37,"mcdonalds; kfc; burgerking; wendys; chipotle; tacobell","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers"
20,"mcdonalds; kfc; pizzahut; dominospizza; papajohns; tacobell; pandaexpress; subway; northfish; burgerking; thaiwok; wendys; innout","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers; popeyes"
127,"mcdonalds; kfc; burgerking","kfc; mcdonalds"
73,"mcdonalds; kfc; burgerking","kfc; burgerking; mcdonalds; subway; maxburgers"
106,"mcdonalds; kfc; burgerking; subway; wendys; pizzahut","kfc; mcdonalds; subway; tacobell; wendys; maxburgers"
132,"mcdonalds; kfc; burgerking; tacobell; pizzahut; chipotle; subway; papajohns; dominospizza","kfc; mcdonalds; subway; tacobell; wendys; maxburgers"
137,"mcdonalds; kfc; subway; burgerking","kfc; burgerking; mcdonalds; subway; maxburgers"
141,"kfc; mcdonalds; maxburgers; hesburger; tacobell; wendys; subway; fiveguys; innout","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers; popeyes"
102,"mcdonalds; kfc; burgerking; innout; fiveguys; pasibus","kfc; burgerking; mcdonalds; subway; tacobell; maxburgers"
43,"mcdonalds; burgerking; popeyes; subway; tacobell; wendys; northfish; saladstory; thaiwok; maxburgers","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers; popeyes"
41,"kfc; mcdonalds; pizzahut; burgerking; subway; dominospizza; tacobell; popeyes; jollibee; loteria; northfish; kebabking; bobbyburger; pasibus; maxburgers","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers; popeyes"
183,"mcdonalds; burgerking; kfc; wendys; fiveguys","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers"
105,"mcdonalds; kfc; burgerking; subway; maxburgers; bobbyburger","kfc; burgerking; mcdonalds; subway; wendys; maxburgers"
76,"mcdonalds; kfc; burgerking; pizzahut; wendys","kfc; mcdonalds; subway; wendys"
16,"mcdonalds; kfc; burgerking; subway; tacobell; wendys; innout","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers"
124,"mcdonalds; kfc; burgerking; dunkindonuts; subway; fiveguys","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers"
112,"mcdonalds; kfc; maxburgers; burgerking; thaiwok; pasibus","kfc; burgerking; mcdonalds; subway; maxburgers"
158,"mcdonalds; kfc; maxburgers; wendys; popeyes; burgerking","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers; popeyes"
190,"kfc; mcdonalds; burgerking","kfc; burgerking; mcdonalds; subway"
171,"mcdonalds; burgerking; kfc; popeyes; chickfila; raisingcanes; chipotle; subway; maxburgers","kfc; burgerking; mcdonalds; subway; wendys; maxburgers; popeyes"
133,"mcdonalds; kfc; burgerking; innout","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers; popeyes"
36,"mcdonalds; maxburgers; burgerking; kfc; dunkindonuts; popeyes; wendys; subway; tacobell","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers; popeyes"
81,"kfc; mcdonalds; burgerking; maxburgers","kfc; burgerking; mcdonalds; subway; maxburgers"
34,"mcdonalds; kfc; burgerking; popeyes; pasibus; northfish","kfc; burgerking; mcdonalds; subway; tacobell; maxburgers; popeyes"
53,"maxburgers; mcdonalds; wendys; tacobell; kfc; chipotle; burgerking","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers"
193,"mcdonalds; kfc; subway","kfc; burgerking; mcdonalds; subway; maxburgers"
82,"mcdonalds; kfc; northfish; dominospizza","kfc; mcdonalds; subway"
147,"mcdonalds; kfc; burgerking; subway; tacobell; northfish; saladstory","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers"
189,"mcdonalds; kfc; burgerking; maxburgers; popeyes","kfc; burgerking; mcdonalds; subway; wendys; maxburgers"
33,"mcdonalds; kfc; subway; burgerking; pizzahut; dominospizza","kfc; burgerking; mcdonalds; subway; tacobell; wendys"
174,"mcdonalds; kfc; burgerking; pizzahut; wendys; maxburgers; popeyes","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers"
130,"mcdonalds; kfc; burgerking; pizzahut; subway; papajohns; dominospizza","kfc; mcdonalds; subway; tacobell; wendys"
59,"mcdonalds; kfc; burgerking; subway","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers"
5,"mcdonalds; kfc; maxburgers; burgerking; subway","kfc; burgerking; mcdonalds; subway; maxburgers"
87,"mcdonalds; kfc; popeyes; wendys; burgerking; maxburgers; tacobell","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers; popeyes"
104,"mcdonalds; kfc; burgerking; maxburgers; pasibus","kfc; burgerking; mcdonalds; subway; wendys; maxburgers"
199,"mcdonalds","kfc; mcdonalds; subway; wendys"
8,"mcdonalds; kfc; burgerking; zahirkebab; donerkebab; thaiwok; wendys; fiveguys","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers"
138,"mcdonalds; kfc; burgerking; northfish; subway; saladstory","kfc; mcdonalds; subway; maxburgers"
117,"mcdonalds; burgerking; kfc; wendys; chipotle; chickfila","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers; popeyes"
139,"mcdonalds; burgerking; kfc; saladstory","kfc; burgerking; mcdonalds; subway; tacobell; maxburgers"
83,"mcdonalds","kfc; burgerking; mcdonalds; subway; wendys"
159,"mcdonalds; burgerking; kfc; subway; pizzahut; dominospizza; tacobell; dunkindonuts; popeyes; fiveguys; shakeshack; jollibee; mosburger; loteria; northfish","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers; popeyes"
44,"mcdonalds; kfc; burgerking; subway","kfc; burgerking; mcdonalds; subway; maxburgers"
164,"mcdonalds; kfc; burgerking; bobbyburger; subway; wendys","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers"
120,"mcdonalds; kfc; burgerking; wendys; dunkindonuts; subway; tacobell; dominospizza; pizzahut; maxburgers; popeyes","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers; popeyes"
13,"mcdonalds; kfc; burgerking; tacobell; dominospizza; silverdragon","kfc; burgerking; mcdonalds; subway; tacobell; maxburgers"
180,"mcdonalds; wkusnoitoczka; kfc; maxburgers; bobbyburger; kebabking","kfc; mcdonalds; subway; maxburgers"
122,"mcdonalds; burgerking; kfc","kfc; burgerking; mcdonalds; subway"
61,"mcdonalds; subway; kfc; burgerking","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers"
88,"mcdonalds; kfc; burgerking; pizzahut","kfc; burgerking; mcdonalds"
110,"mcdonalds; kfc; burgerking; wendys; popeyes; tacobell","kfc; burgerking; mcdonalds; subway; tacobell; maxburgers; popeyes"
184,"burgerking; kebabking; kfc; mcdonalds","kfc; mcdonalds; subway; tacobell; maxburgers"
156,"kfc; dunkindonuts; mcdonalds; maxburgers; burgerking; northfish; tacobell; wendys; popeyes","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers"
96,"popeyes; mcdonalds; kfc; burgerking; subway","kfc; burgerking; mcdonalds; subway; wendys; maxburgers"
75,"mcdonalds; kfc; burgerking; northfish","kfc; burgerking; mcdonalds; subway; maxburgers"
128,"mcdonalds; kfc; burgerking; saladstory; northfish; innout; wendys; shakeshack; chickfila","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers"
166,"subway; maxburgers; mcdonalds; kfc; dominospizza; papajohns","kfc; mcdonalds; subway; tacobell; wendys; maxburgers"
24,"subway; kfc; burgerking; mcdonalds; zahirkebab","kfc; mcdonalds; subway"
126,"maxburgers; mcdonalds; kfc; burgerking; popeyes","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers; popeyes"
26,"burgerking; mcdonalds; kfc; wendys; maxburgers; popeyes; 5guys; subway","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers; popeyes"
186,"mcdonalds; burgerking; subway; pasibus; saladstory; northfish; chipotle; fiveguys; wendys; popeyes; innout; kfc","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers; popeyes"
65,"","kfc; burgerking; mcdonalds; subway; wendys; maxburgers"
35,"mcdonalds; kfc; wendys; maxburgers; northfish; popeyes","kfc; mcdonalds; subway; tacobell; wendys; maxburgers; popeyes"
15,"kfc; mcdonalds; burgerking; pizzahut","kfc; burgerking; mcdonalds; subway"
140,"mcdonalds; burgerking; kfc; popeyes; pizzahut; wendys; pasibus; dominospizza; northfish","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers; popeyes"
58,"mcdonalds; kfc; burgerking; pizzahut","kfc; burgerking; mcdonalds; subway; maxburgers"
51,"mcdonalds; kfc; burgerking","kfc; burgerking; mcdonalds; subway; wendys; popeyes"
50,"mcdonalds; kfc; burgerking; subway; dunkindonuts","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers"
66,"mcdonalds; kfc; burgerking","kfc; burgerking; mcdonalds; subway; maxburgers"
48,"mcdonalds; burgerking; subway; kfc; wendys; fiveguys; chipotle","kfc; mcdonalds; subway; tacobell; wendys; maxburgers"
69,"mcdonalds; kfc; burgerking","kfc; burgerking; mcdonalds; subway"
157,"kfc; mcdonalds; subway; northfish; burgerking; kebabking; pizzahut; pasibus","kfc; burgerking; mcdonalds; subway; maxburgers"
99,"mcdonalds; kfc; burgerking; subway; pizzahut","kfc; mcdonalds; subway; maxburgers"
181,"mcdonalds; kfc; burgerking; subway; whitecastle; 5guys; wendys; popeyes","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers; popeyes"
84,"burgerking; fiveguys; wendys; mcdonalds; kfc; maxburgers; kebabking; dunkindonuts; popeyes; northfish","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers; popeyes"
79,"mcdonalds; kfc; wendys; tacobell; pizzahut; burgerking","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers"
74,"mcdonalds; kfc; burgerking; wendys","kfc; burgerking; mcdonalds; subway; tacobell; wendys"
11,"mcdonalds; kfc; burgerking; subway; pizzahut; popeyes; maxburgers; wendys; tacobell; chipotle","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers; popeyes"
148,"mcdonalds; kfc; burgerking","kfc; burgerking; mcdonalds; subway; maxburgers; popeyes"
91,"burgerking; mcdonalds; kfc; wendys; subway; popeyes; tacobell; pizzahut","kfc; burgerking; mcdonalds; subway; tacobell; wendys; popeyes"
192,"mcdonalds; burgerking; maxburgers; pasibus; kfc","kfc; burgerking; mcdonalds; subway; maxburgers"
42,"burgerking; mcdonalds; kfc; subway","kfc; burgerking; mcdonalds; subway"
142,"kfc; mcdonalds; pizzahut","kfc; mcdonalds"
196,"kfc; mcdonalds; pasibus","kfc; burgerking; mcdonalds"
135,"mcdonalds; kfc; burgerking; subway","kfc; burgerking; mcdonalds; subway; tacobell; wendys; maxburgers; popeyes"
