id;profile_id;respondent_id;question_id;alternative_id;observation_id;price;kcal;gram;type_burger_classic;type_burger_premium;type_bundle_classic;type_bundle_premium;brand_mcdonalds;brand_burger_king;brand_max_burger;brand_wendys;no_choice
31;1315;2;2;3;8;22;720;230;0;1;0;0;0;0;1;0;0
32;0;2;2;4;8;0;0;0;0;0;0;0;0;0;0;0;1
33;10737;2;3;1;9;26;560;380;0;0;1;0;1;0;0;0;0
34;7678;2;3;2;9;27;680;320;0;0;1;0;0;0;1;0;0
35;5077;2;3;3;9;12;640;280;1;0;0;0;1;0;0;0;0
36;0;2;3;4;9;0;0;0;0;0;0;0;0;0;0;0;1
37;6027;2;4;1;10;23;720;290;0;1;0;0;0;0;0;1;0
38;3660;2;4;2;10;29;680;260;0;0;1;0;0;0;0;1;0
39;2572;2;4;3;10;19;560;250;1;0;0;0;0;0;0;1;0
40;0;2;4;4;10;0;0;0;0;0;0;0;0;0;0;0;1
41;409;2;5;1;11;22;640;220;0;1;0;0;1;0;0;0;0
42;9476;2;5;2;11;25;600;360;0;0;1;0;0;0;0;1;0
43;928;2;5;3;11;23;520;230;0;0;1;0;0;0;0;1;0
44;0;2;5;4;11;0;0;0;0;0;0;0;0;0;0;0;1
45;1195;2;6;1;12;22;640;230;0;1;0;0;0;0;1;0;0
46;9083;2;6;2;12;25;520;350;0;0;1;0;0;0;1;0;0
47;6801;2;6;3;12;29;920;300;0;0;1;0;1;0;0;0;0
48;0;2;6;4;12;0;0;0;0;0;0;0;0;0;0;0;1
49;197;3;1;1;13;14;560;220;1;0;0;0;1;0;0;0;0
50;3741;3;1;2;13;24;760;260;0;1;0;0;0;0;1;0;0
51;6019;3;1;3;13;22;720;290;0;1;0;0;0;0;1;0;0
52;0;3;1;4;13;0;0;0;0;0;0;0;0;0;0;0;1
53;6900;3;2;1;14;22;560;310;0;1;0;0;0;0;0;1;0
54;6310;3;2;2;14;26;520;300;0;0;1;0;0;0;1;0;0
55;6467;3;2;3;14;23;640;300;0;1;0;0;0;0;0;1;0
56;0;3;2;4;14;0;0;0;0;0;0;0;0;0;0;0;1
57;3269;3;3;1;15;22;520;260;0;1;0;0;1;0;0;0;0
58;7364;3;3;2;15;29;920;310;0;0;1;0;0;0;0;1;0
59;432;3;3;3;15;25;640;220;0;0;1;0;0;1;0;0;0
60;0;3;3;4;15;0;0;0;0;0;0;0;0;0;0;0;1
61;12255;3;4;1;16;28;1080;400;0;0;0;1;0;0;1;0;0
62;514;3;4;2;16;28;680;220;0;0;1;0;1;0;0;0;0
63;9067;3;4;3;16;28;960;340;0;0;1;0;0;0;1;0;0
64;0;3;4;4;16;0;0;0;0;0;0;0;0;0;0;0;1
65;2364;3;5;1;17;14;400;250;1;0;0;0;0;0;0;1;0
66;10647;3;5;2;17;36;1040;370;0;0;0;1;0;0;1;0;0
67;3704;3;5;3;17;27;720;260;0;0;1;0;0;1;0;0;0
68;0;3;5;4;17;0;0;0;0;0;0;0;0;0;0;0;1
69;8999;3;6;1;18;25;880;340;0;0;1;0;0;0;1;0;0
70;10915;3;6;2;18;28;800;380;0;0;1;0;0;0;1;0;0
71;1285;3;6;3;18;26;680;230;0;1;0;0;0;0;1;0;0
72;0;3;6;4;18;0;0;0;0;0;0;0;0;0;0;0;1
73;109;4;1;1;19;15;520;220;1;0;0;0;1;0;0;0;0
74;9813;4;1;2;19;29;920;360;0;0;1;0;0;0;1;0;0
75;12869;4;1;3;19;28;1080;420;0;0;0;1;1;0;0;0;0
76;0;4;1;4;19;0;0;0;0;0;0;0;0;0;0;0;1
77;12888;4;2;1;20;32;1080;420;0;0;0;1;0;0;0;1;0
78;10484;4;2;2;20;35;920;370;0;0;0;1;0;0;0;1;0
79;6557;4;2;3;20;27;680;300;0;1;0;0;0;0;1;0;0
80;0;4;2;4;20;0;0;0;0;0;0;0;0;0;0;0;1
81;2561;4;3;1;21;17;560;250;1;0;0;0;1;0;0;0;0
82;1010;4;3;2;21;22;560;230;0;1;0;0;0;1;0;0;0
83;7430;4;3;3;21;26;520;320;0;0;1;0;0;0;1;0;0
84;0;4;3;4;21;0;0;0;0;0;0;0;0;0;0;0;1
85;9467;4;4;1;22;23;600;360;0;0;1;0;0;0;1;0;0
86;5638;4;4;2;22;24;520;290;0;0;1;0;0;0;1;0;0
87;4647;4;4;3;22;29;880;270;0;0;1;0;0;0;1;0;0
88;0;4;4;4;22;0;0;0;0;0;0;0;0;0;0;0;1
89;1263;4;5;1;23;23;680;230;0;1;0;0;0;0;0;1;0
90;5501;4;5;2;23;15;400;290;1;0;0;0;1;0;0;0;0
91;12145;4;5;3;23;34;960;400;0;0;0;1;1;0;0;0;0
92;0;4;5;4;23;0;0;0;0;0;0;0;0;0;0;0;1
93;2133;4;6;1;24;27;720;240;0;1;0;0;1;0;0;0;0
94;11599;4;6;2;24;29;840;390;0;0;1;0;0;1;0;0;0
95;7669;4;6;3;24;26;680;320;0;1;0;0;0;0;1;0;0
96;0;4;6;4;24;0;0;0;0;0;0;0;0;0;0;0;1
97;10850;5;1;1;25;26;720;380;0;0;1;0;0;1;0;0;0
98;11524;5;1;2;25;26;760;390;0;0;1;0;0;0;0;1;0
99;10277;5;1;3;25;23;840;370;0;0;1;0;1;0;0;0;0
100;0;5;1;4;25;0;0;0;0;0;0;0;0;0;0;0;1
101;12271;5;2;1;26;32;1080;400;0;0;0;1;0;0;1;0;0
102;9964;5;2;2;26;37;1000;360;0;0;0;1;0;0;0;1;0
103;12116;5;2;3;26;37;920;400;0;0;0;1;0;0;0;1;0
104;0;5;2;4;26;0;0;0;0;0;0;0;0;0;0;0;1
105;5684;5;3;1;27;13;560;290;1;0;0;0;0;0;0;1;0
106;5041;5;3;2;27;25;600;280;0;1;0;0;1;0;0;0;0
107;10982;5;3;3;27;35;840;380;0;0;0;1;0;1;0;0;0
108;0;5;3;4;27;0;0;0;0;0;0;0;0;0;0;0;1
109;7000;5;4;1;28;27;600;310;0;0;1;0;0;0;0;1;0
110;4137;5;4;2;28;19;560;270;1;0;0;0;1;0;0;0;0
111;12208;5;4;3;28;27;1040;400;0;0;0;1;0;0;0;1;0
112;0;5;4;4;28;0;0;0;0;0;0;0;0;0;0;0;1
113;3090;5;5;1;29;25;920;250;0;0;1;0;0;1;0;0;0
114;1036;5;5;2;29;25;560;230;0;0;1;0;0;0;0;1;0
115;1280;5;5;3;29;25;680;230;0;0;1;0;0;0;0;1;0
116;0;5;5;4;29;0;0;0;0;0;0;0;0;0;0;0;1
117;2453;5;6;1;30;13;520;250;1;0;0;0;1;0;0;0;0
118;2988;5;6;2;30;28;760;250;0;0;1;0;0;1;0;0;0
119;1947;5;6;3;30;13;640;240;1;0;0;0;0;0;1;0;0
120;0;5;6;4;30;0;0;0;0;0;0;0;0;0;0;0;1
121;6416;6;1;1;31;24;600;300;0;0;1;0;0;0;0;1;0
122;6803;6;1;2;31;29;920;300;0;0;1;0;0;0;1;0;0
123;10636;6;1;3;31;33;1040;370;0;0;0;1;0;0;0;1;0
124;0;6;1;4;31;0;0;0;0;0;0;0;0;0;0;0;1
125;10022;6;2;1;32;30;1080;360;0;0;0;1;0;1;0;0;0
126;2056;6;2;2;32;24;680;240;0;0;1;0;0;0;0;1;0
127;9493;6;2;3;32;23;640;360;0;0;1;0;1;0;0;0;0
128;0;6;2;4;32;0;0;0;0;0;0;0;0;0;0;0;1
129;8657;6;3;1;33;25;600;340;0;1;0;0;1;0;0;0;0
130;1713;6;3;2;33;24;520;240;0;1;0;0;1;0;0;0;0
131;3918;6;3;3;33;29;960;260;0;0;1;0;0;1;0;0;0
132;0;6;3;4;33;0;0;0;0;0;0;0;0;0;0;0;1
133;9848;6;4;1;34;37;920;360;0;0;0;1;0;0;0;1;0
134;11817;6;4;2;34;29;960;390;0;0;1;0;0;0;1;0;0
135;11765;6;4;3;34;34;920;390;0;0;0;1;1;0;0;0;0
136;0;6;4;4;34;0;0;0;0;0;0;0;0;0;0;0;1
137;4845;6;5;1;35;23;520;280;0;1;0;0;0;0;1;0;0
138;4788;6;5;2;35;16;480;280;1;0;0;0;0;0;0;1;0
139;12469;6;5;3;35;27;1000;410;0;0;0;1;1;0;0;0;0
140;0;6;5;4;35;0;0;0;0;0;0;0;0;0;0;0;1
141;11711;6;6;1;36;23;920;390;0;0;1;0;0;0;1;0;0
142;34;6;6;2;36;12;440;220;1;0;0;0;0;1;0;0;0
143;9297;6;6;3;36;23;840;350;0;0;1;0;1;0;0;0;0
144;0;6;6;4;36;0;0;0;0;0;0;0;0;0;0;0;1
145;426;7;1;1;37;24;640;220;0;0;1;0;0;0;1;0;0
146;9878;7;1;2;37;28;960;360;0;0;0;1;0;0;1;0;0
147;7301;7;1;3;37;28;840;310;0;0;1;0;1;0;0;0;0
148;0;7;1;4;37;0;0;0;0;0;0;0;0;0;0;0;1
149;9017;7;2;1;38;23;920;340;0;0;1;0;1;0;0;0;0
150;9069;7;2;2;38;29;960;340;0;0;1;0;1;0;0;0;0
151;5529;7;2;3;38;14;440;290;1;0;0;0;1;0;0;0;0
152;0;7;2;4;38;0;0;0;0;0;0;0;0;0;0;0;1
153;1785;7;3;1;39;19;560;240;1;0;0;0;1;0;0;0;0
154;224;7;3;2;39;21;560;220;0;1;0;0;0;0;0;1;0
155;709;7;3;3;39;25;880;220;0;0;1;0;1;0;0;0;0
156;0;7;3;4;39;0;0;0;0;0;0;0;0;0;0;0;1
157;4361;7;4;1;40;26;640;270;0;1;0;0;0;0;1;0;0
158;8191;7;4;2;40;29;640;330;0;0;1;0;0;0;1;0;0
159;2328;7;4;3;40;23;960;240;0;0;1;0;0;0;0;1;0
160;0;7;4;4;40;0;0;0;0;0;0;0;0;0;0;0;1
161;2537;7;5;1;41;29;520;250;0;0;1;0;1;0;0;0;0
162;10257;7;5;2;41;25;800;370;0;0;1;0;1;0;0;0;0
163;3798;7;5;3;41;27;800;260;0;0;1;0;0;1;0;0;0
164;0;7;5;4;41;0;0;0;0;0;0;0;0;0;0;0;1
165;9680;7;6;1;42;31;840;360;0;0;0;1;0;0;0;1;0
166;5765;7;6;2;42;29;560;290;0;0;1;0;1;0;0;0;0
167;573;7;6;3;42;28;720;220;0;1;0;0;1;0;0;0;0
168;0;7;6;4;42;0;0;0;0;0;0;0;0;0;0;0;1
169;9951;8;1;1;43;34;1000;360;0;0;0;1;0;0;1;0;0
170;6747;8;1;2;43;29;840;300;0;0;1;0;0;0;1;0;0
171;10056;8;1;3;43;23;520;370;0;0;1;0;0;0;0;1;0
172;0;8;1;4;43;0;0;0;0;0;0;0;0;0;0;0;1
173;12318;8;2;1;44;33;840;410;0;0;0;1;0;1;0;0;0
174;8937;8;2;2;44;24;800;340;0;0;1;0;1;0;0;0;0
175;12701;8;2;3;44;30;920;420;0;0;0;1;1;0;0;0;0
176;0;8;2;4;44;0;0;0;0;0;0;0;0;0;0;0;1
177;1142;8;3;1;45;27;600;230;0;0;1;0;0;0;1;0;0
178;422;8;3;2;45;24;640;220;0;0;1;0;1;0;0;0;0
179;7562;8;3;3;45;28;600;320;0;0;1;0;1;0;0;0;0
180;0;8;3;4;45;0;0;0;0;0;0;0;0;0;0;0;1
181;1524;8;4;1;46;25;920;230;0;0;1;0;0;0;0;1;0
182;11441;8;4;2;46;27;640;390;0;0;1;0;1;0;0;0;0
183;2563;8;4;3;46;17;560;250;1;0;0;0;0;0;1;0;0
184;0;8;4;4;46;0;0;0;0;0;0;0;0;0;0;0;1
185;622;8;5;1;47;26;760;220;0;0;1;0;0;0;1;0;0
186;1687;8;5;2;47;17;520;240;1;0;0;0;0;0;1;0;0
187;7594;8;5;3;47;24;640;320;0;0;1;0;0;0;1;0;0
188;0;8;5;4;47;0;0;0;0;0;0;0;0;0;0;0;1
189;7674;8;6;1;48;27;680;320;0;0;1;0;1;0;0;0;0
190;233;8;6;2;48;23;560;220;0;1;0;0;0;0;1;0;0
191;605;8;6;3;48;24;760;220;0;1;0;0;0;0;1;0;0
192;0;8;6;4;48;0;0;0;0;0;0;0;0;0;0;0;1
193;5713;9;1;1;49;22;560;290;0;1;0;0;1;0;0;0;0
194;3803;9;1;2;49;28;800;260;0;0;1;0;0;0;1;0;0
195;5391;9;1;3;49;26;840;280;0;0;1;0;0;0;1;0;0
196;0;9;1;4;49;0;0;0;0;0;0;0;0;0;0;0;1
197;677;9;2;1;50;24;840;220;0;0;1;0;1;0;0;0;0
198;10651;9;2;2;50;37;1040;370;0;0;0;1;0;0;1;0;0
199;11752;9;2;3;50;30;920;390;0;0;0;1;0;0;0;1;0
200;0;9;2;4;50;0;0;0;0;0;0;0;0;0;0;0;1
201;10896;9;3;1;51;23;800;380;0;0;1;0;0;0;0;1;0
202;9211;9;3;2;51;29;680;350;0;0;1;0;0;0;1;0;0
203;12830;9;3;3;51;29;1040;420;0;0;0;1;0;1;0;0;0
204;0;9;3;4;51;0;0;0;0;0;0;0;0;0;0;0;1
205;12004;9;4;1;52;31;840;400;0;0;0;1;0;0;0;1;0
206;7699;9;4;2;52;22;720;320;0;1;0;0;0;0;1;0;0
207;7155;9;4;3;52;24;720;310;0;1;0;0;0;0;0;1;0
208;0;9;4;4;52;0;0;0;0;0;0;0;0;0;0;0;1
209;6458;9;5;1;53;22;640;300;0;1;0;0;0;1;0;0;0
210;7732;9;5;2;53;26;720;320;0;0;1;0;0;0;0;1;0
211;320;9;5;3;53;22;600;220;0;1;0;0;0;0;0;1;0
212;0;9;5;4;53;0;0;0;0;0;0;0;0;0;0;0;1
213;2100;9;6;1;54;22;720;240;0;1;0;0;0;0;0;1;0
214;12180;9;6;2;54;31;1000;400;0;0;0;1;0;0;0;1;0
215;2072;9;6;3;54;26;680;240;0;0;1;0;0;0;0;1;0
216;0;9;6;4;54;0;0;0;0;0;0;0;0;0;0;0;1
217;6147;10;1;1;55;26;800;290;0;0;1;0;0;0;1;0;0
218;4853;10;1;2;55;24;520;280;0;1;0;0;0;0;1;0;0
219;4298;10;1;3;55;13;640;270;1;0;0;0;0;1;0;0;0
220;0;10;1;4;55;0;0;0;0;0;0;0;0;0;0;0;1
221;9657;10;2;1;56;28;840;360;0;0;1;0;1;0;0;0;0
222;12354;10;2;2;56;31;880;410;0;0;0;1;0;1;0;0;0
223;10516;10;2;3;56;27;960;370;0;0;0;1;0;0;0;1;0
224;0;10;2;4;56;0;0;0;0;0;0;0;0;0;0;0;1
225;8746;10;3;1;57;28;640;340;0;0;1;0;0;0;1;0;0
226;5927;10;3;2;57;26;640;290;0;1;0;0;0;1;0;0;0
227;6524;10;3;3;57;23;680;300;0;0;1;0;0;1;0;0;0
228;0;10;3;4;57;0;0;0;0;0;0;0;0;0;0;0;1
229;8543;10;4;1;58;25;520;340;0;1;0;0;0;0;0;1;0
230;11739;10;4;2;58;28;920;390;0;0;1;0;0;0;0;1;0
231;6791;10;4;3;58;26;920;300;0;0;1;0;0;0;1;0;0
232;0;10;4;4;58;0;0;0;0;0;0;0;0;0;0;0;1
233;4045;10;5;1;59;19;520;270;1;0;0;0;1;0;0;0;0
234;4965;10;5;2;59;27;560;280;0;1;0;0;1;0;0;0;0
235;9916;10;5;3;59;36;960;360;0;0;0;1;0;0;0;1;0
236;0;10;5;4;59;0;0;0;0;0;0;0;0;0;0;0;1
237;7695;10;6;1;60;21;720;320;0;1;0;0;0;0;1;0;0
238;5131;10;6;2;60;24;640;280;0;1;0;0;0;0;0;1;0
239;10085;10;6;3;60;24;560;370;0;0;1;0;1;0;0;0;0
240;0;10;6;4;60;0;0;0;0;0;0;0;0;0;0;0;1
241;3820;11;1;1;61;25;840;260;0;0;1;0;0;0;0;1;0
242;7575;11;1;2;61;21;640;320;0;1;0;0;0;0;1;0;0
243;7018;11;1;3;61;22;640;310;0;1;0;0;0;1;0;0;0
244;0;11;1;4;61;0;0;0;0;0;0;0;0;0;0;0;1
245;11331;11;2;1;62;35;1080;380;0;0;0;1;0;0;1;0;0
246;4851;11;2;2;62;24;520;280;0;1;0;0;0;1;0;0;0
247;6021;11;2;3;62;23;720;290;0;1;0;0;1;0;0;0;0
248;0;11;2;4;62;0;0;0;0;0;0;0;0;0;0;0;1
249;9688;11;3;1;63;33;840;360;0;0;0;1;0;0;0;1;0
250;10483;11;3;2;63;35;920;370;0;0;0;1;0;0;1;0;0
251;3639;11;3;3;63;26;680;260;0;1;0;0;0;0;0;1;0
252;0;11;3;4;63;0;0;0;0;0;0;0;0;0;0;0;1
253;9643;11;4;1;64;25;840;360;0;0;1;0;0;0;1;0;0
254;3147;11;4;2;64;14;400;260;1;0;0;0;0;0;1;0;0
255;677;11;4;3;64;24;840;220;0;0;1;0;1;0;0;0;0
256;0;11;4;4;64;0;0;0;0;0;0;0;0;0;0;0;1
257;10268;11;5;1;65;27;800;370;0;0;1;0;0;0;0;1;0
258;12721;11;5;2;65;35;920;420;0;0;0;1;1;0;0;0;0
259;8053;11;5;3;65;27;560;330;0;1;0;0;1;0;0;0;0
260;0;11;5;4;65;0;0;0;0;0;0;0;0;0;0;0;1
261;8856;11;6;1;66;27;720;340;0;0;1;0;0;1;0;0;0
262;12624;11;6;2;66;32;840;420;0;0;0;1;0;0;0;1;0
263;1554;11;6;3;66;26;960;230;0;0;1;0;0;1;0;0;0
264;0;11;6;4;66;0;0;0;0;0;0;0;0;0;0;0;1
265;7922;12;1;1;67;29;920;320;0;0;1;0;0;1;0;0;0
266;6471;12;1;2;67;24;640;300;0;1;0;0;0;1;0;0;0
267;9076;12;1;3;67;23;520;350;0;0;1;0;0;0;0;1;0
268;0;12;1;4;67;0;0;0;0;0;0;0;0;0;0;0;1
269;3039;12;2;1;68;26;840;250;0;0;1;0;0;0;1;0;0
270;884;12;2;2;68;12;520;230;1;0;0;0;0;0;0;1;0
271;8297;12;2;3;68;27;720;330;0;1;0;0;0;0;1;0;0
272;0;12;2;4;68;0;0;0;0;0;0;0;0;0;0;0;1
273;5822;12;3;1;69;24;600;290;0;0;1;0;0;0;1;0;0
274;3775;12;3;2;69;28;760;260;0;1;0;0;0;0;0;1;0
275;7446;12;3;3;69;28;520;320;0;0;1;0;0;0;1;0;0
276;0;12;3;4;69;0;0;0;0;0;0;0;0;0;0;0;1
277;12155;12;4;1;70;36;960;400;0;0;0;1;0;0;1;0;0
278;7415;12;4;2;70;24;520;320;0;1;0;0;0;0;0;1;0
279;9391;12;4;3;70;25;960;350;0;0;1;0;0;0;1;0;0
280;0;12;4;4;70;0;0;0;0;0;0;0;0;0;0;0;1
281;5889;12;5;1;71;19;640;290;1;0;0;0;1;0;0;0;0
282;1005;12;5;2;71;21;560;230;0;1;0;0;1;0;0;0;0
283;6413;12;5;3;71;24;600;300;0;1;0;0;0;0;1;0;0
284;0;12;5;4;71;0;0;0;0;0;0;0;0;0;0;0;1
285;7105;12;6;1;72;26;680;310;0;1;0;0;1;0;0;0;0
286;1231;12;6;2;72;27;640;230;0;1;0;0;0;1;0;0;0
287;7040;12;6;3;72;25;640;310;0;0;1;0;0;1;0;0;0
288;0;12;6;4;72;0;0;0;0;0;0;0;0;0;0;0;1
289;1567;13;1;1;73;29;960;230;0;0;1;0;0;0;1;0;0
290;6005;13;1;2;73;28;680;290;0;1;0;0;0;0;1;0;0
291;1828;13;1;3;73;26;560;240;0;0;1;0;0;0;0;1;0
292;0;13;1;4;73;0;0;0;0;0;0;0;0;0;0;0;1
293;8600;13;2;1;74;25;560;340;0;0;1;0;0;1;0;0;0
294;9116;13;2;2;74;26;560;350;0;0;1;0;0;0;0;1;0
295;12731;13;2;3;74;37;920;420;0;0;0;1;0;0;1;0;0
296;0;13;2;4;74;0;0;0;0;0;0;0;0;0;0;0;1
297;12043;13;3;1;75;30;880;400;0;0;0;1;0;0;1;0;0
298;7960;13;3;2;75;22;520;330;0;1;0;0;0;0;0;1;0
299;68;13;3;3;75;12;480;220;1;0;0;0;0;0;0;1;0
300;0;13;3;4;75;0;0;0;0;0;0;0;0;0;0;0;1
301;10101;13;4;1;76;28;560;370;0;0;1;0;1;0;0;0;0
302;6278;13;4;2;76;22;520;300;0;1;0;0;0;1;0;0;0
303;10739;13;4;3;76;26;560;380;0;0;1;0;0;0;1;0;0
304;0;13;4;4;76;0;0;0;0;0;0;0;0;0;0;0;1
305;969;13;5;1;77;29;520;230;0;0;1;0;1;0;0;0;0
306;225;13;5;2;77;22;560;220;0;1;0;0;1;0;0;0;0
307;5964;13;5;3;77;23;680;290;0;0;1;0;0;1;0;0;0
308;0;13;5;4;77;0;0;0;0;0;0;0;0;0;0;0;1
309;5139;13;6;1;78;25;640;280;0;1;0;0;0;0;0;1;0
310;12470;13;6;2;78;27;1000;410;0;0;0;1;0;1;0;0;0
311;228;13;6;3;78;22;560;220;0;1;0;0;0;0;0;1;0
312;0;13;6;4;78;0;0;0;0;0;0;0;0;0;0;0;1
313;536;14;1;1;79;23;720;220;0;0;1;0;0;1;0;0;0
314;2329;14;1;2;79;24;960;240;0;0;1;0;1;0;0;0;0
315;694;14;1;3;79;28;840;220;0;0;1;0;0;1;0;0;0
316;0;14;1;4;79;0;0;0;0;0;0;0;0;0;0;0;1
317;2621;14;2;1;80;28;560;250;0;1;0;0;1;0;0;0;0
318;3861;14;2;2;80;29;880;260;0;0;1;0;1;0;0;0;0
319;8100;14;2;3;80;25;600;330;0;0;1;0;0;1;0;0;0
320;0;14;2;4;80;0;0;0;0;0;0;0;0;0;0;0;1
321;10047;14;3;1;81;36;1080;360;0;0;0;1;0;0;1;0;0
322;8543;14;3;2;81;25;520;340;0;1;0;0;0;0;0;1;0
323;9379;14;3;3;81;29;920;350;0;0;1;0;0;0;1;0;0
324;0;14;3;4;81;0;0;0;0;0;0;0;0;0;0;0;1
325;5403;14;4;1;82;29;840;280;0;0;1;0;0;0;1;0;0
326;10065;14;4;2;82;26;520;370;0;0;1;0;1;0;0;0;0
327;12011;14;4;3;82;33;840;400;0;0;0;1;0;0;1;0;0
328;0;14;4;4;82;0;0;0;0;0;0;0;0;0;0;0;1
329;9875;14;5;1;83;28;960;360;0;0;1;0;0;1;0;0;0
330;3239;14;5;2;83;13;520;260;1;0;0;0;0;0;1;0;0
331;4182;14;5;3;83;27;560;270;0;0;1;0;1;0;0;0;0
332;0;14;5;4;83;0;0;0;0;0;0;0;0;0;0;0;1
333;4354;14;6;1;84;25;640;270;0;0;1;0;0;0;1;0;0
334;12094;14;6;2;84;32;920;400;0;0;0;1;0;1;0;0;0
335;6507;14;6;3;84;28;640;300;0;1;0;0;0;0;0;1;0
336;0;14;6;4;84;0;0;0;0;0;0;0;0;0;0;0;1
337;5588;15;1;1;85;12;520;290;1;0;0;0;0;0;0;1;0
338;12787;15;1;2;85;29;1000;420;0;0;0;1;0;0;1;0;0
339;5824;15;1;3;85;24;600;290;0;0;1;0;0;0;0;1;0
340;0;15;1;4;85;0;0;0;0;0;0;0;0;0;0;0;1
341;10998;15;2;1;86;24;880;380;0;0;1;0;0;1;0;0;0
342;2876;15;2;2;86;29;680;250;0;0;1;0;0;0;0;1;0
343;3643;15;2;3;86;27;680;260;0;1;0;0;0;1;0;0;0
344;0;15;2;4;86;0;0;0;0;0;0;0;0;0;0;0;1
345;10041;15;3;1;87;35;1080;360;0;0;0;1;1;0;0;0;0
346;9268;15;3;2;87;29;760;350;0;0;1;0;0;0;0;1;0
347;6688;15;3;3;87;28;760;300;0;0;1;0;0;0;0;1;0
348;0;15;3;4;87;0;0;0;0;0;0;0;0;0;0;0;1
349;11289;15;4;1;88;36;1040;380;0;0;0;1;1;0;0;0;0
350;4067;15;4;2;88;24;520;270;0;1;0;0;0;1;0;0;0
351;10540;15;4;3;88;31;960;370;0;0;0;1;0;0;0;1;0
352;0;15;4;4;88;0;0;0;0;0;0;0;0;0;0;0;1
353;5075;15;5;1;89;29;600;280;0;0;1;0;0;0;1;0;0
354;2959;15;5;2;89;24;760;250;0;1;0;0;0;0;0;1;0
355;2379;15;5;3;89;18;400;250;1;0;0;0;0;0;1;0;0
356;0;15;5;4;89;0;0;0;0;0;0;0;0;0;0;0;1
357;4346;15;6;1;90;24;640;270;0;0;1;0;0;0;1;0;0
358;405;15;6;2;90;21;640;220;0;1;0;0;1;0;0;0;0
359;12029;15;6;3;90;27;880;400;0;0;0;1;1;0;0;0;0
360;0;15;6;4;90;0;0;0;0;0;0;0;0;0;0;0;1
361;672;16;1;1;91;29;800;220;0;0;1;0;0;0;0;1;0
362;5838;16;1;2;91;26;600;290;0;0;1;0;0;0;1;0;0
363;11607;16;1;3;91;30;840;390;0;0;0;1;0;0;1;0;0
364;0;16;1;4;91;0;0;0;0;0;0;0;0;0;0;0;1
365;5957;16;2;1;92;22;680;290;0;1;0;0;1;0;0;0;0
366;10144;16;2;2;92;24;640;370;0;0;1;0;0;0;0;1;0
367;3349;16;2;3;92;18;560;260;1;0;0;0;1;0;0;0;0
368;0;16;2;4;92;0;0;0;0;0;0;0;0;0;0;0;1
369;3318;16;3;1;93;28;520;260;0;0;1;0;0;0;1;0;0
370;11524;16;3;2;93;26;760;390;0;0;1;0;0;0;0;1;0
371;2196;16;3;3;93;27;760;240;0;0;1;0;0;1;0;0;0
372;0;16;3;4;93;0;0;0;0;0;0;0;0;0;0;0;1
373;7100;16;4;1;94;25;680;310;0;0;1;0;0;1;0;0;0
374;2887;16;4;2;94;23;720;250;0;1;0;0;0;1;0;0;0
375;2503;16;4;3;94;24;520;250;0;1;0;0;0;0;0;1;0
