"","profileID","respID","qID","altID","obsID","price","type_burger_classic","type_burger_premium","type_bundle_classic","type_bundle_premium","brand_mcdonalds","brand_burger_king","brand_max_burger","brand_wendys","no_choice"
"73",28,2,9,1,19,24,0,0,1,0,0,0,0,1,0
"74",37,2,9,2,19,28,0,1,0,0,1,0,0,0,0
"75",41,2,9,3,19,28,0,0,1,0,0,1,0,0,0
"76",0,2,9,4,19,0,0,0,0,0,0,0,0,0,1
"77",42,2,10,1,20,28,0,0,0,1,0,1,0,0,0
"78",39,2,10,2,20,28,0,0,0,1,1,0,0,0,0
"79",72,2,10,3,20,40,0,0,0,1,0,0,0,1,0
"80",0,2,10,4,20,0,0,0,0,0,0,0,0,0,1
"81",71,3,1,1,21,40,0,0,0,1,0,0,1,0,0
"82",72,3,1,2,21,40,0,0,0,1,0,0,0,1,0
"83",20,3,1,3,21,22,0,1,0,0,0,0,0,1,0
"84",0,3,1,4,21,0,0,0,0,0,0,0,0,0,1
"85",3,3,2,1,22,12,1,0,0,0,0,0,1,0,0
"86",42,3,2,2,22,28,0,0,0,1,0,1,0,0,0
"87",28,3,2,3,22,24,0,0,1,0,0,0,0,1,0
"88",0,3,2,4,22,0,0,0,0,0,0,0,0,0,1
"89",72,3,3,1,23,40,0,0,0,1,0,0,0,1,0
"90",28,3,3,2,23,24,0,0,1,0,0,0,0,1,0
"91",39,3,3,3,23,28,0,0,0,1,1,0,0,0,0
"92",0,3,3,4,23,0,0,0,0,0,0,0,0,0,1
"93",39,3,4,1,24,28,0,0,0,1,1,0,0,0,0
"94",3,3,4,2,24,12,1,0,0,0,0,0,1,0,0
"95",71,3,4,3,24,40,0,0,0,1,0,0,1,0,0
"96",0,3,4,4,24,0,0,0,0,0,0,0,0,0,1
"97",20,3,5,1,25,22,0,1,0,0,0,0,0,1,0
"98",41,3,5,2,25,28,0,0,1,0,0,1,0,0,0
"99",3,3,5,3,25,12,1,0,0,0,0,0,1,0,0
"100",0,3,5,4,25,0,0,0,0,0,0,0,0,0,1
"101",37,3,6,1,26,28,0,1,0,0,1,0,0,0,0
"102",71,3,6,2,26,40,0,0,0,1,0,0,1,0,0
"103",14,3,6,3,26,18,1,0,0,0,0,1,0,0,0
"104",0,3,6,4,26,0,0,0,0,0,0,0,0,0,1
"105",41,3,7,1,27,28,0,0,1,0,0,1,0,0,0
"106",14,3,7,2,27,18,1,0,0,0,0,1,0,0,0
"107",37,3,7,3,27,28,0,1,0,0,1,0,0,0,0
"108",0,3,7,4,27,0,0,0,0,0,0,0,0,0,1
"109",14,3,8,1,28,18,1,0,0,0,0,1,0,0,0
"110",20,3,8,2,28,22,0,1,0,0,0,0,0,1,0
"111",42,3,8,3,28,28,0,0,0,1,0,1,0,0,0
"112",0,3,8,4,28,0,0,0,0,0,0,0,0,0,1
"113",28,3,9,1,29,24,0,0,1,0,0,0,0,1,0
"114",37,3,9,2,29,28,0,1,0,0,1,0,0,0,0
"115",41,3,9,3,29,28,0,0,1,0,0,1,0,0,0
"116",0,3,9,4,29,0,0,0,0,0,0,0,0,0,1
"117",42,3,10,1,30,28,0,0,0,1,0,1,0,0,0
"118",39,3,10,2,30,28,0,0,0,1,1,0,0,0,0
"119",72,3,10,3,30,40,0,0,0,1,0,0,0,1,0
"120",0,3,10,4,30,0,0,0,0,0,0,0,0,0,1
"121",71,4,1,1,31,40,0,0,0,1,0,0,1,0,0
"122",72,4,1,2,31,40,0,0,0,1,0,0,0,1,0
"123",20,4,1,3,31,22,0,1,0,0,0,0,0,1,0
"124",0,4,1,4,31,0,0,0,0,0,0,0,0,0,1
"125",3,4,2,1,32,12,1,0,0,0,0,0,1,0,0
"126",42,4,2,2,32,28,0,0,0,1,0,1,0,0,0
"127",28,4,2,3,32,24,0,0,1,0,0,0,0,1,0
"128",0,4,2,4,32,0,0,0,0,0,0,0,0,0,1
"129",72,4,3,1,33,40,0,0,0,1,0,0,0,1,0
"130",28,4,3,2,33,24,0,0,1,0,0,0,0,1,0
"131",39,4,3,3,33,28,0,0,0,1,1,0,0,0,0
"132",0,4,3,4,33,0,0,0,0,0,0,0,0,0,1
"133",39,4,4,1,34,28,0,0,0,1,1,0,0,0,0
"134",3,4,4,2,34,12,1,0,0,0,0,0,1,0,0
"135",71,4,4,3,34,40,0,0,0,1,0,0,1,0,0
"136",0,4,4,4,34,0,0,0,0,0,0,0,0,0,1
"137",20,4,5,1,35,22,0,1,0,0,0,0,0,1,0
"138",41,4,5,2,35,28,0,0,1,0,0,1,0,0,0
"139",3,4,5,3,35,12,1,0,0,0,0,0,1,0,0
"140",0,4,5,4,35,0,0,0,0,0,0,0,0,0,1
"141",37,4,6,1,36,28,0,1,0,0,1,0,0,0,0
"142",71,4,6,2,36,40,0,0,0,1,0,0,1,0,0
"143",14,4,6,3,36,18,1,0,0,0,0,1,0,0,0
"144",0,4,6,4,36,0,0,0,0,0,0,0,0,0,1
"145",41,4,7,1,37,28,0,0,1,0,0,1,0,0,0
"146",14,4,7,2,37,18,1,0,0,0,0,1,0,0,0
"147",37,4,7,3,37,28,0,1,0,0,1,0,0,0,0
"148",0,4,7,4,37,0,0,0,0,0,0,0,0,0,1
"149",14,4,8,1,38,18,1,0,0,0,0,1,0,0,0
"150",20,4,8,2,38,22,0,1,0,0,0,0,0,1,0
"151",42,4,8,3,38,28,0,0,0,1,0,1,0,0,0
"152",0,4,8,4,38,0,0,0,0,0,0,0,0,0,1
"153",28,4,9,1,39,24,0,0,1,0,0,0,0,1,0
"154",37,4,9,2,39,28,0,1,0,0,1,0,0,0,0
"155",41,4,9,3,39,28,0,0,1,0,0,1,0,0,0
"156",0,4,9,4,39,0,0,0,0,0,0,0,0,0,1
"157",42,4,10,1,40,28,0,0,0,1,0,1,0,0,0
"158",39,4,10,2,40,28,0,0,0,1,1,0,0,0,0
"159",72,4,10,3,40,40,0,0,0,1,0,0,0,1,0
"160",0,4,10,4,40,0,0,0,0,0,0,0,0,0,1
"161",71,5,1,1,41,40,0,0,0,1,0,0,1,0,0
"162",72,5,1,2,41,40,0,0,0,1,0,0,0,1,0
"163",20,5,1,3,41,22,0,1,0,0,0,0,0,1,0
"164",0,5,1,4,41,0,0,0,0,0,0,0,0,0,1
"165",3,5,2,1,42,12,1,0,0,0,0,0,1,0,0
"166",42,5,2,2,42,28,0,0,0,1,0,1,0,0,0
"167",28,5,2,3,42,24,0,0,1,0,0,0,0,1,0
"168",0,5,2,4,42,0,0,0,0,0,0,0,0,0,1
"169",72,5,3,1,43,40,0,0,0,1,0,0,0,1,0
"170",28,5,3,2,43,24,0,0,1,0,0,0,0,1,0
"171",39,5,3,3,43,28,0,0,0,1,1,0,0,0,0
"172",0,5,3,4,43,0,0,0,0,0,0,0,0,0,1
"173",39,5,4,1,44,28,0,0,0,1,1,0,0,0,0
"174",3,5,4,2,44,12,1,0,0,0,0,0,1,0,0
"175",71,5,4,3,44,40,0,0,0,1,0,0,1,0,0
"176",0,5,4,4,44,0,0,0,0,0,0,0,0,0,1
"177",20,5,5,1,45,22,0,1,0,0,0,0,0,1,0
"178",41,5,5,2,45,28,0,0,1,0,0,1,0,0,0
"179",3,5,5,3,45,12,1,0,0,0,0,0,1,0,0
"180",0,5,5,4,45,0,0,0,0,0,0,0,0,0,1
"181",37,5,6,1,46,28,0,1,0,0,1,0,0,0,0
"182",71,5,6,2,46,40,0,0,0,1,0,0,1,0,0
"183",14,5,6,3,46,18,1,0,0,0,0,1,0,0,0
"184",0,5,6,4,46,0,0,0,0,0,0,0,0,0,1
"185",41,5,7,1,47,28,0,0,1,0,0,1,0,0,0
"186",14,5,7,2,47,18,1,0,0,0,0,1,0,0,0
"187",37,5,7,3,47,28,0,1,0,0,1,0,0,0,0
"188",0,5,7,4,47,0,0,0,0,0,0,0,0,0,1
"189",14,5,8,1,48,18,1,0,0,0,0,1,0,0,0
"190",20,5,8,2,48,22,0,1,0,0,0,0,0,1,0
"191",42,5,8,3,48,28,0,0,0,1,0,1,0,0,0
"192",0,5,8,4,48,0,0,0,0,0,0,0,0,0,1
"193",28,5,9,1,49,24,0,0,1,0,0,0,0,1,0
"194",37,5,9,2,49,28,0,1,0,0,1,0,0,0,0
"195",41,5,9,3,49,28,0,0,1,0,0,1,0,0,0
"196",0,5,9,4,49,0,0,0,0,0,0,0,0,0,1
"197",42,5,10,1,50,28,0,0,0,1,0,1,0,0,0
"198",39,5,10,2,50,28,0,0,0,1,1,0,0,0,0
"199",72,5,10,3,50,40,0,0,0,1,0,0,0,1,0
"200",0,5,10,4,50,0,0,0,0,0,0,0,0,0,1
"201",71,6,1,1,51,40,0,0,0,1,0,0,1,0,0
"202",72,6,1,2,51,40,0,0,0,1,0,0,0,1,0
"203",20,6,1,3,51,22,0,1,0,0,0,0,0,1,0
"204",0,6,1,4,51,0,0,0,0,0,0,0,0,0,1
"205",3,6,2,1,52,12,1,0,0,0,0,0,1,0,0
"206",42,6,2,2,52,28,0,0,0,1,0,1,0,0,0
"207",28,6,2,3,52,24,0,0,1,0,0,0,0,1,0
"208",0,6,2,4,52,0,0,0,0,0,0,0,0,0,1
"209",72,6,3,1,53,40,0,0,0,1,0,0,0,1,0
"210",28,6,3,2,53,24,0,0,1,0,0,0,0,1,0
"211",39,6,3,3,53,28,0,0,0,1,1,0,0,0,0
"212",0,6,3,4,53,0,0,0,0,0,0,0,0,0,1
"213",39,6,4,1,54,28,0,0,0,1,1,0,0,0,0
"214",3,6,4,2,54,12,1,0,0,0,0,0,1,0,0
"215",71,6,4,3,54,40,0,0,0,1,0,0,1,0,0
"216",0,6,4,4,54,0,0,0,0,0,0,0,0,0,1
"217",20,6,5,1,55,22,0,1,0,0,0,0,0,1,0
"218",41,6,5,2,55,28,0,0,1,0,0,1,0,0,0
"219",3,6,5,3,55,12,1,0,0,0,0,0,1,0,0
"220",0,6,5,4,55,0,0,0,0,0,0,0,0,0,1
"221",37,6,6,1,56,28,0,1,0,0,1,0,0,0,0
"222",71,6,6,2,56,40,0,0,0,1,0,0,1,0,0
"223",14,6,6,3,56,18,1,0,0,0,0,1,0,0,0
"224",0,6,6,4,56,0,0,0,0,0,0,0,0,0,1
"225",41,6,7,1,57,28,0,0,1,0,0,1,0,0,0
"226",14,6,7,2,57,18,1,0,0,0,0,1,0,0,0
"227",37,6,7,3,57,28,0,1,0,0,1,0,0,0,0
"228",0,6,7,4,57,0,0,0,0,0,0,0,0,0,1
"229",14,6,8,1,58,18,1,0,0,0,0,1,0,0,0
"230",20,6,8,2,58,22,0,1,0,0,0,0,0,1,0
"231",42,6,8,3,58,28,0,0,0,1,0,1,0,0,0
"232",0,6,8,4,58,0,0,0,0,0,0,0,0,0,1
"233",28,6,9,1,59,24,0,0,1,0,0,0,0,1,0
"234",37,6,9,2,59,28,0,1,0,0,1,0,0,0,0
"235",41,6,9,3,59,28,0,0,1,0,0,1,0,0,0
"236",0,6,9,4,59,0,0,0,0,0,0,0,0,0,1
"237",42,6,10,1,60,28,0,0,0,1,0,1,0,0,0
"238",39,6,10,2,60,28,0,0,0,1,1,0,0,0,0
"239",72,6,10,3,60,40,0,0,0,1,0,0,0,1,0
"240",0,6,10,4,60,0,0,0,0,0,0,0,0,0,1
"241",71,7,1,1,61,40,0,0,0,1,0,0,1,0,0
"242",72,7,1,2,61,40,0,0,0,1,0,0,0,1,0
"243",20,7,1,3,61,22,0,1,0,0,0,0,0,1,0
"244",0,7,1,4,61,0,0,0,0,0,0,0,0,0,1
"245",3,7,2,1,62,12,1,0,0,0,0,0,1,0,0
"246",42,7,2,2,62,28,0,0,0,1,0,1,0,0,0
"247",28,7,2,3,62,24,0,0,1,0,0,0,0,1,0
"248",0,7,2,4,62,0,0,0,0,0,0,0,0,0,1
"249",72,7,3,1,63,40,0,0,0,1,0,0,0,1,0
"250",28,7,3,2,63,24,0,0,1,0,0,0,0,1,0
"251",39,7,3,3,63,28,0,0,0,1,1,0,0,0,0
"252",0,7,3,4,63,0,0,0,0,0,0,0,0,0,1
"253",39,7,4,1,64,28,0,0,0,1,1,0,0,0,0
"254",3,7,4,2,64,12,1,0,0,0,0,0,1,0,0
"255",71,7,4,3,64,40,0,0,0,1,0,0,1,0,0
"256",0,7,4,4,64,0,0,0,0,0,0,0,0,0,1
"257",20,7,5,1,65,22,0,1,0,0,0,0,0,1,0
"258",41,7,5,2,65,28,0,0,1,0,0,1,0,0,0
"259",3,7,5,3,65,12,1,0,0,0,0,0,1,0,0
"260",0,7,5,4,65,0,0,0,0,0,0,0,0,0,1
"261",37,7,6,1,66,28,0,1,0,0,1,0,0,0,0
"262",71,7,6,2,66,40,0,0,0,1,0,0,1,0,0
"263",14,7,6,3,66,18,1,0,0,0,0,1,0,0,0
"264",0,7,6,4,66,0,0,0,0,0,0,0,0,0,1
"265",41,7,7,1,67,28,0,0,1,0,0,1,0,0,0
"266",14,7,7,2,67,18,1,0,0,0,0,1,0,0,0
"267",37,7,7,3,67,28,0,1,0,0,1,0,0,0,0
"268",0,7,7,4,67,0,0,0,0,0,0,0,0,0,1
"269",14,7,8,1,68,18,1,0,0,0,0,1,0,0,0
"270",20,7,8,2,68,22,0,1,0,0,0,0,0,1,0
"271",42,7,8,3,68,28,0,0,0,1,0,1,0,0,0
"272",0,7,8,4,68,0,0,0,0,0,0,0,0,0,1
"273",28,7,9,1,69,24,0,0,1,0,0,0,0,1,0
"274",37,7,9,2,69,28,0,1,0,0,1,0,0,0,0
"275",41,7,9,3,69,28,0,0,1,0,0,1,0,0,0
"276",0,7,9,4,69,0,0,0,0,0,0,0,0,0,1
"277",42,7,10,1,70,28,0,0,0,1,0,1,0,0,0
"278",39,7,10,2,70,28,0,0,0,1,1,0,0,0,0
"279",72,7,10,3,70,40,0,0,0,1,0,0,0,1,0
"280",0,7,10,4,70,0,0,0,0,0,0,0,0,0,1
"281",71,8,1,1,71,40,0,0,0,1,0,0,1,0,0
"282",72,8,1,2,71,40,0,0,0,1,0,0,0,1,0
"283",20,8,1,3,71,22,0,1,0,0,0,0,0,1,0
"284",0,8,1,4,71,0,0,0,0,0,0,0,0,0,1
"285",3,8,2,1,72,12,1,0,0,0,0,0,1,0,0
"286",42,8,2,2,72,28,0,0,0,1,0,1,0,0,0
"287",28,8,2,3,72,24,0,0,1,0,0,0,0,1,0
"288",0,8,2,4,72,0,0,0,0,0,0,0,0,0,1
"289",72,8,3,1,73,40,0,0,0,1,0,0,0,1,0
"290",28,8,3,2,73,24,0,0,1,0,0,0,0,1,0
"291",39,8,3,3,73,28,0,0,0,1,1,0,0,0,0
"292",0,8,3,4,73,0,0,0,0,0,0,0,0,0,1
"293",39,8,4,1,74,28,0,0,0,1,1,0,0,0,0
"294",3,8,4,2,74,12,1,0,0,0,0,0,1,0,0
"295",71,8,4,3,74,40,0,0,0,1,0,0,1,0,0
"296",0,8,4,4,74,0,0,0,0,0,0,0,0,0,1
"297",20,8,5,1,75,22,0,1,0,0,0,0,0,1,0
"298",41,8,5,2,75,28,0,0,1,0,0,1,0,0,0
"299",3,8,5,3,75,12,1,0,0,0,0,0,1,0,0
"300",0,8,5,4,75,0,0,0,0,0,0,0,0,0,1
"301",37,8,6,1,76,28,0,1,0,0,1,0,0,0,0
"302",71,8,6,2,76,40,0,0,0,1,0,0,1,0,0
"303",14,8,6,3,76,18,1,0,0,0,0,1,0,0,0
"304",0,8,6,4,76,0,0,0,0,0,0,0,0,0,1
"305",41,8,7,1,77,28,0,0,1,0,0,1,0,0,0
"306",14,8,7,2,77,18,1,0,0,0,0,1,0,0,0
"307",37,8,7,3,77,28,0,1,0,0,1,0,0,0,0
"308",0,8,7,4,77,0,0,0,0,0,0,0,0,0,1
"309",14,8,8,1,78,18,1,0,0,0,0,1,0,0,0
"310",20,8,8,2,78,22,0,1,0,0,0,0,0,1,0
"311",42,8,8,3,78,28,0,0,0,1,0,1,0,0,0
"312",0,8,8,4,78,0,0,0,0,0,0,0,0,0,1
"313",28,8,9,1,79,24,0,0,1,0,0,0,0,1,0
"314",37,8,9,2,79,28,0,1,0,0,1,0,0,0,0
"315",41,8,9,3,79,28,0,0,1,0,0,1,0,0,0
"316",0,8,9,4,79,0,0,0,0,0,0,0,0,0,1
"317",42,8,10,1,80,28,0,0,0,1,0,1,0,0,0
"318",39,8,10,2,80,28,0,0,0,1,1,0,0,0,0
"319",72,8,10,3,80,40,0,0,0,1,0,0,0,1,0
"320",0,8,10,4,80,0,0,0,0,0,0,0,0,0,1
"321",71,9,1,1,81,40,0,0,0,1,0,0,1,0,0
"322",72,9,1,2,81,40,0,0,0,1,0,0,0,1,0
"323",20,9,1,3,81,22,0,1,0,0,0,0,0,1,0
"324",0,9,1,4,81,0,0,0,0,0,0,0,0,0,1
"325",3,9,2,1,82,12,1,0,0,0,0,0,1,0,0
"326",42,9,2,2,82,28,0,0,0,1,0,1,0,0,0
"327",28,9,2,3,82,24,0,0,1,0,0,0,0,1,0
"328",0,9,2,4,82,0,0,0,0,0,0,0,0,0,1
"329",72,9,3,1,83,40,0,0,0,1,0,0,0,1,0
"330",28,9,3,2,83,24,0,0,1,0,0,0,0,1,0
"331",39,9,3,3,83,28,0,0,0,1,1,0,0,0,0
"332",0,9,3,4,83,0,0,0,0,0,0,0,0,0,1
"333",39,9,4,1,84,28,0,0,0,1,1,0,0,0,0
"334",3,9,4,2,84,12,1,0,0,0,0,0,1,0,0
"335",71,9,4,3,84,40,0,0,0,1,0,0,1,0,0
"336",0,9,4,4,84,0,0,0,0,0,0,0,0,0,1
"337",20,9,5,1,85,22,0,1,0,0,0,0,0,1,0
"338",41,9,5,2,85,28,0,0,1,0,0,1,0,0,0
"339",3,9,5,3,85,12,1,0,0,0,0,0,1,0,0
"340",0,9,5,4,85,0,0,0,0,0,0,0,0,0,1
"341",37,9,6,1,86,28,0,1,0,0,1,0,0,0,0
"342",71,9,6,2,86,40,0,0,0,1,0,0,1,0,0
"343",14,9,6,3,86,18,1,0,0,0,0,1,0,0,0
"344",0,9,6,4,86,0,0,0,0,0,0,0,0,0,1
"345",41,9,7,1,87,28,0,0,1,0,0,1,0,0,0
"346",14,9,7,2,87,18,1,0,0,0,0,1,0,0,0
"347",37,9,7,3,87,28,0,1,0,0,1,0,0,0,0
"348",0,9,7,4,87,0,0,0,0,0,0,0,0,0,1
"349",14,9,8,1,88,18,1,0,0,0,0,1,0,0,0
"350",20,9,8,2,88,22,0,1,0,0,0,0,0,1,0
"351",42,9,8,3,88,28,0,0,0,1,0,1,0,0,0
"352",0,9,8,4,88,0,0,0,0,0,0,0,0,0,1
"353",28,9,9,1,89,24,0,0,1,0,0,0,0,1,0
"354",37,9,9,2,89,28,0,1,0,0,1,0,0,0,0
"355",41,9,9,3,89,28,0,0,1,0,0,1,0,0,0
"356",0,9,9,4,89,0,0,0,0,0,0,0,0,0,1
"357",42,9,10,1,90,28,0,0,0,1,0,1,0,0,0
"358",39,9,10,2,90,28,0,0,0,1,1,0,0,0,0
"359",72,9,10,3,90,40,0,0,0,1,0,0,0,1,0
"360",0,9,10,4,90,0,0,0,0,0,0,0,0,0,1
"361",71,10,1,1,91,40,0,0,0,1,0,0,1,0,0
"362",72,10,1,2,91,40,0,0,0,1,0,0,0,1,0
"363",20,10,1,3,91,22,0,1,0,0,0,0,0,1,0
"364",0,10,1,4,91,0,0,0,0,0,0,0,0,0,1
"365",3,10,2,1,92,12,1,0,0,0,0,0,1,0,0
"366",42,10,2,2,92,28,0,0,0,1,0,1,0,0,0
"367",28,10,2,3,92,24,0,0,1,0,0,0,0,1,0
"368",0,10,2,4,92,0,0,0,0,0,0,0,0,0,1
"369",72,10,3,1,93,40,0,0,0,1,0,0,0,1,0
"370",28,10,3,2,93,24,0,0,1,0,0,0,0,1,0
"371",39,10,3,3,93,28,0,0,0,1,1,0,0,0,0
"372",0,10,3,4,93,0,0,0,0,0,0,0,0,0,1
"373",39,10,4,1,94,28,0,0,0,1,1,0,0,0,0
"374",3,10,4,2,94,12,1,0,0,0,0,0,1,0,0
"375",71,10,4,3,94,40,0,0,0,1,0,0,1,0,0
"376",0,10,4,4,94,0,0,0,0,0,0,0,0,0,1
"377",20,10,5,1,95,22,0,1,0,0,0,0,0,1,0
"378",41,10,5,2,95,28,0,0,1,0,0,1,0,0,0
"379",3,10,5,3,95,12,1,0,0,0,0,0,1,0,0
"380",0,10,5,4,95,0,0,0,0,0,0,0,0,0,1
"381",37,10,6,1,96,28,0,1,0,0,1,0,0,0,0
"382",71,10,6,2,96,40,0,0,0,1,0,0,1,0,0
"383",14,10,6,3,96,18,1,0,0,0,0,1,0,0,0
"384",0,10,6,4,96,0,0,0,0,0,0,0,0,0,1
"385",41,10,7,1,97,28,0,0,1,0,0,1,0,0,0
"386",14,10,7,2,97,18,1,0,0,0,0,1,0,0,0
"387",37,10,7,3,97,28,0,1,0,0,1,0,0,0,0
"388",0,10,7,4,97,0,0,0,0,0,0,0,0,0,1
"389",14,10,8,1,98,18,1,0,0,0,0,1,0,0,0
"390",20,10,8,2,98,22,0,1,0,0,0,0,0,1,0
"391",42,10,8,3,98,28,0,0,0,1,0,1,0,0,0
"392",0,10,8,4,98,0,0,0,0,0,0,0,0,0,1
"393",28,10,9,1,99,24,0,0,1,0,0,0,0,1,0
"394",37,10,9,2,99,28,0,1,0,0,1,0,0,0,0
"395",41,10,9,3,99,28,0,0,1,0,0,1,0,0,0
"396",0,10,9,4,99,0,0,0,0,0,0,0,0,0,1
"397",42,10,10,1,100,28,0,0,0,1,0,1,0,0,0
"398",39,10,10,2,100,28,0,0,0,1,1,0,0,0,0
"399",72,10,10,3,100,40,0,0,0,1,0,0,0,1,0
"400",0,10,10,4,100,0,0,0,0,0,0,0,0,0,1
"401",71,11,1,1,101,40,0,0,0,1,0,0,1,0,0
"402",72,11,1,2,101,40,0,0,0,1,0,0,0,1,0
"403",20,11,1,3,101,22,0,1,0,0,0,0,0,1,0
"404",0,11,1,4,101,0,0,0,0,0,0,0,0,0,1
"405",3,11,2,1,102,12,1,0,0,0,0,0,1,0,0
"406",42,11,2,2,102,28,0,0,0,1,0,1,0,0,0
"407",28,11,2,3,102,24,0,0,1,0,0,0,0,1,0
"408",0,11,2,4,102,0,0,0,0,0,0,0,0,0,1
"409",72,11,3,1,103,40,0,0,0,1,0,0,0,1,0
"410",28,11,3,2,103,24,0,0,1,0,0,0,0,1,0
"411",39,11,3,3,103,28,0,0,0,1,1,0,0,0,0
"412",0,11,3,4,103,0,0,0,0,0,0,0,0,0,1
"413",39,11,4,1,104,28,0,0,0,1,1,0,0,0,0
"414",3,11,4,2,104,12,1,0,0,0,0,0,1,0,0
"415",71,11,4,3,104,40,0,0,0,1,0,0,1,0,0
"416",0,11,4,4,104,0,0,0,0,0,0,0,0,0,1
"417",20,11,5,1,105,22,0,1,0,0,0,0,0,1,0
"418",41,11,5,2,105,28,0,0,1,0,0,1,0,0,0
