"respondent_id","block_id","question_id","alternative_id","kcal","gram","price","brand_wendys","brand_max_burger","brand_burger_king","brand_mcdonalds","type_burger_classic","type_burger_premium","type_bundle_classic","type_bundle_premium","no_choice"
3,1,4,3,700,340,27,1,0,0,0,0,1,0,0,0
3,1,4,4,0,0,0,0,0,0,0,0,0,0,0,1
3,1,5,1,600,380,35,1,0,0,0,0,0,0,1,0
3,1,5,2,600,380,32,0,0,0,1,0,1,0,0,0
3,1,5,3,900,260,12,0,0,1,0,1,0,0,0,0
3,1,5,4,0,0,0,0,0,0,0,0,0,0,0,1
3,1,6,1,1000,220,25,0,0,1,0,0,0,0,1,0
3,1,6,2,500,420,15,1,0,0,0,0,0,1,0,0
3,1,6,3,600,340,25,0,1,0,0,1,0,0,0,0
3,1,6,4,0,0,0,0,0,0,0,0,0,0,0,1
4,1,1,1,800,300,35,0,1,0,0,0,0,1,0,0
4,1,1,2,600,300,20,1,0,0,0,0,1,0,0,0
4,1,1,3,800,340,20,0,0,1,0,1,0,0,0,0
4,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1
4,1,2,1,800,260,12,0,0,1,0,1,0,0,0,0
4,1,2,2,800,300,30,0,1,0,0,0,1,0,0,0
4,1,2,3,500,380,35,0,0,0,1,0,0,0,1,0
4,1,2,4,0,0,0,0,0,0,0,0,0,0,0,1
4,1,3,1,400,420,25,0,0,1,0,0,0,0,1,0
4,1,3,2,1000,220,17,0,1,0,0,0,0,1,0,0
4,1,3,3,600,300,25,1,0,0,0,1,0,0,0,0
4,1,3,4,0,0,0,0,0,0,0,0,0,0,0,1
4,1,4,1,900,220,17,0,1,0,0,0,0,0,1,0
4,1,4,2,400,420,22,0,0,0,1,0,0,1,0,0
4,1,4,3,700,340,27,1,0,0,0,0,1,0,0,0
4,1,4,4,0,0,0,0,0,0,0,0,0,0,0,1
4,1,5,1,600,380,35,1,0,0,0,0,0,0,1,0
4,1,5,2,600,380,32,0,0,0,1,0,1,0,0,0
4,1,5,3,900,260,12,0,0,1,0,1,0,0,0,0
4,1,5,4,0,0,0,0,0,0,0,0,0,0,0,1
4,1,6,1,1000,220,25,0,0,1,0,0,0,0,1,0
4,1,6,2,500,420,15,1,0,0,0,0,0,1,0,0
4,1,6,3,600,340,25,0,1,0,0,1,0,0,0,0
4,1,6,4,0,0,0,0,0,0,0,0,0,0,0,1
5,1,1,1,800,300,35,0,1,0,0,0,0,1,0,0
5,1,1,2,600,300,20,1,0,0,0,0,1,0,0,0
5,1,1,3,800,340,20,0,0,1,0,1,0,0,0,0
5,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1
5,1,2,1,800,260,12,0,0,1,0,1,0,0,0,0
5,1,2,2,800,300,30,0,1,0,0,0,1,0,0,0
5,1,2,3,500,380,35,0,0,0,1,0,0,0,1,0
5,1,2,4,0,0,0,0,0,0,0,0,0,0,0,1
5,1,3,1,400,420,25,0,0,1,0,0,0,0,1,0
5,1,3,2,1000,220,17,0,1,0,0,0,0,1,0,0
5,1,3,3,600,300,25,1,0,0,0,1,0,0,0,0
5,1,3,4,0,0,0,0,0,0,0,0,0,0,0,1
5,1,4,1,900,220,17,0,1,0,0,0,0,0,1,0
5,1,4,2,400,420,22,0,0,0,1,0,0,1,0,0
5,1,4,3,700,340,27,1,0,0,0,0,1,0,0,0
5,1,4,4,0,0,0,0,0,0,0,0,0,0,0,1
5,1,5,1,600,380,35,1,0,0,0,0,0,0,1,0
5,1,5,2,600,380,32,0,0,0,1,0,1,0,0,0
5,1,5,3,900,260,12,0,0,1,0,1,0,0,0,0
5,1,5,4,0,0,0,0,0,0,0,0,0,0,0,1
5,1,6,1,1000,220,25,0,0,1,0,0,0,0,1,0
5,1,6,2,500,420,15,1,0,0,0,0,0,1,0,0
5,1,6,3,600,340,25,0,1,0,0,1,0,0,0,0
5,1,6,4,0,0,0,0,0,0,0,0,0,0,0,1
6,1,1,1,800,300,35,0,1,0,0,0,0,1,0,0
6,1,1,2,600,300,20,1,0,0,0,0,1,0,0,0
6,1,1,3,800,340,20,0,0,1,0,1,0,0,0,0
6,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1
6,1,2,1,800,260,12,0,0,1,0,1,0,0,0,0
6,1,2,2,800,300,30,0,1,0,0,0,1,0,0,0
6,1,2,3,500,380,35,0,0,0,1,0,0,0,1,0
6,1,2,4,0,0,0,0,0,0,0,0,0,0,0,1
6,1,3,1,400,420,25,0,0,1,0,0,0,0,1,0
6,1,3,2,1000,220,17,0,1,0,0,0,0,1,0,0
6,1,3,3,600,300,25,1,0,0,0,1,0,0,0,0
6,1,3,4,0,0,0,0,0,0,0,0,0,0,0,1
6,1,4,1,900,220,17,0,1,0,0,0,0,0,1,0
6,1,4,2,400,420,22,0,0,0,1,0,0,1,0,0
6,1,4,3,700,340,27,1,0,0,0,0,1,0,0,0
6,1,4,4,0,0,0,0,0,0,0,0,0,0,0,1
6,1,5,1,600,380,35,1,0,0,0,0,0,0,1,0
6,1,5,2,600,380,32,0,0,0,1,0,1,0,0,0
6,1,5,3,900,260,12,0,0,1,0,1,0,0,0,0
6,1,5,4,0,0,0,0,0,0,0,0,0,0,0,1
6,1,6,1,1000,220,25,0,0,1,0,0,0,0,1,0
6,1,6,2,500,420,15,1,0,0,0,0,0,1,0,0
6,1,6,3,600,340,25,0,1,0,0,1,0,0,0,0
6,1,6,4,0,0,0,0,0,0,0,0,0,0,0,1
7,1,1,1,800,300,35,0,1,0,0,0,0,1,0,0
7,1,1,2,600,300,20,1,0,0,0,0,1,0,0,0
7,1,1,3,800,340,20,0,0,1,0,1,0,0,0,0
7,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1
7,1,2,1,800,260,12,0,0,1,0,1,0,0,0,0
7,1,2,2,800,300,30,0,1,0,0,0,1,0,0,0
7,1,2,3,500,380,35,0,0,0,1,0,0,0,1,0
7,1,2,4,0,0,0,0,0,0,0,0,0,0,0,1
7,1,3,1,400,420,25,0,0,1,0,0,0,0,1,0
7,1,3,2,1000,220,17,0,1,0,0,0,0,1,0,0
7,1,3,3,600,300,25,1,0,0,0,1,0,0,0,0
7,1,3,4,0,0,0,0,0,0,0,0,0,0,0,1
7,1,4,1,900,220,17,0,1,0,0,0,0,0,1,0
7,1,4,2,400,420,22,0,0,0,1,0,0,1,0,0
7,1,4,3,700,340,27,1,0,0,0,0,1,0,0,0
7,1,4,4,0,0,0,0,0,0,0,0,0,0,0,1
7,1,5,1,600,380,35,1,0,0,0,0,0,0,1,0
7,1,5,2,600,380,32,0,0,0,1,0,1,0,0,0
7,1,5,3,900,260,12,0,0,1,0,1,0,0,0,0
7,1,5,4,0,0,0,0,0,0,0,0,0,0,0,1
7,1,6,1,1000,220,25,0,0,1,0,0,0,0,1,0
7,1,6,2,500,420,15,1,0,0,0,0,0,1,0,0
7,1,6,3,600,340,25,0,1,0,0,1,0,0,0,0
7,1,6,4,0,0,0,0,0,0,0,0,0,0,0,1
8,1,1,1,800,300,35,0,1,0,0,0,0,1,0,0
8,1,1,2,600,300,20,1,0,0,0,0,1,0,0,0
8,1,1,3,800,340,20,0,0,1,0,1,0,0,0,0
8,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1
8,1,2,1,800,260,12,0,0,1,0,1,0,0,0,0
8,1,2,2,800,300,30,0,1,0,0,0,1,0,0,0
8,1,2,3,500,380,35,0,0,0,1,0,0,0,1,0
8,1,2,4,0,0,0,0,0,0,0,0,0,0,0,1
8,1,3,1,400,420,25,0,0,1,0,0,0,0,1,0
8,1,3,2,1000,220,17,0,1,0,0,0,0,1,0,0
8,1,3,3,600,300,25,1,0,0,0,1,0,0,0,0
8,1,3,4,0,0,0,0,0,0,0,0,0,0,0,1
8,1,4,1,900,220,17,0,1,0,0,0,0,0,1,0
8,1,4,2,400,420,22,0,0,0,1,0,0,1,0,0
8,1,4,3,700,340,27,1,0,0,0,0,1,0,0,0
8,1,4,4,0,0,0,0,0,0,0,0,0,0,0,1
8,1,5,1,600,380,35,1,0,0,0,0,0,0,1,0
8,1,5,2,600,380,32,0,0,0,1,0,1,0,0,0
8,1,5,3,900,260,12,0,0,1,0,1,0,0,0,0
8,1,5,4,0,0,0,0,0,0,0,0,0,0,0,1
8,1,6,1,1000,220,25,0,0,1,0,0,0,0,1,0
8,1,6,2,500,420,15,1,0,0,0,0,0,1,0,0
8,1,6,3,600,340,25,0,1,0,0,1,0,0,0,0
8,1,6,4,0,0,0,0,0,0,0,0,0,0,0,1
9,1,1,1,800,300,35,0,1,0,0,0,0,1,0,0
9,1,1,2,600,300,20,1,0,0,0,0,1,0,0,0
9,1,1,3,800,340,20,0,0,1,0,1,0,0,0,0
9,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1
9,1,2,1,800,260,12,0,0,1,0,1,0,0,0,0
9,1,2,2,800,300,30,0,1,0,0,0,1,0,0,0
9,1,2,3,500,380,35,0,0,0,1,0,0,0,1,0
9,1,2,4,0,0,0,0,0,0,0,0,0,0,0,1
9,1,3,1,400,420,25,0,0,1,0,0,0,0,1,0
9,1,3,2,1000,220,17,0,1,0,0,0,0,1,0,0
9,1,3,3,600,300,25,1,0,0,0,1,0,0,0,0
9,1,3,4,0,0,0,0,0,0,0,0,0,0,0,1
9,1,4,1,900,220,17,0,1,0,0,0,0,0,1,0
9,1,4,2,400,420,22,0,0,0,1,0,0,1,0,0
9,1,4,3,700,340,27,1,0,0,0,0,1,0,0,0
9,1,4,4,0,0,0,0,0,0,0,0,0,0,0,1
9,1,5,1,600,380,35,1,0,0,0,0,0,0,1,0
9,1,5,2,600,380,32,0,0,0,1,0,1,0,0,0
9,1,5,3,900,260,12,0,0,1,0,1,0,0,0,0
9,1,5,4,0,0,0,0,0,0,0,0,0,0,0,1
9,1,6,1,1000,220,25,0,0,1,0,0,0,0,1,0
9,1,6,2,500,420,15,1,0,0,0,0,0,1,0,0
9,1,6,3,600,340,25,0,1,0,0,1,0,0,0,0
9,1,6,4,0,0,0,0,0,0,0,0,0,0,0,1
10,1,1,1,800,300,35,0,1,0,0,0,0,1,0,0
10,1,1,2,600,300,20,1,0,0,0,0,1,0,0,0
10,1,1,3,800,340,20,0,0,1,0,1,0,0,0,0
10,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1
10,1,2,1,800,260,12,0,0,1,0,1,0,0,0,0
10,1,2,2,800,300,30,0,1,0,0,0,1,0,0,0
10,1,2,3,500,380,35,0,0,0,1,0,0,0,1,0
10,1,2,4,0,0,0,0,0,0,0,0,0,0,0,1
10,1,3,1,400,420,25,0,0,1,0,0,0,0,1,0
10,1,3,2,1000,220,17,0,1,0,0,0,0,1,0,0
10,1,3,3,600,300,25,1,0,0,0,1,0,0,0,0
10,1,3,4,0,0,0,0,0,0,0,0,0,0,0,1
10,1,4,1,900,220,17,0,1,0,0,0,0,0,1,0
10,1,4,2,400,420,22,0,0,0,1,0,0,1,0,0
10,1,4,3,700,340,27,1,0,0,0,0,1,0,0,0
10,1,4,4,0,0,0,0,0,0,0,0,0,0,0,1
10,1,5,1,600,380,35,1,0,0,0,0,0,0,1,0
10,1,5,2,600,380,32,0,0,0,1,0,1,0,0,0
10,1,5,3,900,260,12,0,0,1,0,1,0,0,0,0
10,1,5,4,0,0,0,0,0,0,0,0,0,0,0,1
10,1,6,1,1000,220,25,0,0,1,0,0,0,0,1,0
10,1,6,2,500,420,15,1,0,0,0,0,0,1,0,0
10,1,6,3,600,340,25,0,1,0,0,1,0,0,0,0
10,1,6,4,0,0,0,0,0,0,0,0,0,0,0,1
11,1,1,1,800,300,35,0,1,0,0,0,0,1,0,0
11,1,1,2,600,300,20,1,0,0,0,0,1,0,0,0
11,1,1,3,800,340,20,0,0,1,0,1,0,0,0,0
11,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1
11,1,2,1,800,260,12,0,0,1,0,1,0,0,0,0
11,1,2,2,800,300,30,0,1,0,0,0,1,0,0,0
11,1,2,3,500,380,35,0,0,0,1,0,0,0,1,0
11,1,2,4,0,0,0,0,0,0,0,0,0,0,0,1
11,1,3,1,400,420,25,0,0,1,0,0,0,0,1,0
11,1,3,2,1000,220,17,0,1,0,0,0,0,1,0,0
11,1,3,3,600,300,25,1,0,0,0,1,0,0,0,0
11,1,3,4,0,0,0,0,0,0,0,0,0,0,0,1
11,1,4,1,900,220,17,0,1,0,0,0,0,0,1,0
11,1,4,2,400,420,22,0,0,0,1,0,0,1,0,0
11,1,4,3,700,340,27,1,0,0,0,0,1,0,0,0
11,1,4,4,0,0,0,0,0,0,0,0,0,0,0,1
11,1,5,1,600,380,35,1,0,0,0,0,0,0,1,0
11,1,5,2,600,380,32,0,0,0,1,0,1,0,0,0
11,1,5,3,900,260,12,0,0,1,0,1,0,0,0,0
11,1,5,4,0,0,0,0,0,0,0,0,0,0,0,1
11,1,6,1,1000,220,25,0,0,1,0,0,0,0,1,0
11,1,6,2,500,420,15,1,0,0,0,0,0,1,0,0
11,1,6,3,600,340,25,0,1,0,0,1,0,0,0,0
11,1,6,4,0,0,0,0,0,0,0,0,0,0,0,1
12,1,1,1,800,300,35,0,1,0,0,0,0,1,0,0
12,1,1,2,600,300,20,1,0,0,0,0,1,0,0,0
12,1,1,3,800,340,20,0,0,1,0,1,0,0,0,0
12,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1
12,1,2,1,800,260,12,0,0,1,0,1,0,0,0,0
12,1,2,2,800,300,30,0,1,0,0,0,1,0,0,0
12,1,2,3,500,380,35,0,0,0,1,0,0,0,1,0
12,1,2,4,0,0,0,0,0,0,0,0,0,0,0,1
12,1,3,1,400,420,25,0,0,1,0,0,0,0,1,0
12,1,3,2,1000,220,17,0,1,0,0,0,0,1,0,0
12,1,3,3,600,300,25,1,0,0,0,1,0,0,0,0
12,1,3,4,0,0,0,0,0,0,0,0,0,0,0,1
12,1,4,1,900,220,17,0,1,0,0,0,0,0,1,0
12,1,4,2,400,420,22,0,0,0,1,0,0,1,0,0
12,1,4,3,700,340,27,1,0,0,0,0,1,0,0,0
12,1,4,4,0,0,0,0,0,0,0,0,0,0,0,1
12,1,5,1,600,380,35,1,0,0,0,0,0,0,1,0
12,1,5,2,600,380,32,0,0,0,1,0,1,0,0,0
12,1,5,3,900,260,12,0,0,1,0,1,0,0,0,0
12,1,5,4,0,0,0,0,0,0,0,0,0,0,0,1
12,1,6,1,1000,220,25,0,0,1,0,0,0,0,1,0
12,1,6,2,500,420,15,1,0,0,0,0,0,1,0,0
12,1,6,3,600,340,25,0,1,0,0,1,0,0,0,0
12,1,6,4,0,0,0,0,0,0,0,0,0,0,0,1
13,1,1,1,800,300,35,0,1,0,0,0,0,1,0,0
13,1,1,2,600,300,20,1,0,0,0,0,1,0,0,0
13,1,1,3,800,340,20,0,0,1,0,1,0,0,0,0
13,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1
13,1,2,1,800,260,12,0,0,1,0,1,0,0,0,0
13,1,2,2,800,300,30,0,1,0,0,0,1,0,0,0
13,1,2,3,500,380,35,0,0,0,1,0,0,0,1,0
13,1,2,4,0,0,0,0,0,0,0,0,0,0,0,1
13,1,3,1,400,420,25,0,0,1,0,0,0,0,1,0
13,1,3,2,1000,220,17,0,1,0,0,0,0,1,0,0
13,1,3,3,600,300,25,1,0,0,0,1,0,0,0,0
13,1,3,4,0,0,0,0,0,0,0,0,0,0,0,1
13,1,4,1,900,220,17,0,1,0,0,0,0,0,1,0
13,1,4,2,400,420,22,0,0,0,1,0,0,1,0,0
13,1,4,3,700,340,27,1,0,0,0,0,1,0,0,0
13,1,4,4,0,0,0,0,0,0,0,0,0,0,0,1
13,1,5,1,600,380,35,1,0,0,0,0,0,0,1,0
13,1,5,2,600,380,32,0,0,0,1,0,1,0,0,0
13,1,5,3,900,260,12,0,0,1,0,1,0,0,0,0
13,1,5,4,0,0,0,0,0,0,0,0,0,0,0,1
13,1,6,1,1000,220,25,0,0,1,0,0,0,0,1,0
13,1,6,2,500,420,15,1,0,0,0,0,0,1,0,0
13,1,6,3,600,340,25,0,1,0,0,1,0,0,0,0
13,1,6,4,0,0,0,0,0,0,0,0,0,0,0,1
14,1,1,1,800,300,35,0,1,0,0,0,0,1,0,0
14,1,1,2,600,300,20,1,0,0,0,0,1,0,0,0
14,1,1,3,800,340,20,0,0,1,0,1,0,0,0,0
14,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1
14,1,2,1,800,260,12,0,0,1,0,1,0,0,0,0
14,1,2,2,800,300,30,0,1,0,0,0,1,0,0,0
14,1,2,3,500,380,35,0,0,0,1,0,0,0,1,0
14,1,2,4,0,0,0,0,0,0,0,0,0,0,0,1
14,1,3,1,400,420,25,0,0,1,0,0,0,0,1,0
14,1,3,2,1000,220,17,0,1,0,0,0,0,1,0,0
14,1,3,3,600,300,25,1,0,0,0,1,0,0,0,0
14,1,3,4,0,0,0,0,0,0,0,0,0,0,0,1
14,1,4,1,900,220,17,0,1,0,0,0,0,0,1,0
14,1,4,2,400,420,22,0,0,0,1,0,0,1,0,0
14,1,4,3,700,340,27,1,0,0,0,0,1,0,0,0
14,1,4,4,0,0,0,0,0,0,0,0,0,0,0,1
14,1,5,1,600,380,35,1,0,0,0,0,0,0,1,0
14,1,5,2,600,380,32,0,0,0,1,0,1,0,0,0
14,1,5,3,900,260,12,0,0,1,0,1,0,0,0,0
14,1,5,4,0,0,0,0,0,0,0,0,0,0,0,1
14,1,6,1,1000,220,25,0,0,1,0,0,0,0,1,0
14,1,6,2,500,420,15,1,0,0,0,0,0,1,0,0
14,1,6,3,600,340,25,0,1,0,0,1,0,0,0,0
14,1,6,4,0,0,0,0,0,0,0,0,0,0,0,1
15,1,1,1,800,300,35,0,1,0,0,0,0,1,0,0
15,1,1,2,600,300,20,1,0,0,0,0,1,0,0,0
15,1,1,3,800,340,20,0,0,1,0,1,0,0,0,0
15,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1
15,1,2,1,800,260,12,0,0,1,0,1,0,0,0,0
15,1,2,2,800,300,30,0,1,0,0,0,1,0,0,0
15,1,2,3,500,380,35,0,0,0,1,0,0,0,1,0
15,1,2,4,0,0,0,0,0,0,0,0,0,0,0,1
15,1,3,1,400,420,25,0,0,1,0,0,0,0,1,0
15,1,3,2,1000,220,17,0,1,0,0,0,0,1,0,0
15,1,3,3,600,300,25,1,0,0,0,1,0,0,0,0
15,1,3,4,0,0,0,0,0,0,0,0,0,0,0,1
15,1,4,1,900,220,17,0,1,0,0,0,0,0,1,0
15,1,4,2,400,420,22,0,0,0,1,0,0,1,0,0
15,1,4,3,700,340,27,1,0,0,0,0,1,0,0,0
15,1,4,4,0,0,0,0,0,0,0,0,0,0,0,1
15,1,5,1,600,380,35,1,0,0,0,0,0,0,1,0
15,1,5,2,600,380,32,0,0,0,1,0,1,0,0,0
15,1,5,3,900,260,12,0,0,1,0,1,0,0,0,0
15,1,5,4,0,0,0,0,0,0,0,0,0,0,0,1
15,1,6,1,1000,220,25,0,0,1,0,0,0,0,1,0
15,1,6,2,500,420,15,1,0,0,0,0,0,1,0,0
15,1,6,3,600,340,25,0,1,0,0,1,0,0,0,0
15,1,6,4,0,0,0,0,0,0,0,0,0,0,0,1
16,1,1,1,800,300,35,0,1,0,0,0,0,1,0,0
16,1,1,2,600,300,20,1,0,0,0,0,1,0,0,0
16,1,1,3,800,340,20,0,0,1,0,1,0,0,0,0
16,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1
16,1,2,1,800,260,12,0,0,1,0,1,0,0,0,0
16,1,2,2,800,300,30,0,1,0,0,0,1,0,0,0
16,1,2,3,500,380,35,0,0,0,1,0,0,0,1,0
16,1,2,4,0,0,0,0,0,0,0,0,0,0,0,1
16,1,3,1,400,420,25,0,0,1,0,0,0,0,1,0
16,1,3,2,1000,220,17,0,1,0,0,0,0,1,0,0
16,1,3,3,600,300,25,1,0,0,0,1,0,0,0,0
16,1,3,4,0,0,0,0,0,0,0,0,0,0,0,1
16,1,4,1,900,220,17,0,1,0,0,0,0,0,1,0
16,1,4,2,400,420,22,0,0,0,1,0,0,1,0,0
16,1,4,3,700,340,27,1,0,0,0,0,1,0,0,0
16,1,4,4,0,0,0,0,0,0,0,0,0,0,0,1
16,1,5,1,600,380,35,1,0,0,0,0,0,0,1,0
16,1,5,2,600,380,32,0,0,0,1,0,1,0,0,0
16,1,5,3,900,260,12,0,0,1,0,1,0,0,0,0
16,1,5,4,0,0,0,0,0,0,0,0,0,0,0,1
16,1,6,1,1000,220,25,0,0,1,0,0,0,0,1,0
16,1,6,2,500,420,15,1,0,0,0,0,0,1,0,0
16,1,6,3,600,340,25,0,1,0,0,1,0,0,0,0
16,1,6,4,0,0,0,0,0,0,0,0,0,0,0,1
17,1,1,1,800,300,35,0,1,0,0,0,0,1,0,0
17,1,1,2,600,300,20,1,0,0,0,0,1,0,0,0
17,1,1,3,800,340,20,0,0,1,0,1,0,0,0,0
17,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1
17,1,2,1,800,260,12,0,0,1,0,1,0,0,0,0
17,1,2,2,800,300,30,0,1,0,0,0,1,0,0,0
17,1,2,3,500,380,35,0,0,0,1,0,0,0,1,0
17,1,2,4,0,0,0,0,0,0,0,0,0,0,0,1
17,1,3,1,400,420,25,0,0,1,0,0,0,0,1,0
17,1,3,2,1000,220,17,0,1,0,0,0,0,1,0,0
17,1,3,3,600,300,25,1,0,0,0,1,0,0,0,0
17,1,3,4,0,0,0,0,0,0,0,0,0,0,0,1
17,1,4,1,900,220,17,0,1,0,0,0,0,0,1,0
17,1,4,2,400,420,22,0,0,0,1,0,0,1,0,0
17,1,4,3,700,340,27,1,0,0,0,0,1,0,0,0
17,1,4,4,0,0,0,0,0,0,0,0,0,0,0,1
17,1,5,1,600,380,35,1,0,0,0,0,0,0,1,0
17,1,5,2,600,380,32,0,0,0,1,0,1,0,0,0
17,1,5,3,900,260,12,0,0,1,0,1,0,0,0,0
17,1,5,4,0,0,0,0,0,0,0,0,0,0,0,1
17,1,6,1,1000,220,25,0,0,1,0,0,0,0,1,0
17,1,6,2,500,420,15,1,0,0,0,0,0,1,0,0
17,1,6,3,600,340,25,0,1,0,0,1,0,0,0,0
17,1,6,4,0,0,0,0,0,0,0,0,0,0,0,1
18,1,1,1,800,300,35,0,1,0,0,0,0,1,0,0
18,1,1,2,600,300,20,1,0,0,0,0,1,0,0,0
18,1,1,3,800,340,20,0,0,1,0,1,0,0,0,0
18,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1
18,1,2,1,800,260,12,0,0,1,0,1,0,0,0,0
18,1,2,2,800,300,30,0,1,0,0,0,1,0,0,0
18,1,2,3,500,380,35,0,0,0,1,0,0,0,1,0
18,1,2,4,0,0,0,0,0,0,0,0,0,0,0,1
18,1,3,1,400,420,25,0,0,1,0,0,0,0,1,0
18,1,3,2,1000,220,17,0,1,0,0,0,0,1,0,0
18,1,3,3,600,300,25,1,0,0,0,1,0,0,0,0
18,1,3,4,0,0,0,0,0,0,0,0,0,0,0,1
18,1,4,1,900,220,17,0,1,0,0,0,0,0,1,0
18,1,4,2,400,420,22,0,0,0,1,0,0,1,0,0
18,1,4,3,700,340,27,1,0,0,0,0,1,0,0,0
18,1,4,4,0,0,0,0,0,0,0,0,0,0,0,1
18,1,5,1,600,380,35,1,0,0,0,0,0,0,1,0
18,1,5,2,600,380,32,0,0,0,1,0,1,0,0,0
18,1,5,3,900,260,12,0,0,1,0,1,0,0,0,0
18,1,5,4,0,0,0,0,0,0,0,0,0,0,0,1
18,1,6,1,1000,220,25,0,0,1,0,0,0,0,1,0
