"id","profile_id","respondent_id","question_id","alternative_id","observation_id","price","kcal","gram","type_burger_classic","type_burger_premium","type_bundle_classic","type_bundle_premium","brand_mcdonalds","brand_burger_king","brand_max_burger","brand_wendys","no_choice"
89,64,4,5,1,23,25,800,220,0,0,1,0,0,0,0,1,0
90,86,4,5,2,23,12,600,285,1,0,0,0,0,1,0,0,0
91,88,4,5,3,23,12,600,285,1,0,0,0,0,0,0,1,0
92,0,4,5,4,23,0,0,0,0,0,0,0,0,0,0,0,1
93,117,4,6,1,24,27,600,285,0,1,0,0,1,0,0,0,0
94,64,4,6,2,24,25,800,220,0,0,1,0,0,0,0,1,0
95,158,4,6,3,24,27,800,350,0,0,1,0,0,1,0,0,0
96,0,4,6,4,24,0,0,0,0,0,0,0,0,0,0,0,1
97,84,5,1,1,25,17,400,285,1,0,0,0,0,0,0,1,0
98,129,5,1,2,25,25,800,285,0,0,1,0,1,0,0,0,0
99,162,5,1,3,25,27,1000,415,0,0,0,1,0,1,0,0,0
100,0,5,1,4,25,0,0,0,0,0,0,0,0,0,0,0,1
101,146,5,2,1,26,27,600,350,0,0,1,0,0,1,0,0,0
102,38,5,2,2,26,21,600,220,0,0,1,0,0,0,1,0,0
103,118,5,2,3,26,27,600,285,0,0,1,0,1,0,0,0,0
104,0,5,2,4,26,0,0,0,0,0,0,0,0,0,0,0,1
105,37,5,3,1,27,21,600,220,0,1,0,0,0,0,1,0,0
106,40,5,3,2,27,21,600,220,0,0,1,0,0,0,0,1,0
107,130,5,3,3,27,25,800,285,0,0,1,0,0,1,0,0,0
108,0,5,3,4,27,0,0,0,0,0,0,0,0,0,0,0,1
109,14,5,4,1,28,17,400,220,1,0,0,0,0,1,0,0,0
110,120,5,4,2,28,27,600,285,0,0,1,0,0,1,0,0,0
111,38,5,4,3,28,21,600,220,0,0,1,0,0,0,1,0,0
112,0,5,4,4,28,0,0,0,0,0,0,0,0,0,0,0,1
113,156,5,5,1,29,25,800,350,0,0,1,0,0,0,0,1,0
114,90,5,5,2,29,14,600,285,1,0,0,0,0,1,0,0,0
115,126,5,5,3,29,21,800,285,0,0,1,0,0,1,0,0,0
116,0,5,5,4,29,0,0,0,0,0,0,0,0,0,0,0,1
117,135,5,6,1,30,27,800,285,0,0,1,0,0,0,1,0,0
118,80,5,6,2,30,15,400,285,1,0,0,0,0,0,0,1,0
119,115,5,6,3,30,25,600,285,0,1,0,0,0,0,0,1,0
120,0,5,6,4,30,0,0,0,0,0,0,0,0,0,0,0,1
121,41,6,1,1,31,25,600,220,0,1,0,0,1,0,0,0,0
122,79,6,1,2,31,15,400,285,1,0,0,0,0,0,1,0,0
123,33,6,1,3,31,21,600,220,0,1,0,0,1,0,0,0,0
124,0,6,1,4,31,0,0,0,0,0,0,0,0,0,0,0,1
125,81,6,2,1,32,17,400,285,1,0,0,0,1,0,0,0,0
126,133,6,2,2,32,27,800,285,0,0,1,0,1,0,0,0,0
127,9,6,2,3,32,15,400,220,1,0,0,0,1,0,0,0,0
128,0,6,2,4,32,0,0,0,0,0,0,0,0,0,0,0,1
129,80,6,3,1,33,15,400,285,1,0,0,0,0,0,0,1,0
130,24,6,3,2,33,14,600,220,1,0,0,0,0,0,0,1,0
131,123,6,3,3,33,27,600,285,0,1,0,0,0,0,0,1,0
132,0,6,3,4,33,0,0,0,0,0,0,0,0,0,0,0,1
133,153,6,4,1,34,25,800,350,0,0,1,0,1,0,0,0,0
134,49,6,4,2,34,27,600,220,0,1,0,0,1,0,0,0,0
135,103,6,4,3,34,21,600,285,0,1,0,0,0,1,0,0,0
136,0,6,4,4,34,0,0,0,0,0,0,0,0,0,0,0,1
137,163,6,5,1,35,27,1000,415,0,0,0,1,0,0,1,0,0
138,70,6,5,2,35,12,400,285,1,0,0,0,0,1,0,0,0
139,127,6,5,3,35,21,800,285,0,0,1,0,0,0,1,0,0
140,0,6,5,4,35,0,0,0,0,0,0,0,0,0,0,0,1
141,123,6,6,1,36,27,600,285,0,1,0,0,0,0,0,1,0
142,48,6,6,2,36,25,600,220,0,0,1,0,0,0,0,1,0
143,2,6,6,3,36,12,400,220,1,0,0,0,0,1,0,0,0
144,0,6,6,4,36,0,0,0,0,0,0,0,0,0,0,0,1
145,68,7,1,1,37,27,800,220,0,0,1,0,0,0,0,1,0
146,139,7,1,2,37,21,600,350,0,0,1,0,0,0,1,0,0
147,50,7,1,3,37,27,600,220,0,0,1,0,1,0,0,0,0
148,0,7,1,4,37,0,0,0,0,0,0,0,0,0,0,0,1
149,51,7,2,1,38,27,600,220,0,1,0,0,0,1,0,0,0
150,78,7,2,2,38,15,400,285,1,0,0,0,0,1,0,0,0
151,165,7,2,3,38,30,1000,415,0,0,0,1,1,0,0,0,0
152,0,7,2,4,38,0,0,0,0,0,0,0,0,0,0,0,1
153,173,7,3,1,39,34,1000,415,0,0,0,1,1,0,0,0,0
154,93,7,3,2,39,15,600,285,1,0,0,0,1,0,0,0,0
155,32,7,3,3,39,17,600,220,1,0,0,0,0,0,0,1,0
156,0,7,3,4,39,0,0,0,0,0,0,0,0,0,0,0,1
157,155,7,4,1,40,25,800,350,0,0,1,0,0,0,1,0,0
158,9,7,4,2,40,15,400,220,1,0,0,0,1,0,0,0,0
159,80,7,4,3,40,15,400,285,1,0,0,0,0,0,0,1,0
160,0,7,4,4,40,0,0,0,0,0,0,0,0,0,0,0,1
161,79,7,5,1,41,15,400,285,1,0,0,0,0,0,1,0,0
162,100,7,5,2,41,17,600,285,1,0,0,0,0,0,0,1,0
163,63,7,5,3,41,25,800,220,0,0,1,0,0,0,1,0,0
164,0,7,5,4,41,0,0,0,0,0,0,0,0,0,0,0,1
165,55,7,6,1,42,27,600,220,0,1,0,0,0,0,0,1,0
166,30,7,6,2,42,17,600,220,1,0,0,0,0,1,0,0,0
167,76,7,6,3,42,14,400,285,1,0,0,0,0,0,0,1,0
168,0,7,6,4,42,0,0,0,0,0,0,0,0,0,0,0,1
169,99,8,1,1,43,17,600,285,1,0,0,0,0,0,1,0,0
170,15,8,1,2,43,17,400,220,1,0,0,0,0,0,1,0,0
171,174,8,1,3,43,34,1000,415,0,0,0,1,0,1,0,0,0
172,0,8,1,4,43,0,0,0,0,0,0,0,0,0,0,0,1
173,169,8,2,1,44,31,1000,415,0,0,0,1,1,0,0,0,0
174,136,8,2,2,44,27,800,285,0,0,1,0,0,0,0,1,0
175,147,8,2,3,44,27,600,350,0,0,1,0,0,0,1,0,0
176,0,8,2,4,44,0,0,0,0,0,0,0,0,0,0,0,1
177,58,8,3,1,45,21,800,220,0,0,1,0,0,1,0,0,0
178,166,8,3,2,45,30,1000,415,0,0,0,1,0,1,0,0,0
179,135,8,3,3,45,27,800,285,0,0,1,0,0,0,1,0,0
180,0,8,3,4,45,0,0,0,0,0,0,0,0,0,0,0,1
181,22,8,4,1,46,14,600,220,1,0,0,0,0,1,0,0,0
182,69,8,4,2,46,12,400,285,1,0,0,0,1,0,0,0,0
183,39,8,4,3,46,21,600,220,0,1,0,0,0,0,0,1,0
184,0,8,4,4,46,0,0,0,0,0,0,0,0,0,0,0,1
185,131,8,5,1,47,25,800,285,0,0,1,0,0,0,1,0,0
186,17,8,5,2,47,12,600,220,1,0,0,0,1,0,0,0,0
187,51,8,5,3,47,27,600,220,0,1,0,0,0,1,0,0,0
188,0,8,5,4,47,0,0,0,0,0,0,0,0,0,0,0,1
189,92,8,6,1,48,14,600,285,1,0,0,0,0,0,0,1,0
190,54,8,6,2,48,27,600,220,0,0,1,0,0,0,1,0,0
191,22,8,6,3,48,14,600,220,1,0,0,0,0,1,0,0,0
192,0,8,6,4,48,0,0,0,0,0,0,0,0,0,0,0,1
193,138,9,1,1,49,21,600,350,0,0,1,0,0,1,0,0,0
194,39,9,1,2,49,21,600,220,0,1,0,0,0,0,0,1,0
195,132,9,1,3,49,25,800,285,0,0,1,0,0,0,0,1,0
196,0,9,1,4,49,0,0,0,0,0,0,0,0,0,0,0,1
197,13,9,2,1,50,17,400,220,1,0,0,0,1,0,0,0,0
198,33,9,2,2,50,21,600,220,0,1,0,0,1,0,0,0,0
199,25,9,2,3,50,15,600,220,1,0,0,0,1,0,0,0,0
200,0,9,2,4,50,0,0,0,0,0,0,0,0,0,0,0,1
201,70,9,3,1,51,12,400,285,1,0,0,0,0,1,0,0,0
202,21,9,3,2,51,14,600,220,1,0,0,0,1,0,0,0,0
203,97,9,3,3,51,17,600,285,1,0,0,0,1,0,0,0,0
204,0,9,3,4,51,0,0,0,0,0,0,0,0,0,0,0,1
205,103,9,4,1,52,21,600,285,0,1,0,0,0,1,0,0,0
206,45,9,4,2,52,25,600,220,0,1,0,0,0,0,1,0,0
207,119,9,4,3,52,27,600,285,0,1,0,0,0,1,0,0,0
208,0,9,4,4,52,0,0,0,0,0,0,0,0,0,0,0,1
209,106,9,5,1,53,21,600,285,0,0,1,0,0,0,1,0,0
210,127,9,5,2,53,21,800,285,0,0,1,0,0,0,1,0,0
211,15,9,5,3,53,17,400,220,1,0,0,0,0,0,1,0,0
212,0,9,5,4,53,0,0,0,0,0,0,0,0,0,0,0,1
213,121,9,6,1,54,27,600,285,0,1,0,0,0,0,1,0,0
214,37,9,6,2,54,21,600,220,0,1,0,0,0,0,1,0,0
215,18,9,6,3,54,12,600,220,1,0,0,0,0,1,0,0,0
216,0,9,6,4,54,0,0,0,0,0,0,0,0,0,0,0,1
217,72,10,1,1,55,12,400,285,1,0,0,0,0,0,0,1,0
218,84,10,1,2,55,17,400,285,1,0,0,0,0,0,0,1,0
219,41,10,1,3,55,25,600,220,0,1,0,0,1,0,0,0,0
220,0,10,1,4,55,0,0,0,0,0,0,0,0,0,0,0,1
221,33,10,2,1,56,21,600,220,0,1,0,0,1,0,0,0,0
222,144,10,2,2,56,25,600,350,0,0,1,0,0,0,0,1,0
223,82,10,2,3,56,17,400,285,1,0,0,0,0,1,0,0,0
224,0,10,2,4,56,0,0,0,0,0,0,0,0,0,0,0,1
225,10,10,3,1,57,15,400,220,1,0,0,0,0,1,0,0,0
226,163,10,3,2,57,27,1000,415,0,0,0,1,0,0,1,0,0
227,62,10,3,3,57,25,800,220,0,0,1,0,0,1,0,0,0
228,0,10,3,4,57,0,0,0,0,0,0,0,0,0,0,0,1
229,107,10,4,1,58,21,600,285,0,1,0,0,0,0,0,1,0
230,13,10,4,2,58,17,400,220,1,0,0,0,1,0,0,0,0
231,134,10,4,3,58,27,800,285,0,0,1,0,0,1,0,0,0
232,0,10,4,4,58,0,0,0,0,0,0,0,0,0,0,0,1
233,161,10,5,1,59,27,1000,415,0,0,0,1,1,0,0,0,0
234,109,10,5,2,59,25,600,285,0,1,0,0,1,0,0,0,0
235,31,10,5,3,59,17,600,220,1,0,0,0,0,0,1,0,0
236,0,10,5,4,59,0,0,0,0,0,0,0,0,0,0,0,1
237,141,10,6,1,60,25,600,350,0,0,1,0,1,0,0,0,0
238,81,10,6,2,60,17,400,285,1,0,0,0,1,0,0,0,0
239,47,10,6,3,60,25,600,220,0,1,0,0,0,0,0,1,0
240,0,10,6,4,60,0,0,0,0,0,0,0,0,0,0,0,1
241,176,11,1,1,61,34,1000,415,0,0,0,1,0,0,0,1,0
242,52,11,1,2,61,27,600,220,0,0,1,0,0,1,0,0,0
243,12,11,1,3,61,15,400,220,1,0,0,0,0,0,0,1,0
244,0,11,1,4,61,0,0,0,0,0,0,0,0,0,0,0,1
245,76,11,2,1,62,14,400,285,1,0,0,0,0,0,0,1,0
246,104,11,2,2,62,21,600,285,0,0,1,0,0,1,0,0,0
247,156,11,2,3,62,25,800,350,0,0,1,0,0,0,0,1,0
248,0,11,2,4,62,0,0,0,0,0,0,0,0,0,0,0,1
249,126,11,3,1,63,21,800,285,0,0,1,0,0,1,0,0,0
250,8,11,3,2,63,14,400,220,1,0,0,0,0,0,0,1,0
251,70,11,3,3,63,12,400,285,1,0,0,0,0,1,0,0,0
252,0,11,3,4,63,0,0,0,0,0,0,0,0,0,0,0,1
253,142,11,4,1,64,25,600,350,0,0,1,0,0,1,0,0,0
254,50,11,4,2,64,27,600,220,0,0,1,0,1,0,0,0,0
255,141,11,4,3,64,25,600,350,0,0,1,0,1,0,0,0,0
256,0,11,4,4,64,0,0,0,0,0,0,0,0,0,0,0,1
257,78,11,5,1,65,15,400,285,1,0,0,0,0,1,0,0,0
258,88,11,5,2,65,12,600,285,1,0,0,0,0,0,0,1,0
259,150,11,5,3,65,21,800,350,0,0,1,0,0,1,0,0,0
260,0,11,5,4,65,0,0,0,0,0,0,0,0,0,0,0,1
261,87,11,6,1,66,12,600,285,1,0,0,0,0,0,1,0,0
262,61,11,6,2,66,25,800,220,0,0,1,0,1,0,0,0,0
263,64,11,6,3,66,25,800,220,0,0,1,0,0,0,0,1,0
264,0,11,6,4,66,0,0,0,0,0,0,0,0,0,0,0,1
265,60,12,1,1,67,21,800,220,0,0,1,0,0,0,0,1,0
266,25,12,1,2,67,15,600,220,1,0,0,0,1,0,0,0,0
267,28,12,1,3,67,15,600,220,1,0,0,0,0,0,0,1,0
268,0,12,1,4,67,0,0,0,0,0,0,0,0,0,0,0,1
269,9,12,2,1,68,15,400,220,1,0,0,0,1,0,0,0,0
270,85,12,2,2,68,12,600,285,1,0,0,0,1,0,0,0,0
271,81,12,2,3,68,17,400,285,1,0,0,0,1,0,0,0,0
272,0,12,2,4,68,0,0,0,0,0,0,0,0,0,0,0,1
273,20,12,3,1,69,12,600,220,1,0,0,0,0,0,0,1,0
274,44,12,3,2,69,25,600,220,0,0,1,0,0,1,0,0,0
275,138,12,3,3,69,21,600,350,0,0,1,0,0,1,0,0,0
276,0,12,3,4,69,0,0,0,0,0,0,0,0,0,0,0,1
277,52,12,4,1,70,27,600,220,0,0,1,0,0,1,0,0,0
278,46,12,4,2,70,25,600,220,0,0,1,0,0,0,1,0,0
279,111,12,4,3,70,25,600,285,0,1,0,0,0,1,0,0,0
280,0,12,4,4,70,0,0,0,0,0,0,0,0,0,0,0,1
281,124,12,5,1,71,27,600,285,0,0,1,0,0,0,0,1,0
282,108,12,5,2,71,21,600,285,0,0,1,0,0,0,0,1,0
283,77,12,5,3,71,15,400,285,1,0,0,0,1,0,0,0,0
284,0,12,5,4,71,0,0,0,0,0,0,0,0,0,0,0,1
285,91,12,6,1,72,14,600,285,1,0,0,0,0,0,1,0,0
286,172,12,6,2,72,31,1000,415,0,0,0,1,0,0,0,1,0
287,120,12,6,3,72,27,600,285,0,0,1,0,0,1,0,0,0
288,0,12,6,4,72,0,0,0,0,0,0,0,0,0,0,0,1
289,111,13,1,1,73,25,600,285,0,1,0,0,0,1,0,0,0
290,22,13,1,2,73,14,600,220,1,0,0,0,0,1,0,0,0
291,94,13,1,3,73,15,600,285,1,0,0,0,0,1,0,0,0
292,0,13,1,4,73,0,0,0,0,0,0,0,0,0,0,0,1
293,120,13,2,1,74,27,600,285,0,0,1,0,0,1,0,0,0
294,152,13,2,2,74,21,800,350,0,0,1,0,0,0,0,1,0
295,122,13,2,3,74,27,600,285,0,0,1,0,0,0,1,0,0
296,0,13,2,4,74,0,0,0,0,0,0,0,0,0,0,0,1
297,19,13,3,1,75,12,600,220,1,0,0,0,0,0,1,0,0
298,107,13,3,2,75,21,600,285,0,1,0,0,0,0,0,1,0
299,6,13,3,3,75,14,400,220,1,0,0,0,0,1,0,0,0
300,0,13,3,4,75,0,0,0,0,0,0,0,0,0,0,0,1
301,40,13,4,1,76,21,600,220,0,0,1,0,0,0,0,1,0
302,165,13,4,2,76,30,1000,415,0,0,0,1,1,0,0,0,0
303,65,13,4,3,76,27,800,220,0,0,1,0,1,0,0,0,0
304,0,13,4,4,76,0,0,0,0,0,0,0,0,0,0,0,1
305,77,13,5,1,77,15,400,285,1,0,0,0,1,0,0,0,0
306,117,13,5,2,77,27,600,285,0,1,0,0,1,0,0,0,0
307,108,13,5,3,77,21,600,285,0,0,1,0,0,0,0,1,0
308,0,13,5,4,77,0,0,0,0,0,0,0,0,0,0,0,1
309,167,13,6,1,78,30,1000,415,0,0,0,1,0,0,1,0,0
310,47,13,6,2,78,25,600,220,0,1,0,0,0,0,0,1,0
311,98,13,6,3,78,17,600,285,1,0,0,0,0,1,0,0,0
312,0,13,6,4,78,0,0,0,0,0,0,0,0,0,0,0,1
313,75,14,1,1,79,14,400,285,1,0,0,0,0,0,1,0,0
314,175,14,1,2,79,34,1000,415,0,0,0,1,0,0,1,0,0
315,143,14,1,3,79,25,600,350,0,0,1,0,0,0,1,0,0
316,0,14,1,4,79,0,0,0,0,0,0,0,0,0,0,0,1
317,133,14,2,1,80,27,800,285,0,0,1,0,1,0,0,0,0
318,96,14,2,2,80,15,600,285,1,0,0,0,0,0,0,1,0
319,53,14,2,3,80,27,600,220,0,1,0,0,0,0,1,0,0
320,0,14,2,4,80,0,0,0,0,0,0,0,0,0,0,0,1
321,17,14,3,1,81,12,600,220,1,0,0,0,1,0,0,0,0
322,2,14,3,2,81,12,400,220,1,0,0,0,0,1,0,0,0
323,73,14,3,3,81,14,400,285,1,0,0,0,1,0,0,0,0
324,0,14,3,4,81,0,0,0,0,0,0,0,0,0,0,0,1
325,59,14,4,1,82,21,800,220,0,0,1,0,0,0,1,0,0
326,29,14,4,2,82,17,600,220,1,0,0,0,1,0,0,0,0
327,172,14,4,3,82,31,1000,415,0,0,0,1,0,0,0,1,0
328,0,14,4,4,82,0,0,0,0,0,0,0,0,0,0,0,1
329,45,14,5,1,83,25,600,220,0,1,0,0,0,0,1,0,0
330,119,14,5,2,83,27,600,285,0,1,0,0,0,1,0,0,0
331,27,14,5,3,83,15,600,220,1,0,0,0,0,0,1,0,0
332,0,14,5,4,83,0,0,0,0,0,0,0,0,0,0,0,1
333,62,14,6,1,84,25,800,220,0,0,1,0,0,1,0,0,0
334,56,14,6,2,84,27,600,220,0,0,1,0,0,0,0,1,0
335,175,14,6,3,84,34,1000,415,0,0,0,1,0,0,1,0,0
336,0,14,6,4,84,0,0,0,0,0,0,0,0,0,0,0,1
337,38,15,1,1,85,21,600,220,0,0,1,0,0,0,1,0,0
338,159,15,1,2,85,27,800,350,0,0,1,0,0,0,1,0,0
339,137,15,1,3,85,21,600,350,0,0,1,0,1,0,0,0,0
340,0,15,1,4,85,0,0,0,0,0,0,0,0,0,0,0,1
341,83,15,2,1,86,17,400,285,1,0,0,0,0,0,1,0,0
342,95,15,2,2,86,15,600,285,1,0,0,0,0,0,1,0,0
343,84,15,2,3,86,17,400,285,1,0,0,0,0,0,0,1,0
344,0,15,2,4,86,0,0,0,0,0,0,0,0,0,0,0,1
345,174,15,3,1,87,34,1000,415,0,0,0,1,0,1,0,0,0
346,148,15,3,2,87,27,600,350,0,0,1,0,0,0,0,1,0
347,43,15,3,3,87,25,600,220,0,1,0,0,0,1,0,0,0
348,0,15,3,4,87,0,0,0,0,0,0,0,0,0,0,0,1
349,165,15,4,1,88,30,1000,415,0,0,0,1,1,0,0,0,0
350,7,15,4,2,88,14,400,220,1,0,0,0,0,0,1,0,0
351,100,15,4,3,88,17,600,285,1,0,0,0,0,0,0,1,0
352,0,15,4,4,88,0,0,0,0,0,0,0,0,0,0,0,1
353,12,15,5,1,89,15,400,220,1,0,0,0,0,0,0,1,0
354,123,15,5,2,89,27,600,285,0,1,0,0,0,0,0,1,0
355,139,15,5,3,89,21,600,350,0,0,1,0,0,0,1,0,0
356,0,15,5,4,89,0,0,0,0,0,0,0,0,0,0,0,1
357,108,15,6,1,90,21,600,285,0,0,1,0,0,0,0,1,0
358,26,15,6,2,90,15,600,220,1,0,0,0,0,1,0,0,0
359,167,15,6,3,90,30,1000,415,0,0,0,1,0,0,1,0,0
360,0,15,6,4,90,0,0,0,0,0,0,0,0,0,0,0,1
361,119,16,1,1,91,27,600,285,0,1,0,0,0,1,0,0,0
362,12,16,1,2,91,15,400,220,1,0,0,0,0,0,0,1,0
363,168,16,1,3,91,30,1000,415,0,0,0,1,0,0,0,1,0
364,0,16,1,4,91,0,0,0,0,0,0,0,0,0,0,0,1
365,152,16,2,1,92,21,800,350,0,0,1,0,0,0,0,1,0
366,143,16,2,2,92,25,600,350,0,0,1,0,0,0,1,0,0
367,153,16,2,3,92,25,800,350,0,0,1,0,1,0,0,0,0
368,0,16,2,4,92,0,0,0,0,0,0,0,0,0,0,0,1
369,57,16,3,1,93,21,800,220,0,0,1,0,1,0,0,0,0
370,5,16,3,2,93,14,400,220,1,0,0,0,1,0,0,0,0
371,163,16,3,3,93,27,1000,415,0,0,0,1,0,0,1,0,0
372,0,16,3,4,93,0,0,0,0,0,0,0,0,0,0,0,1
373,130,16,4,1,94,25,800,285,0,0,1,0,0,1,0,0,0
374,89,16,4,2,94,14,600,285,1,0,0,0,1,0,0,0,0
375,7,16,4,3,94,14,400,220,1,0,0,0,0,0,1,0,0
376,0,16,4,4,94,0,0,0,0,0,0,0,0,0,0,0,1
377,47,16,5,1,95,25,600,220,0,1,0,0,0,0,0,1,0
378,174,16,5,2,95,34,1000,415,0,0,0,1,0,1,0,0,0
379,159,16,5,3,95,27,800,350,0,0,1,0,0,0,1,0,0
380,0,16,5,4,95,0,0,0,0,0,0,0,0,0,0,0,1
381,65,16,6,1,96,27,800,220,0,0,1,0,1,0,0,0,0
382,51,16,6,2,96,27,600,220,0,1,0,0,0,1,0,0,0
