"respondent_id","question_id","choice","price","type_burger_classic","type_burger_premium","type_bundle_classic","type_bundle_premium","brand_mcdonalds","brand_burger_king","brand_max_burger","brand_wendys","is_well_known","no_choice","past.use_this","brand.recall_this","brand.recognition_this","brand.recall_score","age","market_awareness","total_recalled","total_recognized","total_price_guess_diff","city_under_500k","city_over_500k","rural","is_female","is_graduated","income_low","income_mid","income_high","eats_fastfood_weekly","eats_fastfood_rarely","respondent_question_id"
2,1,0,29,0,0,1,0,0,1,0,0,1,0,0,1,1,5,27,11,12,8,18.9,0,1,0,0,1,0,1,0,1,0,"2_1"
2,1,1,27,0,0,0,1,0,0,1,0,0,0,0,0,1,0,27,11,12,8,18.9,0,1,0,0,1,0,1,0,1,0,"2_1"
2,1,0,23,0,0,1,0,1,0,0,0,1,0,1,1,1,5,27,11,12,8,18.9,0,1,0,0,1,0,1,0,1,0,"2_1"
2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,11,12,8,18.9,0,1,0,0,1,0,1,0,1,0,"2_1"
2,2,0,23,0,0,1,0,1,0,0,0,1,0,1,1,1,5,27,11,12,8,18.9,0,1,0,0,1,0,1,0,1,0,"2_2"
2,2,0,29,0,0,1,0,0,1,0,0,1,0,0,1,1,5,27,11,12,8,18.9,0,1,0,0,1,0,1,0,1,0,"2_2"
2,2,1,37,0,0,0,1,0,1,0,0,1,0,0,1,1,5,27,11,12,8,18.9,0,1,0,0,1,0,1,0,1,0,"2_2"
2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,11,12,8,18.9,0,1,0,0,1,0,1,0,1,0,"2_2"
2,3,0,29,0,0,1,0,0,0,0,1,0,0,0,1,1,3,27,11,12,8,18.9,0,1,0,0,1,0,1,0,1,0,"2_3"
2,3,0,37,0,0,0,1,0,1,0,0,1,0,0,1,1,5,27,11,12,8,18.9,0,1,0,0,1,0,1,0,1,0,"2_3"
2,3,1,27,0,0,0,1,0,0,1,0,0,0,0,0,1,0,27,11,12,8,18.9,0,1,0,0,1,0,1,0,1,0,"2_3"
2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,11,12,8,18.9,0,1,0,0,1,0,1,0,1,0,"2_3"
2,4,0,27,0,0,0,1,0,0,1,0,0,0,0,0,1,0,27,11,12,8,18.9,0,1,0,0,1,0,1,0,1,0,"2_4"
2,4,1,23,0,0,1,0,0,0,1,0,0,0,0,0,1,0,27,11,12,8,18.9,0,1,0,0,1,0,1,0,1,0,"2_4"
2,4,0,29,0,0,1,0,0,1,0,0,1,0,0,1,1,5,27,11,12,8,18.9,0,1,0,0,1,0,1,0,1,0,"2_4"
2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,11,12,8,18.9,0,1,0,0,1,0,1,0,1,0,"2_4"
2,5,0,37,0,0,0,1,0,1,0,0,1,0,0,1,1,5,27,11,12,8,18.9,0,1,0,0,1,0,1,0,1,0,"2_5"
2,5,1,29,0,0,1,0,0,0,0,1,0,0,0,1,1,3,27,11,12,8,18.9,0,1,0,0,1,0,1,0,1,0,"2_5"
2,5,0,23,0,0,1,0,0,0,1,0,0,0,0,0,1,0,27,11,12,8,18.9,0,1,0,0,1,0,1,0,1,0,"2_5"
2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,11,12,8,18.9,0,1,0,0,1,0,1,0,1,0,"2_5"
2,6,0,23,0,0,1,0,0,0,1,0,0,0,0,0,1,0,27,11,12,8,18.9,0,1,0,0,1,0,1,0,1,0,"2_6"
2,6,1,23,0,0,1,0,1,0,0,0,1,0,1,1,1,5,27,11,12,8,18.9,0,1,0,0,1,0,1,0,1,0,"2_6"
2,6,0,29,0,0,1,0,0,0,0,1,0,0,0,1,1,3,27,11,12,8,18.9,0,1,0,0,1,0,1,0,1,0,"2_6"
2,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,11,12,8,18.9,0,1,0,0,1,0,1,0,1,0,"2_6"
3,1,0,29,0,0,1,0,0,1,0,0,1,0,0,1,0,3,26,8,4,4,4.69,0,1,0,1,1,0,1,0,0,1,"3_1"
3,1,0,27,0,0,0,1,0,0,1,0,0,0,0,0,0,0,26,8,4,4,4.69,0,1,0,1,1,0,1,0,0,1,"3_1"
3,1,0,23,0,0,1,0,1,0,0,0,1,0,1,1,1,5,26,8,4,4,4.69,0,1,0,1,1,0,1,0,0,1,"3_1"
3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,8,4,4,4.69,0,1,0,1,1,0,1,0,0,1,"3_1"
3,2,0,23,0,0,1,0,1,0,0,0,1,0,1,1,1,5,26,8,4,4,4.69,0,1,0,1,1,0,1,0,0,1,"3_2"
3,2,0,29,0,0,1,0,0,1,0,0,1,0,0,1,0,3,26,8,4,4,4.69,0,1,0,1,1,0,1,0,0,1,"3_2"
3,2,0,37,0,0,0,1,0,1,0,0,1,0,0,1,0,3,26,8,4,4,4.69,0,1,0,1,1,0,1,0,0,1,"3_2"
3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,8,4,4,4.69,0,1,0,1,1,0,1,0,0,1,"3_2"
3,3,0,29,0,0,1,0,0,0,0,1,0,0,0,0,0,0,26,8,4,4,4.69,0,1,0,1,1,0,1,0,0,1,"3_3"
3,3,0,37,0,0,0,1,0,1,0,0,1,0,0,1,0,3,26,8,4,4,4.69,0,1,0,1,1,0,1,0,0,1,"3_3"
3,3,0,27,0,0,0,1,0,0,1,0,0,0,0,0,0,0,26,8,4,4,4.69,0,1,0,1,1,0,1,0,0,1,"3_3"
3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,8,4,4,4.69,0,1,0,1,1,0,1,0,0,1,"3_3"
3,4,0,27,0,0,0,1,0,0,1,0,0,0,0,0,0,0,26,8,4,4,4.69,0,1,0,1,1,0,1,0,0,1,"3_4"
3,4,0,23,0,0,1,0,0,0,1,0,0,0,0,0,0,0,26,8,4,4,4.69,0,1,0,1,1,0,1,0,0,1,"3_4"
3,4,0,29,0,0,1,0,0,1,0,0,1,0,0,1,0,3,26,8,4,4,4.69,0,1,0,1,1,0,1,0,0,1,"3_4"
3,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,8,4,4,4.69,0,1,0,1,1,0,1,0,0,1,"3_4"
3,5,0,37,0,0,0,1,0,1,0,0,1,0,0,1,0,3,26,8,4,4,4.69,0,1,0,1,1,0,1,0,0,1,"3_5"
3,5,0,29,0,0,1,0,0,0,0,1,0,0,0,0,0,0,26,8,4,4,4.69,0,1,0,1,1,0,1,0,0,1,"3_5"
3,5,0,23,0,0,1,0,0,0,1,0,0,0,0,0,0,0,26,8,4,4,4.69,0,1,0,1,1,0,1,0,0,1,"3_5"
3,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,8,4,4,4.69,0,1,0,1,1,0,1,0,0,1,"3_5"
3,6,0,23,0,0,1,0,0,0,1,0,0,0,0,0,0,0,26,8,4,4,4.69,0,1,0,1,1,0,1,0,0,1,"3_6"
3,6,0,23,0,0,1,0,1,0,0,0,1,0,1,1,1,5,26,8,4,4,4.69,0,1,0,1,1,0,1,0,0,1,"3_6"
3,6,0,29,0,0,1,0,0,0,0,1,0,0,0,0,0,0,26,8,4,4,4.69,0,1,0,1,1,0,1,0,0,1,"3_6"
3,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,8,4,4,4.69,0,1,0,1,1,0,1,0,0,1,"3_6"
4,1,0,29,0,0,1,0,0,1,0,0,1,0,0,1,1,2,23,11,9,8,12.31,1,0,0,1,1,1,0,0,0,1,"4_1"
4,1,0,27,0,0,0,1,0,0,1,0,0,0,0,1,1,3,23,11,9,8,12.31,1,0,0,1,1,1,0,0,0,1,"4_1"
4,1,0,23,0,0,1,0,1,0,0,0,1,0,1,1,1,5,23,11,9,8,12.31,1,0,0,1,1,1,0,0,0,1,"4_1"
4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,11,9,8,12.31,1,0,0,1,1,1,0,0,0,1,"4_1"
4,2,0,23,0,0,1,0,1,0,0,0,1,0,1,1,1,5,23,11,9,8,12.31,1,0,0,1,1,1,0,0,0,1,"4_2"
4,2,0,29,0,0,1,0,0,1,0,0,1,0,0,1,1,2,23,11,9,8,12.31,1,0,0,1,1,1,0,0,0,1,"4_2"
4,2,1,37,0,0,0,1,0,1,0,0,1,0,0,1,1,2,23,11,9,8,12.31,1,0,0,1,1,1,0,0,0,1,"4_2"
4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,11,9,8,12.31,1,0,0,1,1,1,0,0,0,1,"4_2"
4,3,0,29,0,0,1,0,0,0,0,1,0,0,0,1,1,5,23,11,9,8,12.31,1,0,0,1,1,1,0,0,0,1,"4_3"
4,3,0,37,0,0,0,1,0,1,0,0,1,0,0,1,1,2,23,11,9,8,12.31,1,0,0,1,1,1,0,0,0,1,"4_3"
4,3,0,27,0,0,0,1,0,0,1,0,0,0,0,1,1,3,23,11,9,8,12.31,1,0,0,1,1,1,0,0,0,1,"4_3"
4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,11,9,8,12.31,1,0,0,1,1,1,0,0,0,1,"4_3"
4,4,0,27,0,0,0,1,0,0,1,0,0,0,0,1,1,3,23,11,9,8,12.31,1,0,0,1,1,1,0,0,0,1,"4_4"
4,4,0,23,0,0,1,0,0,0,1,0,0,0,0,1,1,3,23,11,9,8,12.31,1,0,0,1,1,1,0,0,0,1,"4_4"
4,4,1,29,0,0,1,0,0,1,0,0,1,0,0,1,1,2,23,11,9,8,12.31,1,0,0,1,1,1,0,0,0,1,"4_4"
4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,11,9,8,12.31,1,0,0,1,1,1,0,0,0,1,"4_4"
4,5,1,37,0,0,0,1,0,1,0,0,1,0,0,1,1,2,23,11,9,8,12.31,1,0,0,1,1,1,0,0,0,1,"4_5"
4,5,0,29,0,0,1,0,0,0,0,1,0,0,0,1,1,5,23,11,9,8,12.31,1,0,0,1,1,1,0,0,0,1,"4_5"
4,5,0,23,0,0,1,0,0,0,1,0,0,0,0,1,1,3,23,11,9,8,12.31,1,0,0,1,1,1,0,0,0,1,"4_5"
4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,11,9,8,12.31,1,0,0,1,1,1,0,0,0,1,"4_5"
4,6,0,23,0,0,1,0,0,0,1,0,0,0,0,1,1,3,23,11,9,8,12.31,1,0,0,1,1,1,0,0,0,1,"4_6"
4,6,1,23,0,0,1,0,1,0,0,0,1,0,1,1,1,5,23,11,9,8,12.31,1,0,0,1,1,1,0,0,0,1,"4_6"
4,6,0,29,0,0,1,0,0,0,0,1,0,0,0,1,1,5,23,11,9,8,12.31,1,0,0,1,1,1,0,0,0,1,"4_6"
4,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,11,9,8,12.31,1,0,0,1,1,1,0,0,0,1,"4_6"
5,1,0,29,0,0,1,0,0,1,0,0,1,0,0,1,1,3,24,10,5,6,4.31,0,1,0,1,0,1,0,0,0,1,"5_1"
5,1,0,27,0,0,0,1,0,0,1,0,0,0,0,1,1,5,24,10,5,6,4.31,0,1,0,1,0,1,0,0,0,1,"5_1"
5,1,0,23,0,0,1,0,1,0,0,0,1,0,1,1,1,5,24,10,5,6,4.31,0,1,0,1,0,1,0,0,0,1,"5_1"
5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,10,5,6,4.31,0,1,0,1,0,1,0,0,0,1,"5_1"
5,2,0,23,0,0,1,0,1,0,0,0,1,0,1,1,1,5,24,10,5,6,4.31,0,1,0,1,0,1,0,0,0,1,"5_2"
5,2,0,29,0,0,1,0,0,1,0,0,1,0,0,1,1,3,24,10,5,6,4.31,0,1,0,1,0,1,0,0,0,1,"5_2"
5,2,0,37,0,0,0,1,0,1,0,0,1,0,0,1,1,3,24,10,5,6,4.31,0,1,0,1,0,1,0,0,0,1,"5_2"
5,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,10,5,6,4.31,0,1,0,1,0,1,0,0,0,1,"5_2"
5,3,0,29,0,0,1,0,0,0,0,1,0,0,0,0,0,0,24,10,5,6,4.31,0,1,0,1,0,1,0,0,0,1,"5_3"
5,3,0,37,0,0,0,1,0,1,0,0,1,0,0,1,1,3,24,10,5,6,4.31,0,1,0,1,0,1,0,0,0,1,"5_3"
5,3,0,27,0,0,0,1,0,0,1,0,0,0,0,1,1,5,24,10,5,6,4.31,0,1,0,1,0,1,0,0,0,1,"5_3"
5,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,10,5,6,4.31,0,1,0,1,0,1,0,0,0,1,"5_3"
5,4,0,27,0,0,0,1,0,0,1,0,0,0,0,1,1,5,24,10,5,6,4.31,0,1,0,1,0,1,0,0,0,1,"5_4"
5,4,0,23,0,0,1,0,0,0,1,0,0,0,0,1,1,5,24,10,5,6,4.31,0,1,0,1,0,1,0,0,0,1,"5_4"
5,4,0,29,0,0,1,0,0,1,0,0,1,0,0,1,1,3,24,10,5,6,4.31,0,1,0,1,0,1,0,0,0,1,"5_4"
5,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,10,5,6,4.31,0,1,0,1,0,1,0,0,0,1,"5_4"
5,5,0,37,0,0,0,1,0,1,0,0,1,0,0,1,1,3,24,10,5,6,4.31,0,1,0,1,0,1,0,0,0,1,"5_5"
5,5,0,29,0,0,1,0,0,0,0,1,0,0,0,0,0,0,24,10,5,6,4.31,0,1,0,1,0,1,0,0,0,1,"5_5"
5,5,0,23,0,0,1,0,0,0,1,0,0,0,0,1,1,5,24,10,5,6,4.31,0,1,0,1,0,1,0,0,0,1,"5_5"
5,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,10,5,6,4.31,0,1,0,1,0,1,0,0,0,1,"5_5"
5,6,0,23,0,0,1,0,0,0,1,0,0,0,0,1,1,5,24,10,5,6,4.31,0,1,0,1,0,1,0,0,0,1,"5_6"
5,6,0,23,0,0,1,0,1,0,0,0,1,0,1,1,1,5,24,10,5,6,4.31,0,1,0,1,0,1,0,0,0,1,"5_6"
5,6,0,29,0,0,1,0,0,0,0,1,0,0,0,0,0,0,24,10,5,6,4.31,0,1,0,1,0,1,0,0,0,1,"5_6"
5,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,10,5,6,4.31,0,1,0,1,0,1,0,0,0,1,"5_6"
6,1,1,29,0,0,1,0,0,1,0,0,1,0,0,1,1,5,24,11,5,8,3.31,0,1,0,1,1,0,1,0,0,1,"6_1"
6,1,0,27,0,0,0,1,0,0,1,0,0,0,0,1,1,3,24,11,5,8,3.31,0,1,0,1,1,0,1,0,0,1,"6_1"
6,1,0,23,0,0,1,0,1,0,0,0,1,0,1,1,1,5,24,11,5,8,3.31,0,1,0,1,1,0,1,0,0,1,"6_1"
6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,11,5,8,3.31,0,1,0,1,1,0,1,0,0,1,"6_1"
6,2,0,23,0,0,1,0,1,0,0,0,1,0,1,1,1,5,24,11,5,8,3.31,0,1,0,1,1,0,1,0,0,1,"6_2"
6,2,0,29,0,0,1,0,0,1,0,0,1,0,0,1,1,5,24,11,5,8,3.31,0,1,0,1,1,0,1,0,0,1,"6_2"
6,2,1,37,0,0,0,1,0,1,0,0,1,0,0,1,1,5,24,11,5,8,3.31,0,1,0,1,1,0,1,0,0,1,"6_2"
6,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,11,5,8,3.31,0,1,0,1,1,0,1,0,0,1,"6_2"
6,3,1,29,0,0,1,0,0,0,0,1,0,0,0,0,1,0,24,11,5,8,3.31,0,1,0,1,1,0,1,0,0,1,"6_3"
6,3,0,37,0,0,0,1,0,1,0,0,1,0,0,1,1,5,24,11,5,8,3.31,0,1,0,1,1,0,1,0,0,1,"6_3"
6,3,0,27,0,0,0,1,0,0,1,0,0,0,0,1,1,3,24,11,5,8,3.31,0,1,0,1,1,0,1,0,0,1,"6_3"
6,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,11,5,8,3.31,0,1,0,1,1,0,1,0,0,1,"6_3"
6,4,0,27,0,0,0,1,0,0,1,0,0,0,0,1,1,3,24,11,5,8,3.31,0,1,0,1,1,0,1,0,0,1,"6_4"
6,4,0,23,0,0,1,0,0,0,1,0,0,0,0,1,1,3,24,11,5,8,3.31,0,1,0,1,1,0,1,0,0,1,"6_4"
6,4,1,29,0,0,1,0,0,1,0,0,1,0,0,1,1,5,24,11,5,8,3.31,0,1,0,1,1,0,1,0,0,1,"6_4"
6,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,11,5,8,3.31,0,1,0,1,1,0,1,0,0,1,"6_4"
6,5,0,37,0,0,0,1,0,1,0,0,1,0,0,1,1,5,24,11,5,8,3.31,0,1,0,1,1,0,1,0,0,1,"6_5"
6,5,0,29,0,0,1,0,0,0,0,1,0,0,0,0,1,0,24,11,5,8,3.31,0,1,0,1,1,0,1,0,0,1,"6_5"
6,5,1,23,0,0,1,0,0,0,1,0,0,0,0,1,1,3,24,11,5,8,3.31,0,1,0,1,1,0,1,0,0,1,"6_5"
6,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,11,5,8,3.31,0,1,0,1,1,0,1,0,0,1,"6_5"
6,6,0,23,0,0,1,0,0,0,1,0,0,0,0,1,1,3,24,11,5,8,3.31,0,1,0,1,1,0,1,0,0,1,"6_6"
6,6,1,23,0,0,1,0,1,0,0,0,1,0,1,1,1,5,24,11,5,8,3.31,0,1,0,1,1,0,1,0,0,1,"6_6"
6,6,0,29,0,0,1,0,0,0,0,1,0,0,0,0,1,0,24,11,5,8,3.31,0,1,0,1,1,0,1,0,0,1,"6_6"
6,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,11,5,8,3.31,0,1,0,1,1,0,1,0,0,1,"6_6"
7,1,0,29,0,0,1,0,0,1,0,0,1,0,0,1,0,3,25,12,6,7,1.69,0,1,0,1,1,0,1,0,0,1,"7_1"
7,1,0,27,0,0,0,1,0,0,1,0,0,0,0,1,1,5,25,12,6,7,1.69,0,1,0,1,1,0,1,0,0,1,"7_1"
7,1,0,23,0,0,1,0,1,0,0,0,1,0,1,1,1,5,25,12,6,7,1.69,0,1,0,1,1,0,1,0,0,1,"7_1"
7,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,12,6,7,1.69,0,1,0,1,1,0,1,0,0,1,"7_1"
7,2,0,23,0,0,1,0,1,0,0,0,1,0,1,1,1,5,25,12,6,7,1.69,0,1,0,1,1,0,1,0,0,1,"7_2"
7,2,0,29,0,0,1,0,0,1,0,0,1,0,0,1,0,3,25,12,6,7,1.69,0,1,0,1,1,0,1,0,0,1,"7_2"
7,2,0,37,0,0,0,1,0,1,0,0,1,0,0,1,0,3,25,12,6,7,1.69,0,1,0,1,1,0,1,0,0,1,"7_2"
7,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,12,6,7,1.69,0,1,0,1,1,0,1,0,0,1,"7_2"
7,3,0,29,0,0,1,0,0,0,0,1,0,0,0,1,1,3,25,12,6,7,1.69,0,1,0,1,1,0,1,0,0,1,"7_3"
7,3,0,37,0,0,0,1,0,1,0,0,1,0,0,1,0,3,25,12,6,7,1.69,0,1,0,1,1,0,1,0,0,1,"7_3"
7,3,0,27,0,0,0,1,0,0,1,0,0,0,0,1,1,5,25,12,6,7,1.69,0,1,0,1,1,0,1,0,0,1,"7_3"
7,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,12,6,7,1.69,0,1,0,1,1,0,1,0,0,1,"7_3"
7,4,0,27,0,0,0,1,0,0,1,0,0,0,0,1,1,5,25,12,6,7,1.69,0,1,0,1,1,0,1,0,0,1,"7_4"
7,4,0,23,0,0,1,0,0,0,1,0,0,0,0,1,1,5,25,12,6,7,1.69,0,1,0,1,1,0,1,0,0,1,"7_4"
7,4,0,29,0,0,1,0,0,1,0,0,1,0,0,1,0,3,25,12,6,7,1.69,0,1,0,1,1,0,1,0,0,1,"7_4"
7,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,12,6,7,1.69,0,1,0,1,1,0,1,0,0,1,"7_4"
7,5,0,37,0,0,0,1,0,1,0,0,1,0,0,1,0,3,25,12,6,7,1.69,0,1,0,1,1,0,1,0,0,1,"7_5"
7,5,0,29,0,0,1,0,0,0,0,1,0,0,0,1,1,3,25,12,6,7,1.69,0,1,0,1,1,0,1,0,0,1,"7_5"
7,5,0,23,0,0,1,0,0,0,1,0,0,0,0,1,1,5,25,12,6,7,1.69,0,1,0,1,1,0,1,0,0,1,"7_5"
7,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,12,6,7,1.69,0,1,0,1,1,0,1,0,0,1,"7_5"
7,6,0,23,0,0,1,0,0,0,1,0,0,0,0,1,1,5,25,12,6,7,1.69,0,1,0,1,1,0,1,0,0,1,"7_6"
7,6,0,23,0,0,1,0,1,0,0,0,1,0,1,1,1,5,25,12,6,7,1.69,0,1,0,1,1,0,1,0,0,1,"7_6"
7,6,0,29,0,0,1,0,0,0,0,1,0,0,0,1,1,3,25,12,6,7,1.69,0,1,0,1,1,0,1,0,0,1,"7_6"
7,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,12,6,7,1.69,0,1,0,1,1,0,1,0,0,1,"7_6"
8,1,1,29,0,0,1,0,0,1,0,0,1,0,0,1,1,5,24,11,9,7,13.69,0,1,0,0,0,1,0,0,1,0,"8_1"
8,1,0,27,0,0,0,1,0,0,1,0,0,0,0,1,1,2,24,11,9,7,13.69,0,1,0,0,0,1,0,0,1,0,"8_1"
8,1,0,23,0,0,1,0,1,0,0,0,1,0,1,1,1,5,24,11,9,7,13.69,0,1,0,0,0,1,0,0,1,0,"8_1"
8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,11,9,7,13.69,0,1,0,0,0,1,0,0,1,0,"8_1"
8,2,0,23,0,0,1,0,1,0,0,0,1,0,1,1,1,5,24,11,9,7,13.69,0,1,0,0,0,1,0,0,1,0,"8_2"
8,2,0,29,0,0,1,0,0,1,0,0,1,0,0,1,1,5,24,11,9,7,13.69,0,1,0,0,0,1,0,0,1,0,"8_2"
8,2,1,37,0,0,0,1,0,1,0,0,1,0,0,1,1,5,24,11,9,7,13.69,0,1,0,0,0,1,0,0,1,0,"8_2"
8,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,11,9,7,13.69,0,1,0,0,0,1,0,0,1,0,"8_2"
8,3,0,29,0,0,1,0,0,0,0,1,0,0,0,1,1,2,24,11,9,7,13.69,0,1,0,0,0,1,0,0,1,0,"8_3"
8,3,0,37,0,0,0,1,0,1,0,0,1,0,0,1,1,5,24,11,9,7,13.69,0,1,0,0,0,1,0,0,1,0,"8_3"
8,3,1,27,0,0,0,1,0,0,1,0,0,0,0,1,1,2,24,11,9,7,13.69,0,1,0,0,0,1,0,0,1,0,"8_3"
8,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,11,9,7,13.69,0,1,0,0,0,1,0,0,1,0,"8_3"
8,4,0,27,0,0,0,1,0,0,1,0,0,0,0,1,1,2,24,11,9,7,13.69,0,1,0,0,0,1,0,0,1,0,"8_4"
8,4,1,23,0,0,1,0,0,0,1,0,0,0,0,1,1,2,24,11,9,7,13.69,0,1,0,0,0,1,0,0,1,0,"8_4"
8,4,0,29,0,0,1,0,0,1,0,0,1,0,0,1,1,5,24,11,9,7,13.69,0,1,0,0,0,1,0,0,1,0,"8_4"
